modelo,rmse,mae,rmse_train,mae_train,rmse_test_directo,mae_test_directo,gap_rmse,gap_mae,ratio_rmse,ratio_mae
CNN_FINAL_w6_c32_k2_actrelu_d0.0_dense16_e50_lr0.001_b8,0.010912,0.00774,0.010301,0.007999,0.010912,0.00774,0.00061,-0.000259,1.059263,0.967589
