geocode,departamento,distrito,rmse,mae
220302,San Martin,Agua Blanca,0.013002,0.010397
010513,Amazonas,Ocumal,0.010487,0.010334
100903,Huanuco,Honoria,0.013764,0.010303
220502,San Martin,Alonso De Alvarado,0.011137,0.010294
220706,San Martin,San Cristobal,0.012597,0.010268
010303,Amazonas,Churuja,0.013564,0.01012
220605,San Martin,Pajarillo,0.01175,0.010096
220303,San Martin,San Martin,0.011842,0.009975
060809,Cajamarca,Sallique,0.013008,0.009915
250302,Ucayali,Irazola,0.011069,0.009859
100904,Huanuco,Tournavista,0.010025,0.009791
220705,San Martin,Pucacaca,0.012429,0.009716
220203,San Martin,Bajo Biavo,0.011617,0.009688
010611,Amazonas,Totora,0.012576,0.00966
220106,San Martin,Yantalo,0.009975,0.009464
010515,Amazonas,Providencia,0.010376,0.009418
100103,Huanuco,Chinchao,0.010403,0.009291
010112,Amazonas,Magdalena,0.009578,0.009017
010310,Amazonas,Shipasbamba,0.010778,0.00899
220304,San Martin,Santa Rosa,0.011414,0.008958
220510,San Martin,Tabalosos,0.009523,0.008925
120607,Junin,Rio Negro,0.009385,0.008849
220405,San Martin,Sacanche,0.009777,0.008785
200303,Piura,El Carmen De La Frontera,0.012478,0.008584
080905,Cusco,Ocobamba,0.009657,0.008537
220906,San Martin,El Porvenir,0.010576,0.008526
060801,Cajamarca,Jaen,0.008997,0.008464
010203,Amazonas,Copallin,0.008727,0.008371
120602,Junin,Coviriali,0.008642,0.008306
160603,Loreto,Padre Marquez,0.011735,0.008249
100608,Huanuco,Castillo Grande,0.011253,0.008244
010514,Amazonas,Pisuquia,0.010669,0.008145
220301,San Martin,San Jose De Sisa,0.009726,0.008131
220305,San Martin,Shatoja,0.011892,0.008092
220702,San Martin,Buenos Aires,0.009235,0.008055
010510,Amazonas,Luya Viejo,0.01166,0.007948
160112,Loreto,Belen,0.010416,0.007883
010306,Amazonas,Florida,0.008841,0.007859
080903,Cusco,Huayopata,0.010158,0.007832
010308,Amazonas,Recta,0.009097,0.007623
100905,Huanuco,Yuyapichis,0.008133,0.007622
010302,Amazonas,Chisquilla,0.008616,0.007593
010105,Amazonas,Chiliquin,0.010135,0.007497
120604,Junin,Mazamari,0.008889,0.007494
220710,San Martin,Tres Unidos,0.008575,0.007442
010102,Amazonas,Asuncion,0.009821,0.007381
100605,Huanuco,Luyando,0.008575,0.007136
220102,San Martin,Calzada,0.009332,0.007091
050512,Ayacucho,Union Progreso,0.011516,0.007066
010523,Amazonas,Trita,0.010094,0.007044
010104,Amazonas,Cheto,0.008806,0.007036
010109,Amazonas,La Jalca,0.007219,0.00703
010512,Amazonas,Ocalli,0.008357,0.006978
120603,Junin,Llaylla,0.008487,0.00689
010301,Amazonas,Jumbilla,0.0073,0.006825
220708,San Martin,Shamboyacu,0.010098,0.006804
100901,Huanuco,Puerto Inca,0.007097,0.006685
220404,San Martin,Piscoyacu,0.007001,0.006642
010608,Amazonas,Milpuc,0.009679,0.006531
120601,Junin,Satipo,0.008619,0.0065
220913,San Martin,Sauce,0.007546,0.00641
170102,Madre De Dios,Inambari,0.007757,0.006223
220205,San Martin,San Pablo,0.007614,0.00621
220503,San Martin,Barranquita,0.00931,0.006158
170204,Madre De Dios,Huepetuhe,0.00744,0.006157
010117,Amazonas,Quinjalca,0.006482,0.006126
060903,Cajamarca,Huarango,0.006857,0.006046
220707,San Martin,San Hilarion,0.007388,0.006014
220908,San Martin,Juan Guerra,0.008282,0.005968
010707,Amazonas,Yamon,0.007609,0.005958
080901,Cusco,Santa Ana,0.006385,0.005945
160211,Loreto,Teniente Cesar Lopez Rojas,0.007451,0.005922
010605,Amazonas,Limabamba,0.010074,0.005898
010120,Amazonas,Soloco,0.006836,0.005784
010508,Amazonas,Lonya Chico,0.007292,0.00558
081304,Cusco,Machupicchu,0.006233,0.005568
100609,Huanuco,Pueblo Nuevo,0.007497,0.005566
220403,San Martin,El Eslabon,0.007571,0.005538
100902,Huanuco,Codo Del Pozuzo,0.006742,0.005509
080904,Cusco,Maranura,0.00667,0.0055
010304,Amazonas,Corosha,0.006111,0.005446
220808,San Martin,Yorongos,0.006908,0.005393
220803,San Martin,Elias Soplin Vargas,0.007341,0.005378
220505,San Martin,Cuñumbuqui,0.007076,0.005372
160503,Loreto,Capelo,0.006566,0.005203
220701,San Martin,Picota,0.007914,0.005098
220704,San Martin,Pilluana,0.007095,0.005078
220807,San Martin,San Fernando,0.00632,0.005019
100601,Huanuco,Rupa-Rupa,0.00629,0.004998
100507,Huanuco,Monzon,0.007139,0.004921
220912,San Martin,San Antonio,0.005163,0.004883
010111,Amazonas,Levanto,0.006273,0.004876
220511,San Martin,Zapatero,0.00581,0.004867
010516,Amazonas,San Cristobal,0.005012,0.004852
211205,Puno,Phara,0.005423,0.004851
220910,San Martin,Morales,0.00539,0.004788
010604,Amazonas,Huambo,0.00727,0.004784
220914,San Martin,Shapaja,0.005597,0.004733
220506,San Martin,Pinto Recodo,0.005726,0.004666
010606,Amazonas,Longar,0.005222,0.004619
080408,Cusco,Yanatile,0.005117,0.004551
220401,San Martin,Saposoa,0.006312,0.004477
120609,Junin,Vizcatán Del Ene,0.005126,0.004384
050502,Ayacucho,Anco,0.005069,0.004266
010202,Amazonas,Aramango,0.005326,0.004237
080906,Cusco,Quellouno,0.004741,0.00417
010114,Amazonas,Molinopampa,0.004706,0.004102
220802,San Martin,Awajun,0.004782,0.004046
221001,San Martin,Tocache,0.00454,0.004021
060812,Cajamarca,Santa Rosa,0.004956,0.004004
220504,San Martin,Caynarachi,0.004399,0.003962
010507,Amazonas,Longuita,0.00458,0.003862
010502,Amazonas,Camporredondo,0.005153,0.003518
220101,San Martin,Moyobamba,0.003989,0.003489
120302,Junin,Perene,0.0038,0.00347
100606,Huanuco,Mariano Damaso Beraun,0.004882,0.003395
010522,Amazonas,Tingo,0.004637,0.003256
220809,San Martin,Yuracyacu,0.004153,0.003198
220804,San Martin,Nueva Cajamarca,0.003615,0.00319
010602,Amazonas,Chirimoto,0.003625,0.003181
080918,Cusco,Union Ashaninka,0.004039,0.003052
050507,Ayacucho,Santa Rosa,0.005028,0.003042
010519,Amazonas,San Juan De Lopecancha,0.003477,0.003031
010511,Amazonas,Maria,0.003384,0.003026
010518,Amazonas,San Jeronimo,0.003381,0.002985
221006,San Martin,Santa Lucia,0.003184,0.00294
010311,Amazonas,Valera,0.004624,0.002854
050408,Ayacucho,Llochegua,0.00356,0.002842
221002,San Martin,Nuevo Progreso,0.003191,0.002801
050409,Ayacucho,Canayre,0.003522,0.002736
010609,Amazonas,Omia,0.003724,0.002725
010703,Amazonas,Cumba,0.003291,0.002476
010601,Amazonas,San Nicolas,0.003725,0.002465
010520,Amazonas,Santa Catalina,0.00279,0.002425
010206,Amazonas,La Peca,0.002844,0.002383
220909,San Martin,La Banda De Shilcayo,0.002384,0.002134
120303,Junin,Pichanaqui,0.002297,0.002069
010521,Amazonas,Santo Tomas,0.002151,0.00162
010603,Amazonas,Cochamal,0.001949,0.001566
010517,Amazonas,San Francisco Del Yeso,0.002353,0.001528
221005,San Martin,Uchiza,0.001406,0.001112
