geocode,departamento,distrito,pct_bosque_real_2024,mlp_pred_2025,lstm_pred_2025,cnn_pred_2025,deforestacion_2025_mlp,deforestacion_2025_lstm,deforestacion_2025_cnn,area_km2_2024,deforestacion_2025_mlp_km2,deforestacion_2025_lstm_km2,deforestacion_2025_cnn_km2
100103,Huanuco,Chinchao,0.6457123,0.6343182021954226,0.6335201182096556,0.632485901410112,0.0113941138408018,0.012192197826568774,0.013226414626112404,823.446,9.38243746575288,10.039616531496751,10.891238218213754
100113,Huanuco,San Pablo De Pillao,0.6585656,0.6584510211929606,0.6558505568420124,0.6569093434677864,0.00011455965191853323,0.002715024002866717,0.0016562373770927508,605.4723,0.06936269593431373,1.6438718275709179,1.0028058540543152
100505,Huanuco,Jircan,0.72199214,0.7212177655814812,0.7247768317351715,0.7223827185904479,0.0007743694664313905,-0.002784696687258892,-0.00039058354253529437,243.3816,0.1884672797312181,-0.6777439352597687,-0.095060847515908
100507,Huanuco,Monzon,0.69520813,0.6939700680591607,0.6931780161108555,0.6915900128427478,0.0012380642078375637,0.0020301161561427916,0.003618119424250499,1431.6317999999999,1.7724520903820653,2.906378846827786,5.179814823954705
100601,Huanuco,Rupa-Rupa,0.59993833,0.5917028860028096,0.5925537376970422,0.5905237425626174,0.008235447031705756,0.007384595337473154,0.009414590471897966,265.7313,2.1884160458163118,1.9623181190006798,2.5017513650650596
100605,Huanuco,Luyando,0.35349512,0.3501011406046723,0.34475897641475833,0.3457677905126061,0.003393980397524976,0.008736144587438932,0.007727330489591178,113.6358,0.3856776776570687,0.992738779109293,0.8781013820490852
100606,Huanuco,Mariano Damaso Beraun,0.8277177,0.8166830366918253,0.8158633610405831,0.8158662887240373,0.011034684770424463,0.011854360421666654,0.01185143273821243,761.4585,8.402454513260256,9.026603505141658,9.024374195690129
100608,Huanuco,Castillo Grande,0.5058251,0.5017274267650317,0.49523527135363143,0.49453874454251545,0.004097675564222469,0.010589830975622716,0.011286357786738699,106.3755,0.4358922869819473,1.1264985649473542,1.2005919527432225
100609,Huanuco,Pueblo Nuevo,0.6780786,0.6677390843322846,0.6661572014369153,0.6652773947009335,0.01033950749129331,0.011921390386662623,0.012801197122644381,326.4219,3.3750416803721954,3.8914029006561477,4.178591087048112
100804,Huanuco,Umari,0.21326664,0.21189258703418096,0.211093859462827,0.21673959414056748,0.0013740538673845948,0.002172781438738558,-0.00347295323900193,160.4808,0.22050926388097367,0.34868970351391476,-0.5573423141576209
100901,Huanuco,Puerto Inca,0.6006511,0.5847100825239896,0.5878771924359151,0.5819649565382227,0.015941002852749908,0.012773892940824427,0.018686128838516836,2438.5571999999997,38.87304728179382,31.149868602876577,45.56719401929286
100902,Huanuco,Codo Del Pozuzo,0.6740933,0.6583769205151871,0.6611083356040874,0.6546362748907064,0.015716385549418566,0.012984970460518275,0.019457031173899297,3290.5521,51.715585474048915,42.72772181729638,64.0243747890398
100903,Huanuco,Honoria,0.35079423,0.34434212224430716,0.34354073199532886,0.3469760278071251,0.006452103686860444,0.00725349393583874,0.0038181981240424934,966.5486999999999,6.236272430800169,7.010855134142817,3.6904744331357104
100904,Huanuco,Tournavista,0.48491922,0.47104339075916757,0.4722225278896972,0.4653759887000005,0.013875829449954136,0.012696692319424496,0.019543231509121184,1773.9468,24.6149832500919,22.523256710627663,34.668652997264694
100905,Huanuco,Yuyapichis,0.5434481,0.5291679034092878,0.5318661249405758,0.5225228301695345,0.014280187143995926,0.011581965612707856,0.0209252603837492,2109.7386,30.127462032911964,24.434919917002418,44.1468295466465
