geocode,departamento,distrito,pct_bosque_real_2024,mlp_pred_2025,lstm_pred_2025,cnn1d_pred_2025,deforestacion_2025_mlp,deforestacion_2025_lstm,deforestacion_2025_cnn1d,area_km2_2024,deforestacion_2025_mlp_km2,deforestacion_2025_lstm_km2,deforestacion_2025_cnn1d_km2
220405,San Martin,Sacanche,0.3092617184499051,0.30305502,0.30020314,0.30040792,0.0062067002633358626,0.00905857389958159,0.008853802142455736,164.01059999999998,1.0179646342098727,1.4857021404147162,1.4521174016654506
220501,San Martin,Lamas,0.4195072051847122,0.40888435,0.40823174,0.40867153,0.010622858699574245,0.011275469955219997,0.010835677083744777,131.0931,1.3925834777891564,1.4781363103866505,1.4204824995070624
220502,San Martin,Alonso De Alvarado,0.4704975325863594,0.46114737,0.45842892,0.4596196,0.009350164632105251,0.012068613271021267,0.010877921084665676,300.0105,2.8051475663602123,3.6207107017457254,3.2634905435710917
220503,San Martin,Barranquita,0.6310163034480208,0.6184709,0.6165243,0.6169201,0.012545396236717132,0.014492024330436615,0.014096189884483246,1070.8839,13.434662849020967,15.519275533872852,15.095382798635969
220504,San Martin,Caynarachi,0.747415989515072,0.7380633,0.7353956,0.73588496,0.009352713701015647,0.01202037918258303,0.011531025048977073,1287.5625,12.042203434663959,15.476989471274562,14.846915439623542
220505,San Martin,Cuñumbuqui,0.2994077413185805,0.2956625,0.2934572,0.29309705,0.003745248804923884,0.005950531254646174,0.006310692320701472,184.4802,0.6909242485821191,1.0977551959633771,1.1641977814614717
220506,San Martin,Pinto Recodo,0.7511332340132209,0.7413874,0.73910564,0.73887086,0.00974580716004092,0.012027592171332424,0.012262374867102688,566.6526,5.522486966335803,6.815466375625164,6.948506600618392
220507,San Martin,Rumisapa,0.1848842802929071,0.17932263,0.17807183,0.17614266,0.005561650125899653,0.006812453596511225,0.008741617529311518,33.6762,0.18729524196982192,0.22941754980683135,0.29438446024060055
220510,San Martin,Tabalosos,0.5390015906993185,0.527401,0.52698874,0.5285883,0.011600620240334147,0.012012845963600749,0.010413295716408366,366.6312,4.253149319457997,4.404284131050098,3.8178391044616586
220511,San Martin,Zapatero,0.178502497873879,0.17681679,0.17551747,0.17162222,0.0016857065778737579,0.002985028229332498,0.0068802811723714385,176.7303,0.29791542921960257,0.5275449344784012,1.215954155677556
220601,San Martin,Juanjui,0.4154359237556996,0.40581167,0.4065122,0.40535372,0.009624256313377821,0.008923722923332655,0.010082198799187148,454.1769,4.371114897215367,4.052948813778163,4.579101795798541
220605,San Martin,Pajarillo,0.2918167460257033,0.2855749,0.2852937,0.28430653,0.006241833000800945,0.006523047714851238,0.007510219841621257,461.0061,2.8775230885505403,3.0071647871374814,3.4622571593284337
220701,San Martin,Picota,0.3634250939388989,0.35341728,0.35379475,0.35186487,0.010007816602778274,0.009630340387415726,0.011560219575953323,220.356,2.2052824353218092,2.1221032864093794,2.5473637448787705
220702,San Martin,Buenos Aires,0.3216851451363488,0.31673083,0.31561416,0.31462902,0.004954318043224437,0.006070981260768993,0.007056126829616649,315.4482,1.5628307089626707,1.9150801109433093,2.2258425073742787
220704,San Martin,Pilluana,0.4919942342903892,0.48535663,0.48424953,0.4859494,0.006637605395583279,0.007744702067641385,0.0060448372032920195,69.3063,0.46002787082791335,0.5367566449105741,0.4189453006625177
220705,San Martin,Pucacaca,0.445457408833205,0.43310001,0.43322587,0.43404385,0.012357393908201952,0.012231538700758715,0.011413554358183642,205.7328,2.5423212494373306,2.5164287052154526,2.3481424960613233
220706,San Martin,San Cristobal,0.4205353717203317,0.41579753,0.41721416,0.41688117,0.004737840115564829,0.0033212165231881197,0.0036541978712258394,30.494699999999998,0.14447901297211477,0.10127950150966475,0.1114336678236706
220707,San Martin,San Hilarion,0.3020740867190167,0.2972359,0.2956394,0.29482013,0.004838180594901709,0.006434691005210547,0.007253956847648291,105.444,0.5101571146488157,0.6784995583534209,0.7648862258434264
220708,San Martin,Shamboyacu,0.4962160524393856,0.48737237,0.48604083,0.4870156,0.008843683865243146,0.010175221827202985,0.009200447466546247,398.0367,3.5201107415646264,4.050111717867846,3.6621157481074285
220710,San Martin,Tres Unidos,0.6019796666051664,0.58948004,0.5881098,0.58725715,0.012499624147585875,0.01386987532632733,0.014722519769839293,375.6087,4.6949675765633385,5.209645840483884,5.529906511473636
220802,San Martin,Awajun,0.5191631449337984,0.5116878,0.5115093,0.5136518,0.007475329744436876,0.007653845655539171,0.005511356699087755,512.3898,3.830282712686062,3.921752444672585,2.8239629567742353
220803,San Martin,Elias Soplin Vargas,0.6291842789256741,0.6184641,0.6173214,0.6182367,0.010720166643874762,0.011862906893508551,0.010947558363692877,171.4005,1.8374419228434562,2.0333081730008122,1.876416977316141
220804,San Martin,Nueva Cajamarca,0.5762816553428042,0.5693614,0.5692073,0.571114,0.006920266659485086,0.007074344666229471,0.0051676516845095,338.0472,2.3393767674922867,2.391462406253807,1.7469101825237197
220806,San Martin,Posic,0.2794607669017777,0.27147573,0.27014542,0.26999485,0.007985034575270111,0.009315350642012055,0.009465911974714691,53.2089,0.42487490621208984,0.49565956077575524,0.5036707636713965
220807,San Martin,San Fernando,0.1213080576039535,0.11227606,0.11855684,0.11795071,0.009031995234606877,0.002751215396044865,0.003357349929927006,69.9327,0.6316318131431923,0.1923999209269867,0.2347885454446063
220808,San Martin,Yorongos,0.4044929159372383,0.39760414,0.39700747,0.3978902,0.006888778278165419,0.007485450574689467,0.006602705785565932,82.77029999999999,0.5701862447172351,0.6195729897022195,0.5465079386830278
220809,San Martin,Yuracyacu,0.1247420316441183,0.119073406,0.123020165,0.12258487,0.00566862578226375,0.0017218669755582755,0.0021571596963529532,62.7984,0.3559806293249119,0.10813049107789881,0.1354661774754513
220902,San Martin,Alberto Leveau,0.5823955259726892,0.5728973,0.57334226,0.57356095,0.009498210947359587,0.009053262274111296,0.008834572832430387,52.4628,0.49830274128913654,0.4749594880342461,0.46348642759322894
220906,San Martin,El Porvenir,0.5942177117751716,0.58091784,0.5796575,0.57723606,0.013299876539575872,0.014560216753351507,0.01698165544735175,495.738,6.593254195976264,7.21805273287297,8.418451908159263
220908,San Martin,Juan Guerra,0.2936261074932869,0.29078734,0.28968036,0.2893595,0.002838768282776627,0.003945745745545182,0.004266597548371109,194.7303,0.5527941993355774,0.7683562527537369,0.8308358205735706
220909,San Martin,La Banda De Shilcayo,0.6972965228632735,0.69225544,0.68985134,0.69154495,0.005041085489158492,0.007445179231529098,0.0057515728548811484,270.11879999999996,1.3616919630289048,2.0110828798055618,1.5536079576730697
220910,San Martin,Morales,0.0945277992007291,0.08876619,0.09364776,0.09354044,0.005761611771300995,0.0008800360676800845,0.0009873616811787722,51.3468,0.29584032729863796,0.04518703595995576,0.05069786277115018
220912,San Martin,San Antonio,0.7255776476462844,0.71592396,0.71400166,0.713001,0.009653682669020003,0.011575992067671126,0.012576634844160384,79.3044,0.7655795118570299,0.9180271053314181,0.9973824803352327
220913,San Martin,Sauce,0.5985980608857225,0.5876621,0.586915,0.5863277,0.010935960093791386,0.011683044711406132,0.012270388881022831,102.2013,1.1176693383336016,1.1940223574638316,1.2540496951460787
220914,San Martin,Shapaja,0.6604915442288942,0.6543612,0.6521789,0.6545087,0.006130355817181576,0.008312660676342953,0.005982834321362485,240.9183,1.4769149018704961,2.0026720786213943,1.4413742738843034
221001,San Martin,Tocache,0.6039235132086453,0.5973013,0.5961617,0.5978272,0.006622208868282797,0.007761790071743491,0.006096317087429526,1023.6591,6.778884370118386,7.945427039229877,6.240550463032729
221002,San Martin,Nuevo Progreso,0.6710181144155242,0.6642952,0.66246253,0.66413575,0.0067229178823210445,0.00855558189522998,0.006882360307095214,839.5137,5.643981666183504,7.182528212517533,5.77783576614264
221005,San Martin,Uchiza,0.5332618072930179,0.52593887,0.5254127,0.5270365,0.007322938770373821,0.00784912857445097,0.006225319236835003,614.0421,4.496592700731759,4.81969539302588,3.8226080973565626
221006,San Martin,Santa Lucia,0.1692811987824865,0.16614917,0.16681549,0.16391559,0.003132029575867251,0.0024657092519231594,0.005365609330696658,272.9169,0.854783802554005,0.6729337253361877,1.4643654651448068
250102,Ucayali,Campoverde,0.1587664351898177,0.1499276,0.152075,0.1489202,0.008838833971594129,0.006691442533109937,0.009846241875265394,1349.163,11.92502775761785,9.027846682298202,13.284185227158684
250105,Ucayali,Yarinacocha,0.1846394586027725,0.17594522,0.17492725,0.17345777,0.008694236224995405,0.009712209051953108,0.011181687063084395,672.9254999999999,5.850573258823145,6.535593132390071,7.524442357769597
250106,Ucayali,Nueva Requena,0.5708956922038567,0.54865015,0.546569,0.543708,0.022245546673156036,0.024326702450133575,0.02718766579470755,2096.2134,46.631413026595105,50.99395965378283,56.991149353587616
250302,Ucayali,Irazola,0.6250830086667633,0.61240053,0.61004144,0.61003023,0.012682476897964423,0.015041569133529609,0.015052774806747382,1913.6556,24.26989293766025,28.784383005166085,28.805826804471046
250304,Ucayali,Neshuya,0.2356187871530902,0.22690712,0.22666267,0.22498423,0.008711667998160089,0.00895612154754516,0.010634558542097772,635.1255,5.533002493165426,5.688261175945393,6.754279311329118
250305,Ucayali,Alexander Von Humboldt,0.17695297870417,0.172567,0.17150803,0.1689483,0.0043859836794889195,0.005444949600890897,0.008004685971931241,209.0691,0.9169736604854368,1.138370712603619,1.6735324919342898
250306,Ucayali,Huipoca,0.6053742491879774,0.5915293,0.58915114,0.58806753,0.01384493943837417,0.01622310516026748,0.017306717602284083,600.9993,8.32079891100527,9.750074845147143,10.40132516427041
