grupo,n,pearson_r,pearson_p,spearman_r,spearman_p,pendiente
global,180,0.3452617406947062,2.067756880590533e-06,0.06803090630369249,0.3641829049114301,0.04050190223034364
excl_Cajamarca,167,0.04310233698201931,0.5802096897685103,-0.02331567501829388,0.7648770924604968,0.0056619684335421526
