zona_id,area_km2,n_pixels,centroid_lat,centroid_lon,bbox_minr,bbox_minc,bbox_maxr,bbox_maxc
2291,9227.884904,10406119.000000,-8.558138,-75.066140,22182,13979,37060,19672
1995,4256.473301,4799948.000000,-6.375459,-76.869360,20324,6600,27175,12243
3049,3606.054965,4066483.000000,-9.518743,-74.245918,30397,16653,42026,23843
4663,3023.611471,3409672.000000,-12.797147,-70.173958,45298,29475,49629,38212
1758,2538.865738,2863033.000000,-5.940470,-76.106912,18631,9863,23998,14445
512,1570.190107,1770675.000000,-4.239852,-73.364241,12914,20833,18394,24847
2550,1564.161811,1763877.000000,-7.050320,-76.224822,24284,11121,27426,12897
4463,955.666644,1077688.000000,-12.231001,-73.960673,43352,19509,47444,21976
1674,843.374342,951058.000000,-5.263357,-79.100537,18274,432,20467,2249
3047,826.089326,931566.000000,-9.002244,-76.030559,30382,11647,35853,13900
4119,761.343232,858553.000000,-11.346480,-69.473076,40452,35628,43783,38340
1670,722.042256,814234.000000,-5.341897,-74.181015,18257,18692,21477,20902
2713,713.967284,805128.000000,-7.427545,-76.576666,26093,10185,28842,11546
3723,631.606293,712251.000000,-10.178042,-74.976307,36406,15978,38965,17677
389,582.181896,656516.000000,-3.483025,-72.480916,11999,23836,13388,28717
2142,541.496664,610636.000000,-5.943373,-78.471509,21316,2995,22799,4463
1972,532.552653,600550.000000,-5.706241,-79.025351,20140,943,22084,2396
4137,478.078959,539121.000000,-11.337304,-74.469981,40577,17905,43271,19200
2054,439.832358,495991.000000,-5.859759,-74.625839,20711,17027,22542,19328
1890,419.651136,473233.000000,-5.668035,-78.288518,19485,3525,22275,5480
4730,380.234879,428784.000000,-12.626977,-72.932831,45928,23115,47313,25705
1352,366.013670,412747.000000,-4.828756,-77.964513,16569,4653,18654,6752
456,314.935437,355147.000000,-3.637503,-73.344953,12577,22065,14140,23720
4092,300.708908,339104.000000,-11.044158,-74.858632,40268,16164,41436,18004
2273,297.168016,335111.000000,-6.327165,-77.910862,22112,4918,24926,6437
2966,292.862724,330256.000000,-8.283443,-76.609595,29672,9453,31511,11228
1633,273.584238,308516.000000,-5.214128,-78.672176,18078,2329,20020,3932
2044,270.705767,305270.000000,-5.874577,-77.828523,20654,5455,22696,7111
722,264.327195,298077.000000,-3.932455,-70.554839,14164,31571,14975,34530
650,260.154033,293371.000000,-3.896732,-71.442547,13835,29110,14698,30702
2362,255.225338,287813.000000,-6.346444,-78.186706,22656,4036,24322,5457
4758,252.817744,285098.000000,-12.661578,-72.406544,46198,25377,47482,27333
2899,247.057254,278602.000000,-8.069808,-76.539833,28789,10210,30644,11743
2455,245.186159,276492.000000,-6.526764,-77.441014,23503,6704,24986,8243
390,225.222197,253979.000000,-3.561917,-71.600041,12006,27809,14608,30846
1287,221.960639,250301.000000,-4.610455,-77.924664,16329,4980,17676,6776
3753,211.856726,238907.000000,-10.096506,-75.298456,36652,15012,38019,15918
3297,204.006994,230055.000000,-8.930300,-76.179053,32346,11725,33731,12638
4912,195.223489,220150.000000,-12.991817,-72.605698,47126,25049,49128,26308
3185,177.472917,200133.000000,-8.623453,-76.355735,31381,11143,32403,11987
343,176.059397,198539.000000,-3.308128,-73.129305,11314,23129,12904,24845
2341,169.983216,191687.000000,-6.249056,-77.668904,22509,6110,23547,7456
3666,164.257311,185230.000000,-9.780976,-75.968652,35874,12358,36563,13808
2391,160.125826,180571.000000,-6.467570,-75.716284,22963,13330,24532,14489
68,156.229338,176177.000000,-1.820666,-74.547554,5212,17683,7967,20005
1618,156.118491,176052.000000,-5.028215,-78.922795,18013,1745,19251,2375
1262,146.717790,165451.000000,-4.616738,-77.335800,16248,7277,17826,9485
4696,145.986201,164626.000000,-12.475320,-69.102557,45557,38267,46623,38987
1424,143.739113,162092.000000,-4.812139,-76.713086,16912,8832,18083,11464
5342,139.508311,157321.000000,-14.052906,-68.978431,51396,38449,52585,39528
2752,135.402543,152691.000000,-7.385310,-76.721549,26811,9913,27816,10515
1661,134.757858,151964.000000,-5.038706,-75.722608,18206,12541,18855,14723
1943,122.474252,138112.000000,-5.523191,-74.544117,19899,17751,20826,18971
3417,119.851172,135154.000000,-9.203929,-76.096213,33584,11769,34892,13067
850,117.213017,132179.000000,-4.141879,-70.080023,14650,34461,16058,35369
4489,111.973064,126270.000000,-11.915353,-69.122945,43642,38015,44800,38724
3992,111.698164,125960.000000,-10.869048,-74.885068,39687,16511,40748,17782
4674,110.181779,124250.000000,-12.396008,-69.182964,45399,37928,46464,38514
4417,105.708886,119206.000000,-11.711286,-74.018356,42833,19954,43854,20633
2517,104.319310,117639.000000,-6.643705,-77.709590,23936,6254,25205,6991
4150,94.958514,107083.000000,-11.056264,-74.293551,40636,18912,41172,19507
1565,94.213623,106243.000000,-4.944113,-76.306808,17680,11043,18490,12526
671,94.102776,106118.000000,-3.895537,-70.819014,13928,31375,14647,32897
3961,92.962384,104832.000000,-10.761590,-75.204106,39441,15534,40202,16194
1337,91.854802,103583.000000,-4.603847,-74.228132,16518,18849,17343,19967
4738,89.949123,101434.000000,-12.557258,-72.205994,45979,26357,46972,27657
1679,86.746979,97823.000000,-5.253248,-76.788097,18280,9740,20045,10194
1298,85.518796,96438.000000,-4.532259,-73.759975,16356,20047,16971,21885
520,84.426289,95206.000000,-3.903750,-77.778496,12995,5954,15160,6586
408,84.258689,95017.000000,-3.429202,-72.086325,12186,25846,12980,28291
3674,83.047354,93651.000000,-9.834590,-74.900788,35963,16737,36715,17253
4918,82.679342,93236.000000,-12.886443,-72.420999,47151,25882,48259,26696
2719,78.567367,88599.000000,-7.273837,-75.451687,26193,14348,27041,15508
4203,76.720215,86516.000000,-11.207027,-73.029508,41029,23125,42046,24217
1746,76.535766,86308.000000,-5.239413,-77.003825,18582,8643,19775,9558
3591,73.467525,82848.000000,-9.626581,-74.910278,35299,16725,35884,17363
3828,70.545602,79553.000000,-10.231063,-75.163778,37410,15721,38165,16324
2172,69.589659,78475.000000,-5.926853,-78.234081,21572,4419,22123,4851
54,68.130027,76829.000000,-1.329714,-74.799005,4257,16834,5221,17999
2359,62.816472,70837.000000,-6.241751,-74.403022,22622,18700,23472,19035
2633,62.804944,70824.000000,-6.888564,-76.613005,25087,10422,25706,10845
784,62.308350,70264.000000,-4.016553,-71.136101,14385,30556,14979,31424
3442,62.233861,70180.000000,-9.219346,-76.356164,33834,11137,34340,11988
3751,62.144297,70079.000000,-9.993230,-74.967525,36648,16485,37279,17004
155,61.208749,69024.000000,-2.368111,-73.854202,8251,20082,9064,21570
3988,61.162637,68972.000000,-10.832603,-75.282191,39646,15404,40527,15807
339,61.097902,68899.000000,-3.221235,-77.849419,11180,5803,12449,6260
4816,60.972867,68758.000000,-12.655635,-69.154576,46605,38021,47102,38598
2673,60.821229,68587.000000,-7.186997,-76.999332,25567,8839,27146,9775
2508,60.255466,67949.000000,-6.552084,-76.126003,23852,11961,24419,13143
2548,59.412143,66998.000000,-6.625691,-76.095248,24234,12225,24911,12880
3321,57.601349,64956.000000,-8.931313,-74.291173,32702,19036,33300,19541
938,56.959324,64232.000000,-4.146512,-70.770391,15046,32023,15493,32551
1862,56.946022,64217.000000,-5.346287,-78.742575,19337,2497,19929,3052
1686,56.753592,64000.000000,-5.089469,-73.831846,18310,20808,19235,21221
2127,56.737630,63982.000000,-5.822283,-76.131255,21245,12240,21693,12664
5088,56.334148,63527.000000,-13.070053,-70.360305,47997,33649,48613,34120
2771,56.168321,63340.000000,-7.425339,-76.392214,27101,11275,27761,11667
556,55.289527,62349.000000,-3.696378,-71.744368,13226,28233,13914,29224
1847,55.043003,62071.000000,-5.282658,-76.300605,19215,11464,19713,12078
675,54.109229,61018.000000,-3.850710,-70.371312,13959,33501,14392,34203
2498,52.608806,59326.000000,-6.529675,-77.240920,23793,8050,24390,8526
2121,52.394207,59084.000000,-5.826825,-78.018142,21197,5170,21897,5637
1035,52.205324,58871.000000,-4.243868,-70.888819,15418,31682,15822,32164
2738,51.028574,57544.000000,-7.303416,-76.953472,26531,9039,27283,9779
1293,50.513357,56963.000000,-4.570294,-78.209026,16342,4285,17188,4987
599,50.448623,56890.000000,-3.780369,-76.391256,13542,11304,14249,11713
3891,49.481151,55799.000000,-10.490818,-75.468128,38524,14552,39073,15108
852,49.403115,55711.000000,-4.072859,-70.247544,14662,34082,15266,34468
1924,49.228421,55514.000000,-5.435004,-78.606116,19714,2952,20172,3631
1800,49.035104,55296.000000,-5.199081,-78.311107,18915,3981,19366,4696
2521,48.621867,54830.000000,-6.568584,-77.892724,23976,5610,24581,6130
2423,47.443343,53501.000000,-6.450030,-75.120850,23283,16013,24129,16440
4274,46.126482,52016.000000,-11.390143,-74.169851,41548,19386,42613,20123
2795,44.728925,50440.000000,-7.512625,-76.225324,27434,11942,27999,12249
1,44.615418,50312.000000,-0.184006,-74.945770,10,15650,826,17560
5394,44.579947,50272.000000,-14.233987,-69.154910,52320,38066,53012,38664
4210,44.257161,49908.000000,-11.190290,-75.370683,41109,14961,41716,15452
1619,44.138333,49774.000000,-4.954735,-79.328161,18015,339,18442,827
1656,44.006203,49625.000000,-5.008069,-76.675617,18189,10122,18592,10849
3335,43.528232,49086.000000,-8.982889,-74.106869,32860,19754,33476,20147
1960,43.271954,48797.000000,-5.510686,-74.350844,20065,18765,20532,19271
3458,42.588250,48026.000000,-9.244256,-76.158888,34022,11971,34368,12668
4849,41.684627,47007.000000,-12.710137,-73.780336,46795,20951,47247,21382
5184,40.972546,46204.000000,-13.232353,-70.633148,48743,32251,49284,33409
975,40.745532,45948.000000,-4.232192,-74.778394,15184,17197,15899,17992
1801,39.779834,44859.000000,-5.298775,-74.125726,18916,19569,19985,20038
1341,39.778061,44857.000000,-4.566723,-73.915539,16531,20133,17125,21014
1885,39.543952,44593.000000,-5.323138,-76.492868,19462,10766,19805,11470
4209,38.928530,43899.000000,-11.160016,-74.235205,41105,19031,41474,19807
3834,38.671366,43609.000000,-10.217262,-74.827594,37497,16994,38084,17609
2509,38.638555,43572.000000,-6.556634,-76.431712,23855,11064,24420,11603
2478,38.403560,43307.000000,-6.471862,-75.332600,23659,15077,24172,15678
4719,38.286505,43175.000000,-12.417004,-72.550401,45822,25346,46110,26004
3295,38.284732,43173.000000,-8.820224,-74.097360,32345,19758,32814,20214
5363,38.017813,42872.000000,-14.075561,-69.223095,51780,37674,52507,38411
184,37.830703,42661.000000,-2.437904,-73.822284,8541,19969,9237,21681
3378,37.808534,42636.000000,-9.070344,-74.269996,33288,19118,33781,19536
673,37.723403,42540.000000,-3.885541,-73.185418,13932,23236,14628,23513
283,37.474220,42259.000000,-2.874551,-76.425431,10168,10870,11083,11545
4265,37.452050,42234.000000,-11.296856,-73.652255,41485,21378,42211,22064
239,37.310166,42074.000000,-2.616460,-73.545915,9197,21778,9995,22205
1476,37.048568,41779.000000,-4.797428,-77.531635,17172,6789,18012,7720
3232,36.736423,41427.000000,-8.729506,-75.381102,31817,15064,32628,15362
2343,36.646859,41326.000000,-6.141030,-74.356859,22514,18836,22820,19286
3310,35.777819,40346.000000,-8.880456,-73.904224,32459,20325,33168,21402
914,35.287433,39793.000000,-4.117243,-70.623814,14923,32693,15414,33035
39,34.583333,38999.000000,-1.094880,-75.062610,3471,15547,4497,16927
4715,34.303113,38683.000000,-12.466596,-72.921026,45801,24101,46359,24703
1730,33.723162,38029.000000,-5.106293,-79.375427,18527,190,19103,618
2395,32.744162,36925.000000,-6.299896,-74.332311,22992,19003,23564,19292
2680,32.563260,36721.000000,-7.026732,-76.690502,25678,10145,26158,10616
567,31.738560,35791.000000,-3.794881,-78.299249,13329,4182,14502,4607
126,31.494697,35516.000000,-2.204715,-74.151114,7696,19200,8614,20149
4283,31.421981,35434.000000,-11.319386,-74.724650,41604,17349,42117,17963
1869,31.300493,35297.000000,-5.291761,-74.476086,19362,18414,19674,18781
5416,31.165703,35145.000000,-14.312805,-69.290419,52610,37617,53406,38020
3238,30.423473,34308.000000,-8.645414,-76.860864,31844,9340,32029,10055
2931,30.327701,34200.000000,-8.000409,-76.707502,29242,10070,29749,10457
2267,30.074970,33915.000000,-6.045592,-77.912433,22084,5654,22469,6026
251,29.714939,33509.000000,-2.775418,-73.499370,9575,22077,10634,22383
2872,29.705185,33498.000000,-7.751970,-76.702560,28451,10109,28835,10502
2685,29.664393,33452.000000,-7.021743,-77.578617,25765,6831,26065,7340
4504,29.608526,33389.000000,-11.972225,-73.144499,43774,23237,44710,23995
967,29.439152,33198.000000,-4.224091,-74.174052,15153,19480,16218,20040
3200,29.409002,33164.000000,-8.579897,-76.565331,31490,10541,31873,11169
557,29.387719,33140.000000,-3.658370,-73.192710,13235,23148,13643,23550
304,29.223666,32955.000000,-3.033767,-73.265680,10656,22400,11434,23550
4944,29.068480,32780.000000,-12.852387,-73.175409,47300,23160,47838,23689
1780,28.910635,32602.000000,-5.172621,-78.193095,18787,4457,19344,5162
946,28.848560,32532.000000,-4.129483,-70.411909,15094,33292,15437,33977
3014,28.834372,32516.000000,-8.176050,-75.210626,30100,15577,30284,16145
5349,28.686281,32349.000000,-14.014707,-69.500419,51534,36873,52134,37249
4792,28.641055,32298.000000,-12.602919,-72.865979,46445,24362,46774,24797
3161,28.508926,32149.000000,-8.525083,-74.240475,31232,19317,31842,19775
5351,28.496511,32135.000000,-13.995470,-69.730677,51569,35955,52015,36423
1471,28.033614,31613.000000,-4.750067,-77.913102,17149,5616,17726,5997
1141,28.026520,31605.000000,-4.390066,-76.563279,15820,10685,16461,10970
3622,27.393363,30891.000000,-9.735425,-70.702915,35573,32188,36269,32860
4238,27.387155,30884.000000,-11.208447,-74.670526,41303,17614,41636,18142
2048,27.358779,30852.000000,-5.693080,-79.265165,20659,710,21268,973
3970,27.325968,30815.000000,-10.725368,-74.271331,39495,19157,39825,19539
4842,27.100727,30561.000000,-12.702543,-73.293541,46781,22528,47322,23281
2038,27.001408,30449.000000,-5.633977,-78.178423,20608,4641,20927,5058
2065,26.872826,30304.000000,-5.690334,-78.046061,20836,5200,21135,5491
3252,26.781488,30201.000000,-8.698137,-76.952525,31975,9152,32362,9609
4894,26.760205,30177.000000,-12.772413,-72.573778,47037,25496,47466,25813
1918,26.685716,30093.000000,-5.380657,-74.422242,19639,18562,19988,18959
4525,26.360270,29726.000000,-11.973694,-71.417527,43992,29047,44678,30438
3392,26.290215,29647.000000,-9.088176,-74.596864,33423,18021,33734,18310
4870,26.051672,29378.000000,-12.759064,-71.991115,46952,27526,47438,28045
3502,26.031277,29355.000000,-9.348420,-76.057189,34365,12567,34742,12868
2729,25.898260,29205.000000,-7.243998,-77.060762,26372,8887,27051,9148
2472,25.821111,29118.000000,-6.467203,-77.069706,23623,8803,24038,9184
5258,25.651737,28927.000000,-13.439951,-70.367451,49454,33549,50136,34151
1755,25.570154,28835.000000,-5.119444,-77.972055,18624,5220,19008,5797
4779,25.555965,28819.000000,-12.583489,-73.855159,46363,20649,46706,21059
170,25.455760,28706.000000,-2.357994,-74.005550,8471,20180,8712,20485
3573,25.265103,28491.000000,-9.529556,-74.952481,35093,16623,35373,17007
917,25.128540,28337.000000,-4.099870,-75.719796,14939,13804,15216,14182
1280,25.126766,28335.000000,-4.634168,-75.975771,16318,12539,17551,13459
5357,25.105484,28311.000000,-14.030555,-69.582063,51690,36575,52092,36939
1390,24.967147,28155.000000,-4.624760,-74.404905,16719,18525,17186,19223
4639,24.276349,27376.000000,-12.260077,-69.137814,45090,38264,45597,38551
1234,24.267481,27366.000000,-4.522689,-75.708362,16161,13718,17070,14238
4078,24.222256,27315.000000,-10.947501,-73.162921,40224,23197,40827,23809
1135,24.163729,27249.000000,-4.400906,-77.498723,15792,7169,16450,7545
2535,23.992581,27056.000000,-6.595161,-77.971393,24146,5447,24550,5782
982,23.831188,26874.000000,-4.187146,-74.354563,15214,18923,15642,19135
4994,23.590872,26603.000000,-12.912807,-73.584747,47532,21712,48061,22119
897,23.540326,26546.000000,-4.104230,-70.507693,14840,33190,15396,33427
4287,23.474705,26472.000000,-11.310115,-74.497092,41626,18325,41973,18735
3877,23.266312,26237.000000,-10.375062,-75.078339,38145,16179,38729,16495
653,23.177635,26137.000000,-3.892323,-77.725891,13843,6439,14687,6636
3639,23.160786,26118.000000,-9.722286,-75.812278,35699,13480,36208,13749
574,23.140390,26095.000000,-3.679241,-74.692083,13383,17434,13612,18287
3389,23.139504,26094.000000,-9.076507,-74.166039,33420,19533,33631,19950
4158,23.032204,25973.000000,-11.062204,-75.023373,40735,16376,41207,16688
5010,22.991412,25927.000000,-12.899422,-72.763578,47586,24694,47879,25187
2299,22.937319,25866.000000,-6.069104,-77.747240,22206,6276,22576,6605
10,22.748436,25653.000000,-0.519358,-74.458049,1446,18305,2053,18911
3203,22.712965,25613.000000,-8.587335,-76.239440,31503,11899,32103,12192
1753,22.460234,25328.000000,-5.171656,-76.143245,18610,11900,19313,12793
1976,22.437178,25302.000000,-5.540297,-74.024467,20186,20117,20526,20485
4676,22.363576,25219.000000,-12.390948,-71.243658,45421,30200,46316,30852
1021,22.350274,25204.000000,-4.233469,-75.030060,15376,16440,15866,16652
4810,22.279332,25124.000000,-12.682340,-70.920445,46536,31261,47171,32277
950,22.251842,25093.000000,-4.153380,-75.634201,15105,14178,15447,14423
2459,21.843926,24633.000000,-6.414009,-77.980166,23515,5373,23828,5750
3555,21.734852,24510.000000,-9.492080,-76.072355,34921,12343,35230,12918
312,21.578780,24334.000000,-2.999042,-75.804487,10780,13512,11136,13817
3298,21.375708,24105.000000,-8.794076,-74.428819,32361,18601,32603,18942
4250,21.082186,23774.000000,-11.239773,-74.736794,41391,17458,41748,17768
3247,21.006810,23689.000000,-8.675038,-75.448841,31895,14789,32255,15136
5253,20.906605,23576.000000,-13.511120,-70.902549,49410,31590,50420,32099
3486,20.756740,23407.000000,-9.334761,-76.387460,34259,11346,34768,11660
227,20.753192,23403.000000,-2.497879,-73.570188,8981,21705,9269,22179
968,20.737231,23385.000000,-4.207536,-77.783598,15162,6014,15629,6591
3352,20.631704,23266.000000,-8.978591,-74.386117,33049,18744,33295,19081
3833,20.621063,23254.000000,-10.182394,-73.900787,37484,20370,37748,21072
4279,20.527952,23149.000000,-11.282964,-74.567189,41582,18109,41888,18441
3601,20.500462,23118.000000,-9.645801,-75.866562,35392,13281,35950,13570
1064,20.409124,23015.000000,-4.277826,-75.238887,15535,15445,15924,16035
1554,20.322220,22917.000000,-4.843289,-74.715903,17649,17505,17953,17864
368,20.237089,22821.000000,-3.240907,-71.992941,11694,27706,12154,27886
3160,20.179449,22756.000000,-8.485019,-74.458179,31229,18403,31443,18806
5193,20.172355,22748.000000,-13.283832,-70.332415,48809,33731,49459,34111
971,20.093432,22659.000000,-4.258811,-75.072840,15167,16155,16048,16576
3214,20.034018,22592.000000,-8.601885,-76.009912,31591,12799,31956,13004
4107,20.025150,22582.000000,-10.955794,-74.669714,40345,17593,40689,18064
693,19.956869,22505.000000,-3.855094,-70.576005,14059,32917,14243,33244
233,19.688176,22202.000000,-2.567431,-73.513640,9055,21952,9662,22272
5373,19.684629,22198.000000,-14.071687,-69.782061,51964,35735,52216,36267
174,19.679308,22192.000000,-2.447562,-76.160068,8493,11935,9286,12554
1507,19.642064,22150.000000,-4.824496,-75.986154,17368,12548,18211,13696
5336,19.543632,22039.000000,-13.923404,-69.426162,51305,36977,51845,37643
4608,19.273165,21734.000000,-12.144621,-69.114734,44801,38328,45094,38670
5091,19.259864,21719.000000,-13.043471,-71.766130,48014,28398,48570,28925
3305,19.228826,21684.000000,-8.811048,-74.333980,32411,18942,32680,19337
4020,19.172073,21620.000000,-10.814497,-74.224119,39846,19307,40110,19681
1567,19.008906,21436.000000,-4.865494,-75.373051,17704,15146,18089,15459
1307,18.963681,21385.000000,-4.478507,-75.117291,16370,15889,16775,16805
1455,18.932644,21350.000000,-4.743868,-74.930177,17100,16367,17696,17479
877,18.914908,21330.000000,-4.109873,-75.517912,14739,14255,15464,15089
1499,18.851947,21259.000000,-4.750177,-75.025190,17308,16125,17723,17127
1221,18.846626,21253.000000,-4.428066,-78.260959,16125,4432,16454,4697
3329,18.593896,20968.000000,-8.915436,-73.753670,32758,20998,33102,21830
1813,18.571726,20943.000000,-5.237815,-78.645242,19021,2999,19417,3220
1636,18.514973,20879.000000,-4.940290,-76.613764,18097,10390,18388,10829
1584,18.467974,20826.000000,-4.907332,-77.010608,17802,8955,18387,9337
1728,17.984681,20281.000000,-5.075288,-77.038782,18526,8916,18859,9224
3157,17.880042,20163.000000,-8.486118,-76.674432,31201,10250,31499,10584
3177,17.715989,19978.000000,-8.529956,-76.450114,31342,11152,31657,11355
2420,17.688498,19947.000000,-6.361926,-77.280586,23245,8000,23664,8362
7,17.668989,19925.000000,-0.376649,-74.663257,1070,17491,1445,18314
893,17.658348,19913.000000,-4.128950,-77.714183,14817,6436,15569,6910
543,17.583859,19829.000000,-3.616178,-72.934374,13148,24072,13387,24437
5109,17.565237,19808.000000,-13.039624,-72.832353,48145,24322,48354,25023
2315,17.560803,19803.000000,-6.093062,-75.790626,22336,13562,22571,13917
1631,17.552822,19794.000000,-4.945574,-76.906947,18073,9340,18317,9726
3016,17.448182,19676.000000,-8.188176,-76.284818,30103,11657,30406,12027
2849,17.430447,19656.000000,-7.676316,-76.748031,28143,10034,28490,10373
3383,17.351524,19567.000000,-9.067305,-73.512222,33327,21754,33853,22540
2608,17.340883,19555.000000,-6.786809,-77.919319,24845,5667,25265,5938
112,17.236243,19437.000000,-2.038580,-74.443929,7202,18393,7679,19154
2457,17.126283,19313.000000,-6.417396,-77.493599,23510,7217,23792,7532
1018,17.066869,19246.000000,-4.208485,-74.279354,15358,19176,15577,19429
3261,17.021644,19195.000000,-8.716704,-76.730511,32030,10045,32349,10406
710,16.971098,19138.000000,-3.881456,-73.741257,14116,21033,14365,21554
2737,16.705952,18839.000000,-7.211021,-77.458474,26478,7399,26747,7652
3935,16.595105,18714.000000,-10.643208,-73.453337,39208,22244,39528,22567
3260,16.566728,18682.000000,-8.694149,-76.829158,32027,9706,32225,10028
835,16.563181,18678.000000,-4.010221,-70.318090,14585,33859,14883,34151
1569,16.541012,18653.000000,-4.878807,-78.516256,17716,3518,18115,3692
5151,16.405335,18500.000000,-13.226097,-69.472493,48454,36955,49298,37326
1190,16.305130,18387.000000,-4.433562,-78.495672,15982,3428,16515,3873
1741,16.270545,18348.000000,-5.066894,-76.333054,18566,11540,18797,11899
978,16.188075,18255.000000,-4.225235,-76.943580,15190,9209,15772,9562
5156,16.152604,18215.000000,-13.162891,-72.555756,48516,25563,48943,25880
4757,16.004513,18048.000000,-12.521734,-69.185999,46195,38103,46477,38291
2179,15.936231,17971.000000,-5.917104,-79.054000,21653,1446,21992,1742
1716,15.836913,17859.000000,-5.066913,-76.880081,18452,9531,18812,9902
1413,15.748235,17759.000000,-4.615646,-73.742559,16858,21089,17143,21511
3995,15.644482,17642.000000,-10.782961,-75.073082,39704,16268,40115,16482
5127,15.616992,17611.000000,-13.180436,-69.265168,48285,37716,49307,38122
2847,15.516787,17498.000000,-7.674610,-76.790036,28124,9911,28519,10092
1378,15.488410,17466.000000,-4.576959,-74.735813,16664,17410,17135,17884
309,15.377563,17341.000000,-2.986441,-73.433733,10688,22249,11158,22695
4427,15.370469,17333.000000,-11.662661,-74.302356,42965,19108,43345,19392
4667,15.296867,17250.000000,-12.315239,-71.442687,45339,29255,45672,30220
1222,15.287112,17239.000000,-4.431518,-75.381718,16127,15130,16479,15368
4399,15.069852,16994.000000,-11.567456,-74.326615,42603,19053,42940,19255
2453,15.023740,16942.000000,-6.438430,-77.735003,23478,6370,23987,6657
504,14.858800,16756.000000,-3.535165,-73.030633,12866,23762,13063,24046
1733,14.825989,16719.000000,-5.081437,-76.849178,18537,9643,18849,9913
4542,14.789631,16678.000000,-12.006015,-71.722617,44242,28529,44587,29092
2585,14.703614,16581.000000,-6.712726,-77.830742,24620,5986,24940,6252
3750,14.493449,16344.000000,-9.953011,-76.025553,36639,12718,36910,12978
4038,14.479260,16328.000000,-10.837852,-75.092928,39940,16137,40196,16482
4726,14.472166,16320.000000,-12.447245,-72.391716,45897,26101,46141,26480
2400,14.453544,16299.000000,-6.302470,-77.625514,23084,6763,23381,7111
2465,14.442016,16286.000000,-6.442221,-77.576802,23577,6941,23932,7265
3809,14.388809,16226.000000,-10.109645,-75.224404,37240,15699,37504,15924
1653,14.351565,16184.000000,-5.023841,-78.280941,18173,4251,18675,4736
609,14.331169,16161.000000,-3.737870,-74.566262,13598,18020,13830,18478
277,14.330282,16160.000000,-2.833922,-76.189189,10090,12108,10503,12363
4986,14.320527,16149.000000,-12.869483,-71.909589,47480,27961,47791,28225
177,14.254019,16074.000000,-2.389783,-75.804127,8518,13538,8900,13801
1530,14.227416,16044.000000,-4.815534,-75.101514,17509,16036,17856,16376
3145,14.217662,16033.000000,-8.452718,-75.329768,31071,15268,31416,15539
1750,14.211454,16026.000000,-5.104247,-77.235469,18596,8074,18951,8563
1944,14.098834,15899.000000,-5.430798,-74.262768,19922,19259,20131,19532
2464,14.080212,15878.000000,-6.423451,-76.302434,23557,11652,23867,11983
1338,14.072231,15869.000000,-4.509744,-74.065022,16519,19986,16722,20291
4112,14.033212,15825.000000,-10.955438,-75.339214,40410,15232,40689,15553
3361,14.019024,15809.000000,-9.006845,-73.191118,33126,23025,33608,23615
3559,13.967591,15751.000000,-9.488589,-74.887970,34963,16901,35183,17223
35,13.945422,15726.000000,-1.021661,-75.103232,3418,15984,3960,16633
3154,13.932120,15711.000000,-8.463373,-76.429056,31154,11249,31367,11439
236,13.890442,15664.000000,-2.543671,-75.708554,9134,13839,9504,14176
2165,13.768067,15526.000000,-5.863023,-74.256648,21492,19253,21725,19532
2561,13.728162,15481.000000,-6.653441,-76.675439,24418,10336,24710,10510
4974,13.721068,15473.000000,-12.844852,-72.748541,47424,24780,47593,25184
2061,13.632390,15373.000000,-5.694266,-74.605068,20780,17841,21153,18446
687,13.623522,15363.000000,-3.839710,-73.597207,14008,21653,14208,22064
5098,13.558788,15290.000000,-13.031457,-72.693833,48089,25015,48336,25375
4051,13.435526,15151.000000,-10.859280,-73.703257,40041,21356,40239,21612
990,13.406263,15118.000000,-4.176452,-75.681011,15239,14041,15465,14180
1659,13.399168,15110.000000,-5.024600,-78.349908,18201,4115,18792,4280
5142,13.326453,15028.000000,-13.145861,-70.773460,48399,31982,48771,32533
2285,13.319359,15020.000000,-6.047591,-74.074123,22161,19978,22444,20156
1154,13.288322,14985.000000,-4.345652,-76.108919,15857,12441,16124,12658
3548,13.258171,14951.000000,-9.485530,-75.867087,34876,13339,35230,13541
5150,13.248417,14940.000000,-13.119749,-73.369316,48451,22465,48677,22889
5199,13.207625,14894.000000,-13.325236,-69.227896,48889,37918,49694,38146
2493,13.195210,14880.000000,-6.468455,-77.913630,23759,5736,23997,5970
1369,13.181909,14865.000000,-4.558733,-75.483285,16635,14751,16945,14978
663,13.144664,14823.000000,-3.808654,-73.360887,13892,22601,14115,22808
355,13.136683,14814.000000,-3.289061,-77.024651,11537,8842,12522,9439
4164,13.110080,14784.000000,-11.066466,-75.363279,40766,15196,41063,15423
2103,13.104759,14778.000000,-5.749130,-78.331810,21080,4167,21297,4400
13,13.079043,14749.000000,-0.469034,-74.564874,1500,18172,1709,18396
1794,13.012535,14674.000000,-5.158097,-78.938585,18876,1893,19115,2163
3162,12.996573,14656.000000,-8.490171,-76.062475,31244,12603,31447,12809
3632,12.989478,14648.000000,-9.667843,-75.943377,35619,13026,35860,13259
997,12.985931,14644.000000,-4.187559,-70.185523,15297,34376,15476,34700
43,12.955781,14610.000000,-1.033317,-75.189254,3591,15823,3774,16092
2564,12.898141,14545.000000,-6.668722,-77.453901,24450,7352,24781,7677
