modelo,geocode,departamento,distrito,horizonte,y_true,y_pred,error,abs_error,squared_error,anio
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010102,Amazonas,Asuncion,1,0.4378221156299433,0.4402644634246826,0.0024423477947393413,0.0024423477947393413,5.965062750468123e-06,2020
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010102,Amazonas,Asuncion,2,0.4525182425881512,0.43361127376556396,-0.018906968822587245,0.018906968822587245,0.0003574734700582861,2021
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010102,Amazonas,Asuncion,3,0.4470071949788233,0.4527585804462433,0.005751385467419989,0.005751385467419989,3.307843479484985e-05,2022
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010102,Amazonas,Asuncion,4,0.440271470122978,0.4427531361579895,0.002481666035011487,0.002481666035011487,6.158666309329636e-06,2023
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010102,Amazonas,Asuncion,5,0.4403990406694902,0.43536457419395447,-0.005034466475535737,0.005034466475535737,2.5345852693293228e-05,2024
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010104,Amazonas,Cheto,1,0.5453453377506892,0.5485339760780334,0.003188638327344284,0.003188638327344284,1.0167414382608955e-05,2020
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010104,Amazonas,Cheto,2,0.5521104676158923,0.5378230214118958,-0.014287446203996579,0.014287446203996579,0.00020413111903209625,2021
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010104,Amazonas,Cheto,3,0.5424875445739865,0.5493558645248413,0.006868319950854795,0.006868319950854795,4.717381894731002e-05,2022
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010104,Amazonas,Cheto,4,0.5340911964796035,0.5361605882644653,0.0020693917848618737,0.0020693917848618737,4.282382359253812e-06,2023
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010104,Amazonas,Cheto,5,0.5357477049138869,0.5280706286430359,-0.007677076270851013,0.007677076270851013,5.89375000684637e-05,2024
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010105,Amazonas,Chiliquin,1,0.5714303656767501,0.5709153413772583,-0.0005150242994917953,0.0005150242994917953,2.6525002906701446e-07,2020
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010105,Amazonas,Chiliquin,2,0.5850451208560717,0.5675199627876282,-0.01752515806844357,0.01752515806844357,0.00030713116532393275,2021
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010105,Amazonas,Chiliquin,3,0.5817105106161179,0.5848449468612671,0.003134436245149197,0.003134436245149197,9.824690574904997e-06,2022
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010105,Amazonas,Chiliquin,4,0.5734085242936717,0.577904462814331,0.004495938520659326,0.004495938520659326,2.021346318154837e-05,2023
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010105,Amazonas,Chiliquin,5,0.576341222941616,0.5684396028518677,-0.007901620089748373,0.007901620089748373,6.24356000427151e-05,2024
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010109,Amazonas,La Jalca,1,0.3125219422372842,0.3015739619731903,-0.010947980264093882,0.010947980264093882,0.00011985827186298914,2020
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010109,Amazonas,La Jalca,2,0.3174441682011306,0.30837810039520264,-0.009066067805927946,0.009066067805927946,8.219358546168317e-05,2021
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010109,Amazonas,La Jalca,3,0.3227747884589205,0.314225971698761,-0.008548816760159506,0.008548816760159506,7.308226799878407e-05,2022
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010109,Amazonas,La Jalca,4,0.3151442634931325,0.31962549686431885,0.004481233371186333,0.004481233371186333,2.0081452527034026e-05,2023
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010109,Amazonas,La Jalca,5,0.3206683336796326,0.3096168637275696,-0.01105146995206302,0.01105146995206302,0.0001221349881013518,2024
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010111,Amazonas,Levanto,1,0.2398626572728676,0.22761234641075134,-0.012250310862116254,0.012250310862116254,0.00015007011621848346,2020
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010111,Amazonas,Levanto,2,0.2406111513740213,0.2335255742073059,-0.007085577166715401,0.007085577166715401,5.020540378547865e-05,2021
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010111,Amazonas,Levanto,3,0.2381874561893333,0.23579248785972595,-0.0023949683296073387,0.0023949683296073387,5.735873299822166e-06,2022
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010111,Amazonas,Levanto,4,0.2314034858439568,0.23201806843280792,0.0006145825888511092,0.0006145825888511092,3.777117585189315e-07,2023
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010111,Amazonas,Levanto,5,0.2335776829949268,0.22569219768047333,-0.007885485314453461,0.007885485314453461,6.21808786444612e-05,2024
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010112,Amazonas,Magdalena,1,0.3664946897194544,0.3586924076080322,-0.0078022821114221985,0.0078022821114221985,6.087560614621884e-05,2020
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010112,Amazonas,Magdalena,2,0.3710304176020375,0.3625759780406952,-0.008454439561342286,0.008454439561342286,7.147754829638955e-05,2021
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010112,Amazonas,Magdalena,3,0.381020834153834,0.3678629994392395,-0.013157834714594474,0.013157834714594474,0.00017312861437658743,2022
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010112,Amazonas,Magdalena,4,0.3749491289564544,0.37925130128860474,0.004302172332150356,0.004302172332150356,1.8508686775520032e-05,2023
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010112,Amazonas,Magdalena,5,0.3842240688958029,0.3698660731315613,-0.014357995764241627,0.014357995764241627,0.0002061520423659805,2024
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010114,Amazonas,Molinopampa,1,0.549169769416683,0.547768235206604,-0.0014015342100790473,0.0014015342100790473,1.964298142021899e-06,2020
CNN_FINAL_w5_c16x32_k3_actrelu_d0.0_dense32_e50_lr0.001_b8,010114,Amazonas,Molinopampa,2,0.5483545626755504,0.5455461740493774,-0.002808388626172942,0.002808388626172942,7.887046675617543e-06,2021
