anio,archivo,crs,transform,res_x,res_y,width,height,count,bounds,nodata_original,dtype,clases_unicas,file_size_mb
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
1990,peru_amazonia_1990.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
1991,peru_amazonia_1991.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
1992,peru_amazonia_1992.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
1993,peru_amazonia_1993.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
1994,peru_amazonia_1994.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
1995,peru_amazonia_1995.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
1996,peru_amazonia_1996.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
1997,peru_amazonia_1997.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
1998,peru_amazonia_1998.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
1999,peru_amazonia_1999.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2000,peru_amazonia_2000.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2001,peru_amazonia_2001.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2002,peru_amazonia_2002.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2003,peru_amazonia_2003.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2004,peru_amazonia_2004.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2005,peru_amazonia_2005.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2006,peru_amazonia_2006.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2007,peru_amazonia_2007.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2008,peru_amazonia_2008.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2009,peru_amazonia_2009.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2010,peru_amazonia_2010.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2011,peru_amazonia_2011.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2012,peru_amazonia_2012.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2013,peru_amazonia_2013.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2014,peru_amazonia_2014.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2015,peru_amazonia_2015.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2016,peru_amazonia_2016.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2017,peru_amazonia_2017.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2018,peru_amazonia_2018.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2019,peru_amazonia_2019.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2020,peru_amazonia_2020.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2021,peru_amazonia_2021.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2022,peru_amazonia_2022.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2023,peru_amazonia_2023.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
2024,peru_amazonia_2024.tif,EPSG:4326,"| 0.00, 0.00,-79.50|
| 0.00,-0.00,-0.04|
| 0.00, 0.00, 1.00|",0.0002694945852358564,-0.0002694945852358564,40258,53617,1,"BoundingBox(left=-79.5011721391629, bottom=-14.488028902279641, right=-68.65185912673779, top=-0.038537725688727265)",,uint8,"[0, 3, 4, 6, 9, 11, 12, 13, 15, 21, 23, 24, 25, 27, 29, 30, 33, 34, 35, 40, 66, 68]",2058.83
