GEOCODE,CATEG_ID,LEVEL_1,LEVEL_2,LEVEL_3,LEVEL_4,NAME_STD,SOURCE,VERSION,FEATURE_ID,NAME,CATEG_NAME
190107,95,Perú,Pasco,Pasco,Paucartambo,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,876,[Paucartambo][Pasco][Pasco][Perú],POLITICAL_LEVEL_4
190110,95,Perú,Pasco,Pasco,Ticlacayan,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,877,[Ticlacayan][Pasco][Pasco][Perú],POLITICAL_LEVEL_4
221005,95,Perú,San Martin,Tocache,Uchiza,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,886,[Uchiza][Tocache][San Martin][Perú],POLITICAL_LEVEL_4
221006,95,Perú,San Martin,Tocache,Santa Lucia,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,887,[Santa Lucia][Tocache][San Martin][Perú],POLITICAL_LEVEL_4
221002,95,Perú,San Martin,Tocache,Nuevo Progreso,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,888,[Nuevo Progreso][Tocache][San Martin][Perú],POLITICAL_LEVEL_4
221004,95,Perú,San Martin,Tocache,Shunte,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,889,[Shunte][Tocache][San Martin][Perú],POLITICAL_LEVEL_4
221003,95,Perú,San Martin,Tocache,Polvora,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,890,[Polvora][Tocache][San Martin][Perú],POLITICAL_LEVEL_4
220602,95,Perú,San Martin,Mariscal Caceres,Campanilla,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,891,[Campanilla][Mariscal Caceres][San Martin][Perú],POLITICAL_LEVEL_4
220605,95,Perú,San Martin,Mariscal Caceres,Pajarillo,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,892,[Pajarillo][Mariscal Caceres][San Martin][Perú],POLITICAL_LEVEL_4
220204,95,Perú,San Martin,Bellavista,Huallaga,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,894,[Huallaga][Bellavista][San Martin][Perú],POLITICAL_LEVEL_4
220203,95,Perú,San Martin,Bellavista,Bajo Biavo,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,895,[Bajo Biavo][Bellavista][San Martin][Perú],POLITICAL_LEVEL_4
220405,95,Perú,San Martin,Huallaga,Sacanche,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,897,[Sacanche][Huallaga][San Martin][Perú],POLITICAL_LEVEL_4
220406,95,Perú,San Martin,Huallaga,Tingo De Saposoa,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,898,[Tingo De Saposoa][Huallaga][San Martin][Perú],POLITICAL_LEVEL_4
220206,95,Perú,San Martin,Bellavista,San Rafael,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,899,[San Rafael][Bellavista][San Martin][Perú],POLITICAL_LEVEL_4
220706,95,Perú,San Martin,Picota,San Cristobal,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,900,[San Cristobal][Picota][San Martin][Perú],POLITICAL_LEVEL_4
220403,95,Perú,San Martin,Huallaga,El Eslabon,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,901,[El Eslabon][Huallaga][San Martin][Perú],POLITICAL_LEVEL_4
220404,95,Perú,San Martin,Huallaga,Piscoyacu,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,903,[Piscoyacu][Huallaga][San Martin][Perú],POLITICAL_LEVEL_4
220707,95,Perú,San Martin,Picota,San Hilarion,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,904,[San Hilarion][Picota][San Martin][Perú],POLITICAL_LEVEL_4
220201,95,Perú,San Martin,Bellavista,Bellavista,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,905,[Bellavista][Bellavista][San Martin][Perú],POLITICAL_LEVEL_4
220708,95,Perú,San Martin,Picota,Shamboyacu,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,906,[Shamboyacu][Picota][San Martin][Perú],POLITICAL_LEVEL_4
220709,95,Perú,San Martin,Picota,Tingo De Ponasa,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,907,[Tingo De Ponasa][Picota][San Martin][Perú],POLITICAL_LEVEL_4
220701,95,Perú,San Martin,Picota,Picota,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,908,[Picota][Picota][San Martin][Perú],POLITICAL_LEVEL_4
190301,95,Perú,Pasco,Oxapampa,Oxapampa,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,909,[Oxapampa][Oxapampa][Pasco][Perú],POLITICAL_LEVEL_4
190307,95,Perú,Pasco,Oxapampa,Villa Rica,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,910,[Villa Rica][Oxapampa][Pasco][Perú],POLITICAL_LEVEL_4
190302,95,Perú,Pasco,Oxapampa,Chontabamba,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,911,[Chontabamba][Oxapampa][Pasco][Perú],POLITICAL_LEVEL_4
190303,95,Perú,Pasco,Oxapampa,Huancabamba,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,912,[Huancabamba][Oxapampa][Pasco][Perú],POLITICAL_LEVEL_4
190305,95,Perú,Pasco,Oxapampa,Pozuzo,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,913,[Pozuzo][Oxapampa][Pasco][Perú],POLITICAL_LEVEL_4
190308,95,Perú,Pasco,Oxapampa,Constitucion,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,914,[Constitucion][Oxapampa][Pasco][Perú],POLITICAL_LEVEL_4
190304,95,Perú,Pasco,Oxapampa,Palcazu,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,915,[Palcazu][Oxapampa][Pasco][Perú],POLITICAL_LEVEL_4
190102,95,Perú,Pasco,Pasco,Huachon,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,916,[Huachon][Pasco][Pasco][Perú],POLITICAL_LEVEL_4
220902,95,Perú,San Martin,San Martin,Alberto Leveau,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,956,[Alberto Leveau][San Martin][San Martin][Perú],POLITICAL_LEVEL_4
250203,95,Perú,Ucayali,Atalaya,Tahuania,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,958,[Tahuania][Atalaya][Ucayali][Perú],POLITICAL_LEVEL_4
250103,95,Perú,Ucayali,Coronel Portillo,Iparia,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,959,[Iparia][Coronel Portillo][Ucayali][Perú],POLITICAL_LEVEL_4
250305,95,Perú,Ucayali,Padre Abad,Alexander Von Humboldt,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,960,[Alexander Von Humboldt][Padre Abad][Ucayali][Perú],POLITICAL_LEVEL_4
250302,95,Perú,Ucayali,Padre Abad,Irazola,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,961,[Irazola][Padre Abad][Ucayali][Perú],POLITICAL_LEVEL_4
250304,95,Perú,Ucayali,Padre Abad,Neshuya,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,962,[Neshuya][Padre Abad][Ucayali][Perú],POLITICAL_LEVEL_4
250303,95,Perú,Ucayali,Padre Abad,Curimana,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,963,[Curimana][Padre Abad][Ucayali][Perú],POLITICAL_LEVEL_4
250106,95,Perú,Ucayali,Coronel Portillo,Nueva Requena,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,969,[Nueva Requena][Coronel Portillo][Ucayali][Perú],POLITICAL_LEVEL_4
220301,95,Perú,San Martin,El Dorado,San Jose De Sisa,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,970,[San Jose De Sisa][El Dorado][San Martin][Perú],POLITICAL_LEVEL_4
220903,95,Perú,San Martin,San Martin,Cacatachi,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,977,[Cacatachi][San Martin][San Martin][Perú],POLITICAL_LEVEL_4
220507,95,Perú,San Martin,Lamas,Rumisapa,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,985,[Rumisapa][Lamas][San Martin][Perú],POLITICAL_LEVEL_4
220102,95,Perú,San Martin,Moyobamba,Calzada,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,990,[Calzada][Moyobamba][San Martin][Perú],POLITICAL_LEVEL_4
220806,95,Perú,San Martin,Rioja,Posic,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1001,[Posic][Rioja][San Martin][Perú],POLITICAL_LEVEL_4
220106,95,Perú,San Martin,Moyobamba,Yantalo,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1002,[Yantalo][Moyobamba][San Martin][Perú],POLITICAL_LEVEL_4
220809,95,Perú,San Martin,Rioja,Yuracyacu,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1003,[Yuracyacu][Rioja][San Martin][Perú],POLITICAL_LEVEL_4
220807,95,Perú,San Martin,Rioja,San Fernando,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1004,[San Fernando][Rioja][San Martin][Perú],POLITICAL_LEVEL_4
220802,95,Perú,San Martin,Rioja,Awajun,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1005,[Awajun][Rioja][San Martin][Perú],POLITICAL_LEVEL_4
220805,95,Perú,San Martin,Rioja,Pardo Miguel,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1006,[Pardo Miguel][Rioja][San Martin][Perú],POLITICAL_LEVEL_4
060808,95,Perú,Cajamarca,Jaen,Pucara,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1007,[Pucara][Jaen][Cajamarca][Perú],POLITICAL_LEVEL_4
060802,95,Perú,Cajamarca,Jaen,Bellavista,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1010,[Bellavista][Jaen][Cajamarca][Perú],POLITICAL_LEVEL_4
130807,95,Perú,La Libertad,Pataz,Ongon,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1012,[Ongon][Pataz][La Libertad][Perú],POLITICAL_LEVEL_4
060811,95,Perú,Cajamarca,Jaen,San Jose Del Alto,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1021,[San Jose Del Alto][Jaen][Cajamarca][Perú],POLITICAL_LEVEL_4
060803,95,Perú,Cajamarca,Jaen,Chontali,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1022,[Chontali][Jaen][Cajamarca][Perú],POLITICAL_LEVEL_4
060809,95,Perú,Cajamarca,Jaen,Sallique,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1023,[Sallique][Jaen][Cajamarca][Perú],POLITICAL_LEVEL_4
060807,95,Perú,Cajamarca,Jaen,Pomahuaca,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1024,[Pomahuaca][Jaen][Cajamarca][Perú],POLITICAL_LEVEL_4
060804,95,Perú,Cajamarca,Jaen,Colasay,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1025,[Colasay][Jaen][Cajamarca][Perú],POLITICAL_LEVEL_4
010303,95,Perú,Amazonas,Bongara,Churuja,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1052,[Churuja][Bongara][Amazonas][Perú],POLITICAL_LEVEL_4
010518,95,Perú,Amazonas,Luya,San Jeronimo,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1054,[San Jeronimo][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
010116,95,Perú,Amazonas,Chachapoyas,Olleros,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1056,[Olleros][Chachapoyas][Amazonas][Perú],POLITICAL_LEVEL_4
010204,95,Perú,Amazonas,Bagua,El Parco,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1058,[El Parco][Bagua][Amazonas][Perú],POLITICAL_LEVEL_4
010206,95,Perú,Amazonas,Bagua,La Peca,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1060,[La Peca][Bagua][Amazonas][Perú],POLITICAL_LEVEL_4
010202,95,Perú,Amazonas,Bagua,Aramango,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1061,[Aramango][Bagua][Amazonas][Perú],POLITICAL_LEVEL_4
160605,95,Perú,Loreto,Ucayali,Sarayacu,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1065,[Sarayacu][Ucayali][Loreto][Perú],POLITICAL_LEVEL_4
160606,95,Perú,Loreto,Ucayali,Vargas Guerra,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1066,[Vargas Guerra][Ucayali][Loreto][Perú],POLITICAL_LEVEL_4
160701,95,Perú,Loreto,Datem Del Marañon,Barranca,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1067,[Barranca][Datem Del Marañon][Loreto][Perú],POLITICAL_LEVEL_4
160702,95,Perú,Loreto,Datem Del Marañon,Cahuapanas,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1068,[Cahuapanas][Datem Del Marañon][Loreto][Perú],POLITICAL_LEVEL_4
160703,95,Perú,Loreto,Datem Del Marañon,Manseriche,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1069,[Manseriche][Datem Del Marañon][Loreto][Perú],POLITICAL_LEVEL_4
160705,95,Perú,Loreto,Datem Del Marañon,Pastaza,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1071,[Pastaza][Datem Del Marañon][Loreto][Perú],POLITICAL_LEVEL_4
220603,95,Perú,San Martin,Mariscal Caceres,Huicungo,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1072,[Huicungo][Mariscal Caceres][San Martin][Perú],POLITICAL_LEVEL_4
220604,95,Perú,San Martin,Mariscal Caceres,Pachiza,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1073,[Pachiza][Mariscal Caceres][San Martin][Perú],POLITICAL_LEVEL_4
220401,95,Perú,San Martin,Huallaga,Saposoa,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1074,[Saposoa][Huallaga][San Martin][Perú],POLITICAL_LEVEL_4
100113,95,Perú,Huanuco,Huanuco,San Pablo De Pillao,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1220,[San Pablo De Pillao][Huanuco][Huanuco][Perú],POLITICAL_LEVEL_4
100607,95,Perú,Huanuco,Leoncio Prado,Pucayacu,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1221,[Pucayacu][Leoncio Prado][Huanuco][Perú],POLITICAL_LEVEL_4
100704,95,Perú,Huanuco,Marañon,La Morada,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1222,[La Morada][Marañon][Huanuco][Perú],POLITICAL_LEVEL_4
100705,95,Perú,Huanuco,Marañon,Santa Rosa De Alto Yanajanca,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1223,[Santa Rosa De Alto Yanajanca][Marañon][Huanuco][Perú],POLITICAL_LEVEL_4
250202,95,Perú,Ucayali,Atalaya,Sepahua,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1224,[Sepahua][Atalaya][Ucayali][Perú],POLITICAL_LEVEL_4
100609,95,Perú,Huanuco,Leoncio Prado,Pueblo Nuevo,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1225,[Pueblo Nuevo][Leoncio Prado][Huanuco][Perú],POLITICAL_LEVEL_4
100610,95,Perú,Huanuco,Leoncio Prado,Santo Domingo De Anda,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1226,[Santo Domingo De Anda][Leoncio Prado][Huanuco][Perú],POLITICAL_LEVEL_4
100603,95,Perú,Huanuco,Leoncio Prado,Hermilio Valdizan,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1227,[Hermilio Valdizan][Leoncio Prado][Huanuco][Perú],POLITICAL_LEVEL_4
250306,95,Perú,Ucayali,Padre Abad,Huipoca,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1228,[Huipoca][Padre Abad][Ucayali][Perú],POLITICAL_LEVEL_4
250307,95,Perú,Ucayali,Padre Abad,Boqueron,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1229,[Boqueron][Padre Abad][Ucayali][Perú],POLITICAL_LEVEL_4
160604,95,Perú,Loreto,Ucayali,Pampa Hermosa,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1230,[Pampa Hermosa][Ucayali][Loreto][Perú],POLITICAL_LEVEL_4
010703,95,Perú,Amazonas,Utcubamba,Cumba,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1233,[Cumba][Utcubamba][Amazonas][Perú],POLITICAL_LEVEL_4
010103,95,Perú,Amazonas,Chachapoyas,Balsas,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1234,[Balsas][Chachapoyas][Amazonas][Perú],POLITICAL_LEVEL_4
010110,95,Perú,Amazonas,Chachapoyas,Leimebamba,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1235,[Leimebamba][Chachapoyas][Amazonas][Perú],POLITICAL_LEVEL_4
010113,95,Perú,Amazonas,Chachapoyas,Mariscal Castilla,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1236,[Mariscal Castilla][Chachapoyas][Amazonas][Perú],POLITICAL_LEVEL_4
220912,95,Perú,San Martin,San Martin,San Antonio,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1237,[San Antonio][San Martin][San Martin][Perú],POLITICAL_LEVEL_4
010115,95,Perú,Amazonas,Chachapoyas,Montevideo,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1238,[Montevideo][Chachapoyas][Amazonas][Perú],POLITICAL_LEVEL_4
010517,95,Perú,Amazonas,Luya,San Francisco Del Yeso,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1239,[San Francisco Del Yeso][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
220103,95,Perú,San Martin,Moyobamba,Habana,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1240,[Habana][Moyobamba][San Martin][Perú],POLITICAL_LEVEL_4
010521,95,Perú,Amazonas,Luya,Santo Tomas,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1241,[Santo Tomas][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
010503,95,Perú,Amazonas,Luya,Cocabamba,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1242,[Cocabamba][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
010602,95,Perú,Amazonas,Rodriguez De Mendoza,Chirimoto,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1243,[Chirimoto][Rodriguez De Mendoza][Amazonas][Perú],POLITICAL_LEVEL_4
010109,95,Perú,Amazonas,Chachapoyas,La Jalca,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1246,[La Jalca][Chachapoyas][Amazonas][Perú],POLITICAL_LEVEL_4
010608,95,Perú,Amazonas,Rodriguez De Mendoza,Milpuc,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1248,[Milpuc][Rodriguez De Mendoza][Amazonas][Perú],POLITICAL_LEVEL_4
010514,95,Perú,Amazonas,Luya,Pisuquia,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1249,[Pisuquia][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
010519,95,Perú,Amazonas,Luya,San Juan De Lopecancha,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1250,[San Juan De Lopecancha][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
010605,95,Perú,Amazonas,Rodriguez De Mendoza,Limabamba,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1251,[Limabamba][Rodriguez De Mendoza][Amazonas][Perú],POLITICAL_LEVEL_4
010511,95,Perú,Amazonas,Luya,Maria,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1252,[Maria][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
220704,95,Perú,San Martin,Picota,Pilluana,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1253,[Pilluana][Picota][San Martin][Perú],POLITICAL_LEVEL_4
010604,95,Perú,Amazonas,Rodriguez De Mendoza,Huambo,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1254,[Huambo][Rodriguez De Mendoza][Amazonas][Perú],POLITICAL_LEVEL_4
010112,95,Perú,Amazonas,Chachapoyas,Magdalena,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1255,[Magdalena][Chachapoyas][Amazonas][Perú],POLITICAL_LEVEL_4
010507,95,Perú,Amazonas,Luya,Longuita,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1256,[Longuita][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
010601,95,Perú,Amazonas,Rodriguez De Mendoza,San Nicolas,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1257,[San Nicolas][Rodriguez De Mendoza][Amazonas][Perú],POLITICAL_LEVEL_4
010522,95,Perú,Amazonas,Luya,Tingo,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1258,[Tingo][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
010606,95,Perú,Amazonas,Rodriguez De Mendoza,Longar,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1259,[Longar][Rodriguez De Mendoza][Amazonas][Perú],POLITICAL_LEVEL_4
010119,95,Perú,Amazonas,Chachapoyas,San Isidro De Maino,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1260,[San Isidro De Maino][Chachapoyas][Amazonas][Perú],POLITICAL_LEVEL_4
010609,95,Perú,Amazonas,Rodriguez De Mendoza,Omia,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1261,[Omia][Rodriguez De Mendoza][Amazonas][Perú],POLITICAL_LEVEL_4
010610,95,Perú,Amazonas,Rodriguez De Mendoza,Santa Rosa,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1262,[Santa Rosa][Rodriguez De Mendoza][Amazonas][Perú],POLITICAL_LEVEL_4
010111,95,Perú,Amazonas,Chachapoyas,Levanto,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1263,[Levanto][Chachapoyas][Amazonas][Perú],POLITICAL_LEVEL_4
010603,95,Perú,Amazonas,Rodriguez De Mendoza,Cochamal,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1264,[Cochamal][Rodriguez De Mendoza][Amazonas][Perú],POLITICAL_LEVEL_4
010504,95,Perú,Amazonas,Luya,Colcamar,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1265,[Colcamar][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
010513,95,Perú,Amazonas,Luya,Ocumal,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1266,[Ocumal][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
010515,95,Perú,Amazonas,Luya,Providencia,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1267,[Providencia][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
010120,95,Perú,Amazonas,Chachapoyas,Soloco,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1268,[Soloco][Chachapoyas][Amazonas][Perú],POLITICAL_LEVEL_4
010104,95,Perú,Amazonas,Chachapoyas,Cheto,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1269,[Cheto][Chachapoyas][Amazonas][Perú],POLITICAL_LEVEL_4
010506,95,Perú,Amazonas,Luya,Inguilpata,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1270,[Inguilpata][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
010118,95,Perú,Amazonas,Chachapoyas,San Francisco De Daguas,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1271,[San Francisco De Daguas][Chachapoyas][Amazonas][Perú],POLITICAL_LEVEL_4
010502,95,Perú,Amazonas,Luya,Camporredondo,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1272,[Camporredondo][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
010607,95,Perú,Amazonas,Rodriguez De Mendoza,Mariscal Benavides,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1273,[Mariscal Benavides][Rodriguez De Mendoza][Amazonas][Perú],POLITICAL_LEVEL_4
010508,95,Perú,Amazonas,Luya,Lonya Chico,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1274,[Lonya Chico][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
010509,95,Perú,Amazonas,Luya,Luya,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1275,[Luya][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
010108,95,Perú,Amazonas,Chachapoyas,Huancas,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1276,[Huancas][Chachapoyas][Amazonas][Perú],POLITICAL_LEVEL_4
010505,95,Perú,Amazonas,Luya,Conila,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1277,[Conila][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
010501,95,Perú,Amazonas,Luya,Lamud,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1278,[Lamud][Luya][Amazonas][Perú],POLITICAL_LEVEL_4
010117,95,Perú,Amazonas,Chachapoyas,Quinjalca,"LEVEL_4,LEVEL_3,LEVEL_2,LEVEL_1",INEI,2023,1279,[Quinjalca][Chachapoyas][Amazonas][Perú],POLITICAL_LEVEL_4
