geocode,pct_bosque_mean,pct_bosque_min,pct_bosque_max,pct_no_bosque_mean,pct_no_bosque_min,pct_no_bosque_max
010305,0.6604882817904281,0.6290663247894781,0.6911022772341152,0.33951171820957193,0.30889772276588484,0.37093367521052195
010306,0.5840375793754131,0.4803108912081088,0.7023737505258308,0.4159624206245868,0.2976262494741692,0.5196891087918912
010307,0.395798255192739,0.36146629563093685,0.43649535618255897,0.6042017448072611,0.563504643817441,0.6385337043690631
010308,0.3692483981475608,0.3153904713569752,0.42108101249762103,0.6307516018524393,0.578918987502379,0.6846095286430248
010310,0.7485715299460687,0.7104953164916264,0.7802015327845586,0.2514284700539313,0.21979846721544138,0.28950468350837355
010311,0.3463196320486954,0.3111741841352346,0.37786820777621993,0.6536803679513046,0.62213179222378,0.6888258158647653
010502,0.6335174806132237,0.6110045357740892,0.6550779535367658,0.36648251938677634,0.3449220464632342,0.3889954642259108
010503,0.3966474175138638,0.3422806729649686,0.45194614404826094,0.6033525824861362,0.548053855951739,0.6577193270350313
010507,0.3096081015572926,0.2653911410046658,0.3872932194146519,0.6903918984427074,0.6127067805853481,0.7346088589953342
010508,0.2642268726975031,0.22638661481784692,0.30748567335243554,0.7357731273024969,0.6925143266475645,0.7736133851821531
010510,0.658182015125256,0.6153957250144425,0.7062391681109186,0.34181798487474396,0.2937608318890815,0.3846042749855575
010511,0.47894647507676097,0.4416464841968728,0.5366780499174123,0.5210535249232391,0.4633219500825877,0.5583535158031272
010512,0.7593785716871551,0.7184954566846469,0.7892129229782635,0.2406214283128449,0.21078707702173655,0.28150454331535313
010513,0.5891639772008219,0.5630214530200605,0.6429382892798421,0.41083602279917814,0.3570617107201579,0.43697854697993954
010514,0.49288515140771894,0.4422670203792222,0.5469229452682796,0.5071148485922811,0.45307705473172044,0.5577329796207777
010515,0.6976646180860404,0.6451196701912433,0.7263961522311715,0.30233538191395964,0.2736038477688285,0.3548803298087567
010516,0.09248173447430316,0.060851723965370565,0.1338637842165841,0.9075182655256968,0.8661362157834159,0.9391482760346295
010517,0.33516263440860217,0.30702346041055717,0.3950977517106549,0.6648373655913978,0.604902248289345,0.6929765395894428
010518,0.4360873983739838,0.40469405220367993,0.4698716302952503,0.5639126016260163,0.5301283697047496,0.5953059477963201
010519,0.1712879926691652,0.13928586137309007,0.23528684980025535,0.8287120073308347,0.7647131501997446,0.8607141386269099
010520,0.7017622043417215,0.6790474133275731,0.7496813910789503,0.2982377956582784,0.2503186089210498,0.3209525866724268
010521,0.31000306130510347,0.27115263074735346,0.3657864591562648,0.6899969386948965,0.6342135408437352,0.7288473692526466
010522,0.2002148564905414,0.1685502283105023,0.22267612524461838,0.7997851435094586,0.7773238747553816,0.8314497716894977
010523,0.09679409706761657,0.04834298072641689,0.17880541950257617,0.9032059029323835,0.8211945804974238,0.9516570192735831
010601,0.6322537496520044,0.6002401169265034,0.6849683324053452,0.3677462503479955,0.3150316675946548,0.39975988307349664
010602,0.7186695861666541,0.6800778790102202,0.8407120036513007,0.28133041383334584,0.15928799634869922,0.31992212098977985
010603,0.8231917906558233,0.7927799467002331,0.8508344068679995,0.17680820934417685,0.1491655931320005,0.20722005329976695
010604,0.17056922900807053,0.13224200103027875,0.23700990212351897,0.8294307709919295,0.762990097876481,0.8677579989697213
010605,0.823640387523165,0.7546322664207303,0.885416997938645,0.17635961247683504,0.11458300206135494,0.24536773357926964
010606,0.6814603583051324,0.6414570066276719,0.7133234584986647,0.3185396416948676,0.28667654150133526,0.35854299337232814
010608,0.34985468423556665,0.2669466106778644,0.5691413441449641,0.6501453157644332,0.4308586558550359,0.7330533893221356
010609,0.7082953078681135,0.6716297135458812,0.7788654727460044,0.29170469213188654,0.22113452725399563,0.3283702864541188
010610,0.18103520260174036,0.12173683747912455,0.2661070580996748,0.8189647973982597,0.7338929419003252,0.8782631625208754
010611,0.19716901344061444,0.1327603547590747,0.3318094541464753,0.8028309865593857,0.6681905458535248,0.8672396452409253
010701,0.4617965661730632,0.4100356661201204,0.5009274169390228,0.5382034338269368,0.4990725830609772,0.5899643338798797
010703,0.38994358707572074,0.33924311797794326,0.426944006810342,0.6100564129242793,0.5730559931896579,0.6607568820220567
010705,0.48690808559456034,0.42073162993626856,0.5213136140630512,0.5130919144054397,0.47868638593694873,0.5792683700637314
010706,0.5599826766155063,0.5252855489522954,0.5898374360902623,0.4400173233844937,0.4101625639097377,0.4747144510477046
010707,0.5075394034598801,0.4685626774634557,0.557609895888106,0.49246059654011987,0.442390104111894,0.5314373225365443
050408,0.6750454142986052,0.585625210564898,0.727595471606117,0.32495458570139485,0.2724045283938829,0.414374789435102
050409,0.8053604995828152,0.6771801556407601,0.8578974537119705,0.19463950041718475,0.14210254628802957,0.32281984435923994
050502,0.5257915052072482,0.4933877784774838,0.6036135869191972,0.4742084947927519,0.39638641308080286,0.5066122215225163
050507,0.5007996417891711,0.4371494667186722,0.549591352727827,0.4992003582108288,0.450408647272173,0.5628505332813277
050512,0.19877767373419838,0.10059527790783225,0.2463603326421867,0.8012223262658017,0.7536396673578133,0.8994047220921677
060801,0.3300141528831399,0.2997819063909588,0.39215407041399386,0.66998584711686,0.6078459295860061,0.7002180936090412
060803,0.5074430889692593,0.46006748290311217,0.5793193581232593,0.49255691103074073,0.4206806418767407,0.5399325170968878
060804,0.29318357384458593,0.25652629868691196,0.34077958140702774,0.7068164261554141,0.6592204185929722,0.7434737013130881
060807,0.39157067767625076,0.36570956857232323,0.41960573076443036,0.6084293223237492,0.5803942692355696,0.6342904314276768
