geocode,departamento,distrito,anio,pct_urbano
060901,Cajamarca,San Ignacio,1994,0.003871
220511,San Martin,Zapatero,1994,0.00274
060811,Cajamarca,San Jose Del Alto,1994,0.000461
010206,Amazonas,La Peca,1994,0.002546
220401,San Martin,Saposoa,1994,0.002234
060902,Cajamarca,Chirinos,1994,0.002642
220908,San Martin,Juan Guerra,1994,0.006535
060904,Cajamarca,La Coipa,1994,0.001683
220808,San Martin,Yorongos,1994,0.005121
120607,Junin,Rio Negro,1994,0.001791
060812,Cajamarca,Santa Rosa,1994,0.001451
250106,Ucayali,Nueva Requena,1994,0.000263
220802,San Martin,Awajun,1994,0.000761
250302,Ucayali,Irazola,1994,0.00021
010109,Amazonas,La Jalca,1994,0.002321
220906,San Martin,El Porvenir,1994,0.000623
220707,San Martin,San Hilarion,1994,0.015432
220806,San Martin,Posic,1994,0.008779
220406,San Martin,Tingo De Saposoa,1994,0.004878
100901,Huanuco,Puerto Inca,1994,0.000114
010105,Amazonas,Chiliquin,1994,0.0
220105,San Martin,Soritor,1994,0.005385
220201,San Martin,Bellavista,1994,0.022948
060803,Cajamarca,Chontali,1994,0.000404
100605,Huanuco,Luyando,1994,0.005964
010307,Amazonas,Jazan,1994,0.00634
010502,Amazonas,Camporredondo,1994,0.001614
010515,Amazonas,Providencia,1994,0.000542
010102,Amazonas,Asuncion,1994,0.0
010510,Amazonas,Luya Viejo,1994,0.000223
100601,Huanuco,Rupa-Rupa,1994,0.012
010514,Amazonas,Pisuquia,1994,1.8e-05
060810,Cajamarca,San Felipe,1994,0.002209
010305,Amazonas,Cuispes,1994,0.000572
060905,Cajamarca,Namballe,1994,0.000291
010119,Amazonas,San Isidro De Maino,1994,0.001095
060801,Cajamarca,Jaen,1994,0.018112
010513,Amazonas,Ocumal,1994,0.000305
220912,San Martin,San Antonio,1994,0.003825
220903,San Martin,Cacatachi,1994,0.025253
120602,Junin,Coviriali,1994,0.001842
120304,Junin,San Luis De Shuaro,1994,0.000967
120601,Junin,Satipo,1994,0.004532
010203,Amazonas,Copallin,1994,0.002608
010112,Amazonas,Magdalena,1994,0.001588
220102,San Martin,Calzada,1994,0.016093
060805,Cajamarca,Huabal,1994,0.002497
010610,Amazonas,Santa Rosa,1994,0.003384
220503,San Martin,Barranquita,1994,0.000287
220801,San Martin,Rioja,1994,0.033311
220703,San Martin,Caspisapa,1994,0.009785
080904,Cusco,Maranura,1994,0.002723
010117,Amazonas,Quinjalca,1994,0.0
250303,Ucayali,Curimana,1994,0.00012
010308,Amazonas,Recta,1994,0.0
010115,Amazonas,Montevideo,1994,0.00086
010114,Amazonas,Molinopampa,1994,0.00034
010503,Amazonas,Cocabamba,1994,9.9e-05
060809,Cajamarca,Sallique,1994,0.001155
010120,Amazonas,Soloco,1994,0.000309
010521,Amazonas,Santo Tomas,1994,0.002232
100113,Huanuco,San Pablo De Pillao,1994,0.0
010602,Amazonas,Chirimoto,1994,0.000144
100603,Huanuco,Hermilio Valdizan,1994,1.9e-05
010111,Amazonas,Levanto,1994,0.000927
010518,Amazonas,San Jeronimo,1994,0.000317
010609,Amazonas,Omia,1994,0.000111
100902,Huanuco,Codo Del Pozuzo,1994,1.3e-05
010113,Amazonas,Mariscal Castilla,1994,0.002208
220101,San Martin,Moyobamba,1994,0.003328
010310,Amazonas,Shipasbamba,1994,0.000923
100103,Huanuco,Chinchao,1994,0.00038
010311,Amazonas,Valera,1994,0.000946
060907,Cajamarca,Tabaconas,1994,0.000213
160112,Loreto,Belen,1994,0.005133
200307,Piura,Sondor,1994,0.000996
220803,San Martin,Elias Soplin Vargas,1994,0.006532
010506,Amazonas,Inguilpata,1994,0.000593
220506,San Martin,Pinto Recodo,1994,0.000545
120303,Junin,Pichanaqui,1994,0.002903
010202,Amazonas,Aramango,1994,0.000353
010606,Amazonas,Longar,1994,0.001546
160101,Loreto,Iquitos,1994,0.031167
010507,Amazonas,Longuita,1994,0.000379
221001,San Martin,Tocache,1994,0.006288
010511,Amazonas,Maria,1994,0.000415
080901,Cusco,Santa Ana,1994,0.011165
120302,Junin,Perene,1994,0.003539
050409,Ayacucho,Canayre,1994,0.000406
221002,San Martin,Nuevo Progreso,1994,0.001592
200303,Piura,El Carmen De La Frontera,1994,0.000226
100609,Huanuco,Pueblo Nuevo,1994,0.000245
080903,Cusco,Huayopata,1994,0.001278
010604,Amazonas,Huambo,1994,0.002839
100505,Huanuco,Jircan,1994,0.0
010512,Amazonas,Ocalli,1994,0.000921
010101,Amazonas,Chachapoyas,1994,0.033823
060903,Cajamarca,Huarango,1994,0.000587
010116,Amazonas,Olleros,1994,0.0
010605,Amazonas,Limabamba,1994,0.000207
100804,Huanuco,Umari,1994,0.0
220504,San Martin,Caynarachi,1994,0.000887
080905,Cusco,Ocobamba,1994,0.000346
010517,Amazonas,San Francisco Del Yeso,1994,0.00023
120609,Junin,Vizcatán Del Ene,1994,6.8e-05
060807,Cajamarca,Pomahuaca,1994,0.000677
010304,Amazonas,Corosha,1994,0.0
221005,San Martin,Uchiza,1994,0.004489
220807,San Martin,San Fernando,1994,0.002754
050512,Ayacucho,Union Progreso,1994,0.003902
060804,Cajamarca,Colasay,1994,0.000734
160503,Loreto,Capelo,1994,0.00039
220910,San Martin,Morales,1994,0.071531
120604,Junin,Mazamari,1994,0.001837
120603,Junin,Llaylla,1994,0.000551
010520,Amazonas,Santa Catalina,1994,5.9e-05
010603,Amazonas,Cochamal,1994,0.000305
120209,Junin,Mariscal Castilla,1994,0.00369
010601,Amazonas,San Nicolas,1994,0.008752
010519,Amazonas,San Juan De Lopecancha,1994,2.1e-05
160211,Loreto,Teniente Cesar Lopez Rojas,1994,0.000199
080408,Cusco,Yanatile,1994,0.000601
050408,Ayacucho,Llochegua,1994,0.000901
100507,Huanuco,Monzon,1994,0.000934
081304,Cusco,Machupicchu,1994,0.000562
220909,San Martin,La Banda De Shilcayo,1994,0.022024
220103,San Martin,Habana,1994,0.01663
100606,Huanuco,Mariano Damaso Beraun,1994,0.000719
010508,Amazonas,Lonya Chico,1994,0.003607
170102,Madre De Dios,Inambari,1994,0.000205
050502,Ayacucho,Anco,1994,0.000441
010523,Amazonas,Trita,1994,0.011704
010516,Amazonas,San Cristobal,1994,0.001351
080918,Cusco,Union Ashaninka,1994,0.000222
221006,San Martin,Santa Lucia,1994,0.004234
100702,Huanuco,Cholon,1994,0.000127
211205,Puno,Phara,1994,8.2e-05
170204,Madre De Dios,Huepetuhe,1994,5e-05
010302,Amazonas,Chisquilla,1994,0.0
050507,Ayacucho,Santa Rosa,1994,0.001627
220804,San Martin,Nueva Cajamarca,1994,0.022425
220809,San Martin,Yuracyacu,1994,0.012827
160603,Loreto,Padre Marquez,1994,0.000113
010522,Amazonas,Tingo,1994,0.003376
080906,Cusco,Quellouno,1994,0.000446
010301,Amazonas,Jumbilla,1994,0.001088
080917,Cusco,Manitea,1994,0.000691
250305,Ucayali,Alexander Von Humboldt,1995,0.00384
220509,San Martin,Shanao,1995,0.003759
250304,Ucayali,Neshuya,1995,0.002221
220501,San Martin,Lamas,1995,0.019635
220902,San Martin,Alberto Leveau,1995,0.002728
250102,Ucayali,Campoverde,1995,0.002929
220702,San Martin,Buenos Aires,1995,0.003384
220502,San Martin,Alonso De Alvarado,1995,0.002325
220404,San Martin,Piscoyacu,1995,0.003422
220708,San Martin,Shamboyacu,1995,0.000414
220204,San Martin,Huallaga,1995,0.001083
220605,San Martin,Pajarillo,1995,0.00146
010703,Amazonas,Cumba,1995,0.001519
220704,San Martin,Pilluana,1995,0.009324
220104,San Martin,Jepelacio,1995,0.00475
220505,San Martin,Cuñumbuqui,1995,0.00462
220507,San Martin,Rumisapa,1995,0.011706
220913,San Martin,Sauce,1995,0.005292
010608,Amazonas,Milpuc,1995,0.000414
220405,San Martin,Sacanche,1995,0.002398
220709,San Martin,Tingo De Ponasa,1995,0.002938
220304,San Martin,Santa Rosa,1995,0.001849
100903,Huanuco,Honoria,1995,0.000282
220203,San Martin,Bajo Biavo,1995,0.001466
220710,San Martin,Tres Unidos,1995,0.00092
220510,San Martin,Tabalosos,1995,0.003213
100904,Huanuco,Tournavista,1995,0.000287
010701,Amazonas,Bagua Grande,1995,0.014551
220701,San Martin,Picota,1995,0.014458
220403,San Martin,El Eslabon,1995,0.00309
250105,Ucayali,Yarinacocha,1995,0.019777
220914,San Martin,Shapaja,1995,0.001562
010707,Amazonas,Yamon,1995,0.000887
010705,Amazonas,Jamalca,1995,0.000962
220205,San Martin,San Pablo,1995,0.004719
220705,San Martin,Pucacaca,1995,0.01133
220601,San Martin,Juanjui,1995,0.010261
100905,Huanuco,Yuyapichis,1995,8.3e-05
100608,Huanuco,Castillo Grande,1995,0.011083
220302,San Martin,Agua Blanca,1995,0.002088
250306,Ucayali,Huipoca,1995,0.000365
010611,Amazonas,Totora,1995,0.002469
010706,Amazonas,Lonya Grande,1995,0.000505
220706,San Martin,San Cristobal,1995,0.01151
010303,Amazonas,Churuja,1995,0.001481
220301,San Martin,San Jose De Sisa,1995,0.004362
010204,Amazonas,El Parco,1995,0.006561
010306,Amazonas,Florida,1995,0.001699
220303,San Martin,San Martin,1995,0.000466
220106,San Martin,Yantalo,1995,0.008636
220305,San Martin,Shatoja,1995,0.002005
010104,Amazonas,Cheto,1995,0.00024
160201,Loreto,Yurimaguas,1995,0.00367
060901,Cajamarca,San Ignacio,1995,0.003898
220511,San Martin,Zapatero,1995,0.002816
060811,Cajamarca,San Jose Del Alto,1995,0.000461
010206,Amazonas,La Peca,1995,0.002604
220401,San Martin,Saposoa,1995,0.002212
060902,Cajamarca,Chirinos,1995,0.00254
220908,San Martin,Juan Guerra,1995,0.006581
060904,Cajamarca,La Coipa,1995,0.001736
220808,San Martin,Yorongos,1995,0.005132
120607,Junin,Rio Negro,1995,0.001816
060812,Cajamarca,Santa Rosa,1995,0.001471
250106,Ucayali,Nueva Requena,1995,0.000263
220802,San Martin,Awajun,1995,0.000834
250302,Ucayali,Irazola,1995,0.00022
010109,Amazonas,La Jalca,1995,0.002336
220906,San Martin,El Porvenir,1995,0.00075
220707,San Martin,San Hilarion,1995,0.015731
220806,San Martin,Posic,1995,0.008762
220406,San Martin,Tingo De Saposoa,1995,0.004575
100901,Huanuco,Puerto Inca,1995,0.000114
010105,Amazonas,Chiliquin,1995,0.0
220105,San Martin,Soritor,1995,0.005641
220201,San Martin,Bellavista,1995,0.023051
060803,Cajamarca,Chontali,1995,0.000418
100605,Huanuco,Luyando,1995,0.006027
010307,Amazonas,Jazan,1995,0.006434
010502,Amazonas,Camporredondo,1995,0.001735
010515,Amazonas,Providencia,1995,0.00055
010102,Amazonas,Asuncion,1995,0.0
010510,Amazonas,Luya Viejo,1995,0.000223
100601,Huanuco,Rupa-Rupa,1995,0.012098
010514,Amazonas,Pisuquia,1995,1.8e-05
060810,Cajamarca,San Felipe,1995,0.00215
010305,Amazonas,Cuispes,1995,0.000618
060905,Cajamarca,Namballe,1995,0.000291
010119,Amazonas,San Isidro De Maino,1995,0.001095
060801,Cajamarca,Jaen,1995,0.018217
010513,Amazonas,Ocumal,1995,0.000305
220912,San Martin,San Antonio,1995,0.003779
220903,San Martin,Cacatachi,1995,0.026117
120602,Junin,Coviriali,1995,0.001986
120304,Junin,San Luis De Shuaro,1995,0.001041
120601,Junin,Satipo,1995,0.00462
010203,Amazonas,Copallin,1995,0.00268
010112,Amazonas,Magdalena,1995,0.001595
220102,San Martin,Calzada,1995,0.01653
060805,Cajamarca,Huabal,1995,0.002497
010610,Amazonas,Santa Rosa,1995,0.003252
220503,San Martin,Barranquita,1995,0.000302
220801,San Martin,Rioja,1995,0.033775
220703,San Martin,Caspisapa,1995,0.009808
080904,Cusco,Maranura,1995,0.002723
010117,Amazonas,Quinjalca,1995,0.0
250303,Ucayali,Curimana,1995,0.000141
010308,Amazonas,Recta,1995,0.0
010115,Amazonas,Montevideo,1995,0.000867
010114,Amazonas,Molinopampa,1995,0.00034
010503,Amazonas,Cocabamba,1995,9.9e-05
060809,Cajamarca,Sallique,1995,0.001155
010120,Amazonas,Soloco,1995,0.000321
010521,Amazonas,Santo Tomas,1995,0.002261
100113,Huanuco,San Pablo De Pillao,1995,0.0
010602,Amazonas,Chirimoto,1995,0.00015
100603,Huanuco,Hermilio Valdizan,1995,1.9e-05
010111,Amazonas,Levanto,1995,0.000927
010518,Amazonas,San Jeronimo,1995,0.000321
010609,Amazonas,Omia,1995,0.00013
100902,Huanuco,Codo Del Pozuzo,1995,1.4e-05
010113,Amazonas,Mariscal Castilla,1995,0.002242
220101,San Martin,Moyobamba,1995,0.003359
010310,Amazonas,Shipasbamba,1995,0.000951
100103,Huanuco,Chinchao,1995,0.000384
010311,Amazonas,Valera,1995,0.000946
060907,Cajamarca,Tabaconas,1995,0.000213
160112,Loreto,Belen,1995,0.005129
200307,Piura,Sondor,1995,0.000996
220803,San Martin,Elias Soplin Vargas,1995,0.0066
010506,Amazonas,Inguilpata,1995,0.0006
220506,San Martin,Pinto Recodo,1995,0.000559
120303,Junin,Pichanaqui,1995,0.002952
010202,Amazonas,Aramango,1995,0.00035
010606,Amazonas,Longar,1995,0.001568
160101,Loreto,Iquitos,1995,0.031262
010507,Amazonas,Longuita,1995,0.000379
221001,San Martin,Tocache,1995,0.006375
010511,Amazonas,Maria,1995,0.000426
080901,Cusco,Santa Ana,1995,0.011259
120302,Junin,Perene,1995,0.003644
050409,Ayacucho,Canayre,1995,0.00051
221002,San Martin,Nuevo Progreso,1995,0.001591
200303,Piura,El Carmen De La Frontera,1995,0.000226
100609,Huanuco,Pueblo Nuevo,1995,0.000245
080903,Cusco,Huayopata,1995,0.001305
010604,Amazonas,Huambo,1995,0.002931
100505,Huanuco,Jircan,1995,0.0
010512,Amazonas,Ocalli,1995,0.000962
010101,Amazonas,Chachapoyas,1995,0.034027
060903,Cajamarca,Huarango,1995,0.000586
010116,Amazonas,Olleros,1995,0.0
010605,Amazonas,Limabamba,1995,0.00021
100804,Huanuco,Umari,1995,0.0
220504,San Martin,Caynarachi,1995,0.000907
080905,Cusco,Ocobamba,1995,0.000346
010517,Amazonas,San Francisco Del Yeso,1995,0.000235
120609,Junin,Vizcatán Del Ene,1995,0.000101
060807,Cajamarca,Pomahuaca,1995,0.000678
010304,Amazonas,Corosha,1995,0.0
221005,San Martin,Uchiza,1995,0.004492
220807,San Martin,San Fernando,1995,0.002638
050512,Ayacucho,Union Progreso,1995,0.003902
060804,Cajamarca,Colasay,1995,0.000755
160503,Loreto,Capelo,1995,0.000438
220910,San Martin,Morales,1995,0.071671
120604,Junin,Mazamari,1995,0.001863
120603,Junin,Llaylla,1995,0.000566
010520,Amazonas,Santa Catalina,1995,8.6e-05
010603,Amazonas,Cochamal,1995,0.000339
120209,Junin,Mariscal Castilla,1995,0.003908
010601,Amazonas,San Nicolas,1995,0.008865
010519,Amazonas,San Juan De Lopecancha,1995,2.1e-05
160211,Loreto,Teniente Cesar Lopez Rojas,1995,0.000202
080408,Cusco,Yanatile,1995,0.000606
050408,Ayacucho,Llochegua,1995,0.000933
100507,Huanuco,Monzon,1995,0.000945
081304,Cusco,Machupicchu,1995,0.000562
220909,San Martin,La Banda De Shilcayo,1995,0.02307
220103,San Martin,Habana,1995,0.016772
100606,Huanuco,Mariano Damaso Beraun,1995,0.000725
010508,Amazonas,Lonya Chico,1995,0.003594
170102,Madre De Dios,Inambari,1995,0.0002
050502,Ayacucho,Anco,1995,0.000445
010523,Amazonas,Trita,1995,0.011768
010516,Amazonas,San Cristobal,1995,0.001301
080918,Cusco,Union Ashaninka,1995,0.000228
221006,San Martin,Santa Lucia,1995,0.004277
100702,Huanuco,Cholon,1995,0.000133
211205,Puno,Phara,1995,8.2e-05
170204,Madre De Dios,Huepetuhe,1995,4.3e-05
010302,Amazonas,Chisquilla,1995,0.0
050507,Ayacucho,Santa Rosa,1995,0.001715
220804,San Martin,Nueva Cajamarca,1995,0.022145
220809,San Martin,Yuracyacu,1995,0.012784
160603,Loreto,Padre Marquez,1995,0.000116
010522,Amazonas,Tingo,1995,0.003376
080906,Cusco,Quellouno,1995,0.000476
010301,Amazonas,Jumbilla,1995,0.001116
080917,Cusco,Manitea,1995,0.000746
250305,Ucayali,Alexander Von Humboldt,1996,0.003866
220509,San Martin,Shanao,1996,0.003649
250304,Ucayali,Neshuya,1996,0.002337
220501,San Martin,Lamas,1996,0.019738
220902,San Martin,Alberto Leveau,1996,0.002762
250102,Ucayali,Campoverde,1996,0.003018
220702,San Martin,Buenos Aires,1996,0.003447
220502,San Martin,Alonso De Alvarado,1996,0.002403
220404,San Martin,Piscoyacu,1996,0.003506
220708,San Martin,Shamboyacu,1996,0.000425
220204,San Martin,Huallaga,1996,0.001087
220605,San Martin,Pajarillo,1996,0.001486
010703,Amazonas,Cumba,1996,0.00154
220704,San Martin,Pilluana,1996,0.009415
220104,San Martin,Jepelacio,1996,0.004842
220505,San Martin,Cuñumbuqui,1996,0.004732
220507,San Martin,Rumisapa,1996,0.01232
220913,San Martin,Sauce,1996,0.005425
010608,Amazonas,Milpuc,1996,0.000455
220405,San Martin,Sacanche,1996,0.002436
220709,San Martin,Tingo De Ponasa,1996,0.002909
220304,San Martin,Santa Rosa,1996,0.001896
100903,Huanuco,Honoria,1996,0.000281
220203,San Martin,Bajo Biavo,1996,0.001491
220710,San Martin,Tres Unidos,1996,0.00093
220510,San Martin,Tabalosos,1996,0.003248
100904,Huanuco,Tournavista,1996,0.000285
010701,Amazonas,Bagua Grande,1996,0.014911
220701,San Martin,Picota,1996,0.014699
220403,San Martin,El Eslabon,1996,0.003161
250105,Ucayali,Yarinacocha,1996,0.019931
220914,San Martin,Shapaja,1996,0.001584
010707,Amazonas,Yamon,1996,0.000828
010705,Amazonas,Jamalca,1996,0.000997
220205,San Martin,San Pablo,1996,0.004714
220705,San Martin,Pucacaca,1996,0.011374
220601,San Martin,Juanjui,1996,0.010382
100905,Huanuco,Yuyapichis,1996,8.4e-05
100608,Huanuco,Castillo Grande,1996,0.011363
220302,San Martin,Agua Blanca,1996,0.002088
250306,Ucayali,Huipoca,1996,0.000364
010611,Amazonas,Totora,1996,0.002469
010706,Amazonas,Lonya Grande,1996,0.000566
220706,San Martin,San Cristobal,1996,0.013311
010303,Amazonas,Churuja,1996,0.001537
220301,San Martin,San Jose De Sisa,1996,0.004558
010204,Amazonas,El Parco,1996,0.00661
010306,Amazonas,Florida,1996,0.001751
220303,San Martin,San Martin,1996,0.000495
220106,San Martin,Yantalo,1996,0.008687
220305,San Martin,Shatoja,1996,0.002048
010104,Amazonas,Cheto,1996,0.00024
160201,Loreto,Yurimaguas,1996,0.003754
060901,Cajamarca,San Ignacio,1996,0.004313
220511,San Martin,Zapatero,1996,0.002872
060811,Cajamarca,San Jose Del Alto,1996,0.000537
010206,Amazonas,La Peca,1996,0.002701
220401,San Martin,Saposoa,1996,0.00223
060902,Cajamarca,Chirinos,1996,0.002595
220908,San Martin,Juan Guerra,1996,0.006632
060904,Cajamarca,La Coipa,1996,0.001859
220808,San Martin,Yorongos,1996,0.005263
120607,Junin,Rio Negro,1996,0.001825
060812,Cajamarca,Santa Rosa,1996,0.001494
250106,Ucayali,Nueva Requena,1996,0.000265
220802,San Martin,Awajun,1996,0.001006
250302,Ucayali,Irazola,1996,0.000229
010109,Amazonas,La Jalca,1996,0.002343
220906,San Martin,El Porvenir,1996,0.000786
220707,San Martin,San Hilarion,1996,0.016396
220806,San Martin,Posic,1996,0.008694
220406,San Martin,Tingo De Saposoa,1996,0.004632
100901,Huanuco,Puerto Inca,1996,0.000116
010105,Amazonas,Chiliquin,1996,0.0
220105,San Martin,Soritor,1996,0.005696
220201,San Martin,Bellavista,1996,0.023571
060803,Cajamarca,Chontali,1996,0.000487
100605,Huanuco,Luyando,1996,0.006399
010307,Amazonas,Jazan,1996,0.006423
010502,Amazonas,Camporredondo,1996,0.002061
010515,Amazonas,Providencia,1996,0.000565
010102,Amazonas,Asuncion,1996,0.0
010510,Amazonas,Luya Viejo,1996,0.000249
100601,Huanuco,Rupa-Rupa,1996,0.012247
010514,Amazonas,Pisuquia,1996,2.1e-05
060810,Cajamarca,San Felipe,1996,0.002431
010305,Amazonas,Cuispes,1996,0.00059
060905,Cajamarca,Namballe,1996,0.000422
010119,Amazonas,San Isidro De Maino,1996,0.001071
060801,Cajamarca,Jaen,1996,0.018472
010513,Amazonas,Ocumal,1996,0.000315
220912,San Martin,San Antonio,1996,0.0037
220903,San Martin,Cacatachi,1996,0.028014
120602,Junin,Coviriali,1996,0.001941
120304,Junin,San Luis De Shuaro,1996,0.001036
120601,Junin,Satipo,1996,0.00468
010203,Amazonas,Copallin,1996,0.002806
010112,Amazonas,Magdalena,1996,0.001582
220102,San Martin,Calzada,1996,0.016545
060805,Cajamarca,Huabal,1996,0.002518
010610,Amazonas,Santa Rosa,1996,0.00334
220503,San Martin,Barranquita,1996,0.000313
220801,San Martin,Rioja,1996,0.033601
220703,San Martin,Caspisapa,1996,0.009761
080904,Cusco,Maranura,1996,0.002802
010117,Amazonas,Quinjalca,1996,0.0
250303,Ucayali,Curimana,1996,0.000197
010308,Amazonas,Recta,1996,0.0
010115,Amazonas,Montevideo,1996,0.000867
010114,Amazonas,Molinopampa,1996,0.000348
010503,Amazonas,Cocabamba,1996,0.000102
060809,Cajamarca,Sallique,1996,0.001223
010120,Amazonas,Soloco,1996,0.000321
010521,Amazonas,Santo Tomas,1996,0.002252
100113,Huanuco,San Pablo De Pillao,1996,0.0
010602,Amazonas,Chirimoto,1996,0.000139
100603,Huanuco,Hermilio Valdizan,1996,1.9e-05
010111,Amazonas,Levanto,1996,0.000927
010518,Amazonas,San Jeronimo,1996,0.000325
010609,Amazonas,Omia,1996,0.000118
100902,Huanuco,Codo Del Pozuzo,1996,1.6e-05
010113,Amazonas,Mariscal Castilla,1996,0.002242
220101,San Martin,Moyobamba,1996,0.003399
010310,Amazonas,Shipasbamba,1996,0.000944
100103,Huanuco,Chinchao,1996,0.000381
010311,Amazonas,Valera,1996,0.000923
060907,Cajamarca,Tabaconas,1996,0.000311
160112,Loreto,Belen,1996,0.005136
200307,Piura,Sondor,1996,0.001048
220803,San Martin,Elias Soplin Vargas,1996,0.006973
010506,Amazonas,Inguilpata,1996,0.0006
220506,San Martin,Pinto Recodo,1996,0.000589
120303,Junin,Pichanaqui,1996,0.002958
010202,Amazonas,Aramango,1996,0.00035
010606,Amazonas,Longar,1996,0.001579
160101,Loreto,Iquitos,1996,0.031369
010507,Amazonas,Longuita,1996,0.000379
221001,San Martin,Tocache,1996,0.006343
010511,Amazonas,Maria,1996,0.000466
080901,Cusco,Santa Ana,1996,0.011373
120302,Junin,Perene,1996,0.003636
050409,Ayacucho,Canayre,1996,0.00051
221002,San Martin,Nuevo Progreso,1996,0.001622
200303,Piura,El Carmen De La Frontera,1996,0.000266
100609,Huanuco,Pueblo Nuevo,1996,0.000281
080903,Cusco,Huayopata,1996,0.001328
010604,Amazonas,Huambo,1996,0.002919
100505,Huanuco,Jircan,1996,0.0
010512,Amazonas,Ocalli,1996,0.001003
010101,Amazonas,Chachapoyas,1996,0.034456
060903,Cajamarca,Huarango,1996,0.000622
010116,Amazonas,Olleros,1996,0.0
010605,Amazonas,Limabamba,1996,0.000214
100804,Huanuco,Umari,1996,0.0
220504,San Martin,Caynarachi,1996,0.000928
080905,Cusco,Ocobamba,1996,0.000355
010517,Amazonas,San Francisco Del Yeso,1996,0.000235
120609,Junin,Vizcatán Del Ene,1996,0.000115
060807,Cajamarca,Pomahuaca,1996,0.000774
010304,Amazonas,Corosha,1996,0.0
221005,San Martin,Uchiza,1996,0.00447
220807,San Martin,San Fernando,1996,0.002613
050512,Ayacucho,Union Progreso,1996,0.004058
060804,Cajamarca,Colasay,1996,0.00074
160503,Loreto,Capelo,1996,0.00044
220910,San Martin,Morales,1996,0.072408
120604,Junin,Mazamari,1996,0.001869
120603,Junin,Llaylla,1996,0.00058
010520,Amazonas,Santa Catalina,1996,0.000119
010603,Amazonas,Cochamal,1996,0.000384
120209,Junin,Mariscal Castilla,1996,0.003799
010601,Amazonas,San Nicolas,1996,0.008961
010519,Amazonas,San Juan De Lopecancha,1996,2.1e-05
160211,Loreto,Teniente Cesar Lopez Rojas,1996,0.000213
080408,Cusco,Yanatile,1996,0.000614
050408,Ayacucho,Llochegua,1996,0.000943
100507,Huanuco,Monzon,1996,0.001007
081304,Cusco,Machupicchu,1996,0.000579
220909,San Martin,La Banda De Shilcayo,1996,0.02343
220103,San Martin,Habana,1996,0.016643
100606,Huanuco,Mariano Damaso Beraun,1996,0.000716
010508,Amazonas,Lonya Chico,1996,0.003646
170102,Madre De Dios,Inambari,1996,0.00021
050502,Ayacucho,Anco,1996,0.000459
010523,Amazonas,Trita,1996,0.011831
010516,Amazonas,San Cristobal,1996,0.001326
080918,Cusco,Union Ashaninka,1996,0.000242
221006,San Martin,Santa Lucia,1996,0.004323
100702,Huanuco,Cholon,1996,0.000133
211205,Puno,Phara,1996,8.6e-05
170204,Madre De Dios,Huepetuhe,1996,5.4e-05
010302,Amazonas,Chisquilla,1996,0.0
050507,Ayacucho,Santa Rosa,1996,0.001742
220804,San Martin,Nueva Cajamarca,1996,0.022593
220809,San Martin,Yuracyacu,1996,0.013027
160603,Loreto,Padre Marquez,1996,0.000117
010522,Amazonas,Tingo,1996,0.003425
080906,Cusco,Quellouno,1996,0.000457
010301,Amazonas,Jumbilla,1996,0.001149
080917,Cusco,Manitea,1996,0.000734
250305,Ucayali,Alexander Von Humboldt,1997,0.003896
220509,San Martin,Shanao,1997,0.003613
250304,Ucayali,Neshuya,1997,0.002437
220501,San Martin,Lamas,1997,0.019978
220902,San Martin,Alberto Leveau,1997,0.002882
250102,Ucayali,Campoverde,1997,0.003066
220702,San Martin,Buenos Aires,1997,0.003441
220502,San Martin,Alonso De Alvarado,1997,0.002565
220404,San Martin,Piscoyacu,1997,0.003521
220708,San Martin,Shamboyacu,1997,0.000464
220204,San Martin,Huallaga,1997,0.001118
220605,San Martin,Pajarillo,1997,0.001511
010703,Amazonas,Cumba,1997,0.001564
220704,San Martin,Pilluana,1997,0.009506
220104,San Martin,Jepelacio,1997,0.004971
220505,San Martin,Cuñumbuqui,1997,0.004708
220507,San Martin,Rumisapa,1997,0.012588
220913,San Martin,Sauce,1997,0.005425
010608,Amazonas,Milpuc,1997,0.000476
220405,San Martin,Sacanche,1997,0.002447
220709,San Martin,Tingo De Ponasa,1997,0.003091
220304,San Martin,Santa Rosa,1997,0.001949
100903,Huanuco,Honoria,1997,0.0003
220203,San Martin,Bajo Biavo,1997,0.00153
220710,San Martin,Tres Unidos,1997,0.000937
220510,San Martin,Tabalosos,1997,0.003253
100904,Huanuco,Tournavista,1997,0.0003
010701,Amazonas,Bagua Grande,1997,0.015083
220701,San Martin,Picota,1997,0.014691
220403,San Martin,El Eslabon,1997,0.003339
250105,Ucayali,Yarinacocha,1997,0.020734
220914,San Martin,Shapaja,1997,0.001588
010707,Amazonas,Yamon,1997,0.000828
010705,Amazonas,Jamalca,1997,0.001201
220205,San Martin,San Pablo,1997,0.004763
220705,San Martin,Pucacaca,1997,0.011378
220601,San Martin,Juanjui,1997,0.010544
100905,Huanuco,Yuyapichis,1997,8.4e-05
100608,Huanuco,Castillo Grande,1997,0.011549
220302,San Martin,Agua Blanca,1997,0.002082
250306,Ucayali,Huipoca,1997,0.000356
010611,Amazonas,Totora,1997,0.002652
010706,Amazonas,Lonya Grande,1997,0.000559
220706,San Martin,San Cristobal,1997,0.013665
010303,Amazonas,Churuja,1997,0.001509
220301,San Martin,San Jose De Sisa,1997,0.004578
010204,Amazonas,El Parco,1997,0.00661
010306,Amazonas,Florida,1997,0.001771
220303,San Martin,San Martin,1997,0.00051
