archivo,crs,res_x,res_y,width,height,bounds,nodata_original,dtype
mapbiomas-peru-collection-30-amazoniaperu-2020.tif,EPSG:4326,0.0002694945852358564,-0.0002694945852358564,40198,53724,"BoundingBox(left=-79.48500246404875, bottom=-14.516864822899876, right=-68.65185912673779, top=-0.038537725688727265)",,uint8
mapbiomas-peru-collection-30-amazoniaperu-2021.tif,EPSG:4326,0.0002694945852358564,-0.0002694945852358564,40198,53724,"BoundingBox(left=-79.48500246404875, bottom=-14.516864822899876, right=-68.65185912673779, top=-0.038537725688727265)",,uint8
mapbiomas-peru-collection-30-amazoniaperu-2022.tif,EPSG:4326,0.0002694945852358564,-0.0002694945852358564,40198,53724,"BoundingBox(left=-79.48500246404875, bottom=-14.516864822899876, right=-68.65185912673779, top=-0.038537725688727265)",,uint8
mapbiomas-peru-collection-30-amazoniaperu-2023.tif,EPSG:4326,0.0002694945852358564,-0.0002694945852358564,40198,53724,"BoundingBox(left=-79.48500246404875, bottom=-14.516864822899876, right=-68.65185912673779, top=-0.038537725688727265)",,uint8
