variable,fuente,clases_mapbiomas,n_distritos,n_anios,anio_inicio,anio_fin,n_registros,fecha_procesamiento
rios_lagos,D:\VisualCode\Tesis\deforestation-forecast\data\interim\O1\mapas-amazonia\peru_amazonia_{anio}.tif,[33],200,40,1985,2024,8000,2026-06-16T00:45:04.675528
