geocode,departamento,distrito,anio,pct_rios_lagos
220104,San Martin,Jepelacio,1993,0.004255
220505,San Martin,Cuñumbuqui,1993,0.010411
220507,San Martin,Rumisapa,1993,0.005505
220913,San Martin,Sauce,1993,0.066548
010608,Amazonas,Milpuc,1993,0.0006
220405,San Martin,Sacanche,1993,0.009159
220709,San Martin,Tingo De Ponasa,1993,0.001217
220304,San Martin,Santa Rosa,1993,0.003645
100903,Huanuco,Honoria,1993,0.026388
220203,San Martin,Bajo Biavo,1993,0.007168
220710,San Martin,Tres Unidos,1993,0.000443
220510,San Martin,Tabalosos,1993,0.006974
100904,Huanuco,Tournavista,1993,0.013861
010701,Amazonas,Bagua Grande,1993,0.002816
220701,San Martin,Picota,1993,0.047782
220403,San Martin,El Eslabon,1993,0.008573
250105,Ucayali,Yarinacocha,1993,0.063816
220914,San Martin,Shapaja,1993,0.020475
010707,Amazonas,Yamon,1993,0.003694
010705,Amazonas,Jamalca,1993,0.001523
220205,San Martin,San Pablo,1993,0.01312
220705,San Martin,Pucacaca,1993,0.031007
220601,San Martin,Juanjui,1993,0.031488
100905,Huanuco,Yuyapichis,1993,0.011858
100608,Huanuco,Castillo Grande,1993,0.028791
220302,San Martin,Agua Blanca,1993,0.003251
250306,Ucayali,Huipoca,1993,0.008151
010611,Amazonas,Totora,1993,0.000777
010706,Amazonas,Lonya Grande,1993,0.000537
220706,San Martin,San Cristobal,1993,0.057787
010303,Amazonas,Churuja,1993,0.006904
220301,San Martin,San Jose De Sisa,1993,0.003184
010204,Amazonas,El Parco,1993,0.0
010306,Amazonas,Florida,1993,0.02006
220303,San Martin,San Martin,1993,0.00339
220106,San Martin,Yantalo,1993,0.027646
220305,San Martin,Shatoja,1993,0.005601
010104,Amazonas,Cheto,1993,0.0
160201,Loreto,Yurimaguas,1993,0.032538
060901,Cajamarca,San Ignacio,1993,0.002848
220511,San Martin,Zapatero,1993,0.003605
060811,Cajamarca,San Jose Del Alto,1993,0.001645
010206,Amazonas,La Peca,1993,6e-06
220401,San Martin,Saposoa,1993,0.005832
060902,Cajamarca,Chirinos,1993,0.006696
220908,San Martin,Juan Guerra,1993,0.032736
060904,Cajamarca,La Coipa,1993,0.001195
220808,San Martin,Yorongos,1993,0.014516
120607,Junin,Rio Negro,1993,0.003575
060812,Cajamarca,Santa Rosa,1993,0.013026
250106,Ucayali,Nueva Requena,1993,0.024425
220802,San Martin,Awajun,1993,0.008326
250302,Ucayali,Irazola,1993,0.004586
010109,Amazonas,La Jalca,1993,0.001218
220906,San Martin,El Porvenir,1993,0.020382
220707,San Martin,San Hilarion,1993,0.04388
220806,San Martin,Posic,1993,0.023579
220406,San Martin,Tingo De Saposoa,1993,0.076907
100901,Huanuco,Puerto Inca,1993,0.014957
010105,Amazonas,Chiliquin,1993,0.0
220105,San Martin,Soritor,1993,0.006456
220201,San Martin,Bellavista,1993,0.031574
060803,Cajamarca,Chontali,1993,0.002972
100605,Huanuco,Luyando,1993,0.031656
010307,Amazonas,Jazan,1993,0.003499
010502,Amazonas,Camporredondo,1993,0.000606
010515,Amazonas,Providencia,1993,0.002382
010102,Amazonas,Asuncion,1993,0.0
010510,Amazonas,Luya Viejo,1993,0.000105
100601,Huanuco,Rupa-Rupa,1993,0.018343
010514,Amazonas,Pisuquia,1993,0.001427
060810,Cajamarca,San Felipe,1993,0.00355
010305,Amazonas,Cuispes,1993,0.000157
060905,Cajamarca,Namballe,1993,0.002005
010119,Amazonas,San Isidro De Maino,1993,0.0
060801,Cajamarca,Jaen,1993,0.00233
010513,Amazonas,Ocumal,1993,0.001141
220912,San Martin,San Antonio,1993,0.003371
220903,San Martin,Cacatachi,1993,0.015836
120602,Junin,Coviriali,1993,0.000656
120304,Junin,San Luis De Shuaro,1993,0.002186
120601,Junin,Satipo,1993,0.004128
010203,Amazonas,Copallin,1993,0.005441
010112,Amazonas,Magdalena,1993,0.001346
220102,San Martin,Calzada,1993,0.009224
060805,Cajamarca,Huabal,1993,0.0
010610,Amazonas,Santa Rosa,1993,0.0
220503,San Martin,Barranquita,1993,0.005697
220801,San Martin,Rioja,1993,0.006153
