modelo,geocode,departamento,distrito,horizonte,y_true,y_pred,error,abs_error,squared_error,anio
MLP_FINAL_w6_h64x32_actleaky_relu_d0.0_e50_lr0.001_b16,010102,Amazonas,Asuncion,1,0.4378221021798675,0.44131350982131623,0.0034914076414487294,0.0034914076414487294,1.218992731876658e-05,2020
MLP_FINAL_w6_h64x32_actleaky_relu_d0.0_e50_lr0.001_b16,010102,Amazonas,Asuncion,2,0.4525182528641273,0.437759352585142,-0.014758900278985299,0.014758900278985299,0.00021782513744503232,2021
MLP_FINAL_w6_h64x32_actleaky_relu_d0.0_e50_lr0.001_b16,010102,Amazonas,Asuncion,3,0.44700721055427073,0.4482768913433536,0.0012696807890828499,0.0012696807890828499,1.6120893061660483e-06,2022
MLP_FINAL_w6_h64x32_actleaky_relu_d0.0_e50_lr0.001_b16,010102,Amazonas,Asuncion,4,0.44027146904012765,0.44358961965577764,0.003318150615649995,0.003318150615649995,1.1010123508138442e-05,2023
MLP_FINAL_w6_h64x32_actleaky_relu_d0.0_e50_lr0.001_b16,010102,Amazonas,Asuncion,5,0.4403990504182423,0.437287907213729,-0.003111143204513278,0.003111143204513278,9.679212038989148e-06,2024
MLP_FINAL_w6_h64x32_actleaky_relu_d0.0_e50_lr0.001_b16,010104,Amazonas,Cheto,1,0.5453453672764652,0.5531508584551793,0.007805491178714097,0.007805491178714097,6.092569254098358e-05,2020
MLP_FINAL_w6_h64x32_actleaky_relu_d0.0_e50_lr0.001_b16,010104,Amazonas,Cheto,2,0.5521104944668311,0.5402709914776771,-0.011839502989154038,0.011839502989154038,0.0001401738310301874,2021
MLP_FINAL_w6_h64x32_actleaky_relu_d0.0_e50_lr0.001_b16,010104,Amazonas,Cheto,3,0.5424875617582693,0.5500313928056743,0.00754383104740497,0.00754383104740497,5.690938687179116e-05,2022
MLP_FINAL_w6_h64x32_actleaky_relu_d0.0_e50_lr0.001_b16,010104,Amazonas,Cheto,4,0.5340911746190175,0.5405814647364066,0.006490290117389108,0.006490290117389108,4.212386580787872e-05,2023
MLP_FINAL_w6_h64x32_actleaky_relu_d0.0_e50_lr0.001_b16,010104,Amazonas,Cheto,5,0.5357477071328078,0.5307469982224882,-0.005000708910319673,0.005000708910319673,2.5007089605750574e-05,2024
MLP_FINAL_w6_h64x32_actleaky_relu_d0.0_e50_lr0.001_b16,010105,Amazonas,Chiliquin,1,0.5714303848457767,0.5730733421204467,0.0016429572746700094,0.0016429572746700094,2.6993086063911046e-06,2020
