variable,fuente,metodo,unidad,crs_original_distritos,crs_calculo,mosaico_dem,raster_pendiente,nodata_pendiente,n_distritos,n_distritos_sin_datos,pendiente_media_global_deg,pendiente_mediana_global_deg,pendiente_std_promedio_deg,pendiente_min_global_deg,pendiente_max_global_deg,fecha_procesamiento
pendiente,SRTM SRTMGL1 30m (derivado de elevacion),Horn (1981): DEM reproyectado a UTM + ventana 3×3 ponderada (gdaldem slope equivalente),grados,EPSG:4326,EPSG:32718,D:\VisualCode\Tesis\deforestation-forecast\data\interim\O3\variables\elevacion\dem_mosaico.tif,D:\VisualCode\Tesis\deforestation-forecast\data\interim\O3\variables\pendiente\pendiente.tif,-9999.0,200,0,17.16381087652824,16.295125007629395,8.797812280888298,0.0,88.8014907836914,2026-06-17T10:57:54.099601
