geocode,distrito,anio,delta_pct_bosque,tipo_cambio,limite_inferior,limite_superior
220205,San Pablo,1995,-0.022849897829808175,PERDIDA EXTREMA,-0.02219,0.01819
250305,Alexander Von Humboldt,1991,-0.02281542322610086,PERDIDA EXTREMA,-0.02219,0.01819
100905,Yuyapichis,2010,-0.022719497097886898,PERDIDA EXTREMA,-0.02219,0.01819
010507,Longuita,1987,-0.02269284372538327,PERDIDA EXTREMA,-0.02219,0.01819
100605,Luyando,2012,0.02262755223265911,GANANCIA EXTREMA,-0.02219,0.01819
220902,Alberto Leveau,1996,-0.022610306731626895,PERDIDA EXTREMA,-0.02219,0.01819
010202,Aramango,2015,0.022579376203347046,GANANCIA EXTREMA,-0.02219,0.01819
220707,San Hilarion,1987,-0.02253328781153985,PERDIDA EXTREMA,-0.02219,0.01819
060811,San Jose Del Alto,1987,-0.02252568765227214,PERDIDA EXTREMA,-0.02219,0.01819
100904,Tournavista,2012,-0.02250727022929888,PERDIDA EXTREMA,-0.02219,0.01819
010109,La Jalca,2008,0.022425862106024874,GANANCIA EXTREMA,-0.02219,0.01819
220707,San Hilarion,2004,-0.022422328439740513,PERDIDA EXTREMA,-0.02219,0.01819
100903,Honoria,2005,-0.022413666274653243,PERDIDA EXTREMA,-0.02219,0.01819
010522,Tingo,1998,0.02239073711676448,GANANCIA EXTREMA,-0.02219,0.01819
010303,Churuja,1993,-0.02238993710691828,PERDIDA EXTREMA,-0.02219,0.01819
010109,La Jalca,1995,0.022347049172105893,GANANCIA EXTREMA,-0.02219,0.01819
100804,Umari,1998,0.022281170083897878,GANANCIA EXTREMA,-0.02219,0.01819
220505,Cuñumbuqui,1998,-0.022265804135077838,PERDIDA EXTREMA,-0.02219,0.01819
100904,Tournavista,2011,-0.02223533422761048,PERDIDA EXTREMA,-0.02219,0.01819
250102,Campoverde,1988,-0.02222778122435909,PERDIDA EXTREMA,-0.02219,0.01819
100904,Tournavista,2008,-0.022214533152854488,PERDIDA EXTREMA,-0.02219,0.01819
010523,Trita,2003,-0.0221996056230519,PERDIDA EXTREMA,-0.02219,0.01819
010703,Cumba,2013,0.022163170356094608,GANANCIA EXTREMA,-0.02219,0.01819
220912,San Antonio,2013,0.02212991965136868,GANANCIA EXTREMA,-0.02219,0.01819
010707,Yamon,1988,0.022123777473972095,GANANCIA EXTREMA,-0.02219,0.01819
010307,Jazan,2016,0.0220860192328014,GANANCIA EXTREMA,-0.02219,0.01819
220702,Buenos Aires,2005,0.022085718035480983,GANANCIA EXTREMA,-0.02219,0.01819
220704,Pilluana,2004,0.021972028516888065,GANANCIA EXTREMA,-0.02219,0.01819
220902,Alberto Leveau,2016,0.021958416249228008,GANANCIA EXTREMA,-0.02219,0.01819
010202,Aramango,1988,0.021950665222361776,GANANCIA EXTREMA,-0.02219,0.01819
120302,Perene,1988,0.021891384014354753,GANANCIA EXTREMA,-0.02219,0.01819
010510,Luya Viejo,1998,0.021834462475710303,GANANCIA EXTREMA,-0.02219,0.01819
220510,Tabalosos,2017,0.02178128866283069,GANANCIA EXTREMA,-0.02219,0.01819
010203,Copallin,1994,0.021583704303251072,GANANCIA EXTREMA,-0.02219,0.01819
010608,Milpuc,2017,0.021554309827689577,GANANCIA EXTREMA,-0.02219,0.01819
220708,Shamboyacu,2012,0.021550525366128337,GANANCIA EXTREMA,-0.02219,0.01819
010206,La Peca,1987,0.021497544058684814,GANANCIA EXTREMA,-0.02219,0.01819
221002,Nuevo Progreso,1995,0.021451704719053333,GANANCIA EXTREMA,-0.02219,0.01819
100505,Jircan,1996,0.02139972783480748,GANANCIA EXTREMA,-0.02219,0.01819
010114,Molinopampa,2011,0.021328630217519184,GANANCIA EXTREMA,-0.02219,0.01819
010304,Corosha,1991,0.02131433798054272,GANANCIA EXTREMA,-0.02219,0.01819
220106,Yantalo,1998,0.0212967103161929,GANANCIA EXTREMA,-0.02219,0.01819
220502,Alonso De Alvarado,2002,0.020972265970691018,GANANCIA EXTREMA,-0.02219,0.01819
010307,Jazan,2014,0.020970563715993318,GANANCIA EXTREMA,-0.02219,0.01819
010311,Valera,1999,0.020871091657262697,GANANCIA EXTREMA,-0.02219,0.01819
220704,Pilluana,2019,0.0208552469256042,GANANCIA EXTREMA,-0.02219,0.01819
010610,Santa Rosa,2016,0.02083150215346749,GANANCIA EXTREMA,-0.02219,0.01819
100505,Jircan,2016,0.0207599917167115,GANANCIA EXTREMA,-0.02219,0.01819
120209,Mariscal Castilla,2004,0.020739910313901322,GANANCIA EXTREMA,-0.02219,0.01819
220701,Picota,1991,0.020735990851168118,GANANCIA EXTREMA,-0.02219,0.01819
010117,Quinjalca,2015,0.020704380270450906,GANANCIA EXTREMA,-0.02219,0.01819
010608,Milpuc,2016,0.020664832550731205,GANANCIA EXTREMA,-0.02219,0.01819
220913,Sauce,2014,0.020483105400811885,GANANCIA EXTREMA,-0.02219,0.01819
010507,Longuita,2011,0.02048112464400409,GANANCIA EXTREMA,-0.02219,0.01819
010604,Huambo,2017,0.020479651994734088,GANANCIA EXTREMA,-0.02219,0.01819
060812,Santa Rosa,2001,0.0203626579651654,GANANCIA EXTREMA,-0.02219,0.01819
100608,Castillo Grande,1990,0.020305427471551285,GANANCIA EXTREMA,-0.02219,0.01819
010202,Aramango,2003,0.02028602312041372,GANANCIA EXTREMA,-0.02219,0.01819
220706,San Cristobal,1991,0.02027565445798779,GANANCIA EXTREMA,-0.02219,0.01819
220707,San Hilarion,1998,0.020271423694093516,GANANCIA EXTREMA,-0.02219,0.01819
100804,Umari,2014,0.020211763650231,GANANCIA EXTREMA,-0.02219,0.01819
220912,San Antonio,1993,0.02018929592809482,GANANCIA EXTREMA,-0.02219,0.01819
010515,Providencia,1987,0.020170248501736876,GANANCIA EXTREMA,-0.02219,0.01819
010115,Montevideo,1995,0.020109213833752304,GANANCIA EXTREMA,-0.02219,0.01819
010120,Soloco,2012,0.0200987096390558,GANANCIA EXTREMA,-0.02219,0.01819
100505,Jircan,2019,0.02004999556252396,GANANCIA EXTREMA,-0.02219,0.01819
010705,Jamalca,1988,0.019962080929550208,GANANCIA EXTREMA,-0.02219,0.01819
120209,Mariscal Castilla,1996,0.019930244145490772,GANANCIA EXTREMA,-0.02219,0.01819
220302,Agua Blanca,2019,0.019712313070386178,GANANCIA EXTREMA,-0.02219,0.01819
010111,Levanto,2003,0.019686582946215392,GANANCIA EXTREMA,-0.02219,0.01819
010514,Pisuquia,2008,0.01967322338903904,GANANCIA EXTREMA,-0.02219,0.01819
100608,Castillo Grande,2005,0.019637040483946044,GANANCIA EXTREMA,-0.02219,0.01819
010606,Longar,1991,0.019612719075369434,GANANCIA EXTREMA,-0.02219,0.01819
220902,Alberto Leveau,2014,0.01950524943388454,GANANCIA EXTREMA,-0.02219,0.01819
060902,Chirinos,2015,0.019476750005004317,GANANCIA EXTREMA,-0.02219,0.01819
060803,Chontali,2006,0.01946725847337738,GANANCIA EXTREMA,-0.02219,0.01819
220913,Sauce,1993,0.019391142774113357,GANANCIA EXTREMA,-0.02219,0.01819
100505,Jircan,1992,0.01936588468479128,GANANCIA EXTREMA,-0.02219,0.01819
010304,Corosha,2007,0.019291000304886508,GANANCIA EXTREMA,-0.02219,0.01819
010102,Asuncion,2011,0.01928866663264789,GANANCIA EXTREMA,-0.02219,0.01819
220403,El Eslabon,2018,0.01906769101511613,GANANCIA EXTREMA,-0.02219,0.01819
100113,San Pablo De Pillao,2018,0.01891052654266767,GANANCIA EXTREMA,-0.02219,0.01819
060901,San Ignacio,1998,0.0188553282992448,GANANCIA EXTREMA,-0.02219,0.01819
100804,Umari,2000,0.01885459195118669,GANANCIA EXTREMA,-0.02219,0.01819
010706,Lonya Grande,1993,0.01875906456165366,GANANCIA EXTREMA,-0.02219,0.01819
100113,San Pablo De Pillao,2006,0.01875742292421967,GANANCIA EXTREMA,-0.02219,0.01819
100113,San Pablo De Pillao,1987,0.018703910979907756,GANANCIA EXTREMA,-0.02219,0.01819
220913,Sauce,1991,0.01861620155516608,GANANCIA EXTREMA,-0.02219,0.01819
010515,Providencia,2004,0.018597549337710406,GANANCIA EXTREMA,-0.02219,0.01819
010104,Cheto,1992,0.01843655952049772,GANANCIA EXTREMA,-0.02219,0.01819
220914,Shapaja,1987,0.018413296125698975,GANANCIA EXTREMA,-0.02219,0.01819
220902,Alberto Leveau,2009,0.01835586358333907,GANANCIA EXTREMA,-0.02219,0.01819
010705,Jamalca,1996,0.018279326999951773,GANANCIA EXTREMA,-0.02219,0.01819
060809,Sallique,1991,0.018274077117772458,GANANCIA EXTREMA,-0.02219,0.01819
010503,Cocabamba,2005,0.018212459593709984,GANANCIA EXTREMA,-0.02219,0.01819
