modelo,geocode,departamento,distrito,horizonte,anio,y_true,y_pred,error,abs_error,squared_error
Persistencia_WF,010308,Amazonas,Recta,4,2023,0.3153904713569752,0.3286493687749793,0.0132588974180041,0.0132588974180041,0.0001757983607411
Persistencia_WF,010308,Amazonas,Recta,5,2024,0.3162469073145975,0.3153904713569752,-0.0008564359576223,0.0008564359576223,7.33482549508432e-07
Persistencia_WF,010310,Amazonas,Shipasbamba,1,2020,0.7187766108430315,0.7220550667045132,0.0032784558614817,0.0032784558614817,1.0748272835684297e-05
Persistencia_WF,010310,Amazonas,Shipasbamba,2,2021,0.7318407607152995,0.7187766108430315,-0.013064149872268,0.013064149872268,0.000170672011885
Persistencia_WF,010310,Amazonas,Shipasbamba,3,2022,0.7406684643769514,0.7318407607152995,-0.0088277036616519,0.0088277036616519,7.79283519379437e-05
Persistencia_WF,010310,Amazonas,Shipasbamba,4,2023,0.7263908600624468,0.7406684643769514,0.0142776043145046,0.0142776043145046,0.0002038499849615
Persistencia_WF,010310,Amazonas,Shipasbamba,5,2024,0.7229562872551802,0.7263908600624468,0.0034345728072665,0.0034345728072665,1.1796290368414871e-05
Persistencia_WF,010311,Amazonas,Valera,1,2020,0.3705160209280853,0.3688404062510686,-0.0016756146770166,0.0016756146770166,2.8076845458336354e-06
Persistencia_WF,010311,Amazonas,Valera,2,2021,0.3778682077762199,0.3705160209280853,-0.0073521868481346,0.0073521868481346,5.40546514498834e-05
Persistencia_WF,010311,Amazonas,Valera,3,2022,0.3777428216439262,0.3778682077762199,0.0001253861322936,0.0001253861322936,1.5721682171568503e-08
Persistencia_WF,010311,Amazonas,Valera,4,2023,0.3744029910291921,0.3777428216439262,0.003339830614734,0.003339830614734,1.1154468535115055e-05
Persistencia_WF,010311,Amazonas,Valera,5,2024,0.3702310524455995,0.3744029910291921,0.0041719385835926,0.0041719385835926,1.740507154526867e-05
Persistencia_WF,010502,Amazonas,Camporredondo,1,2020,0.631415519175432,0.6382638877599128,0.0068483685844807,0.0068483685844807,4.690015226890343e-05
Persistencia_WF,010502,Amazonas,Camporredondo,2,2021,0.6259368243078474,0.631415519175432,0.0054786948675846,0.0054786948675846,3.001609745209868e-05
Persistencia_WF,010502,Amazonas,Camporredondo,3,2022,0.6303018972216352,0.6259368243078474,-0.0043650729137878,0.0043650729137878,1.9053861542684337e-05
Persistencia_WF,010502,Amazonas,Camporredondo,4,2023,0.6253353058802491,0.6303018972216352,0.0049665913413861,0.0049665913413861,2.466702955233144e-05
Persistencia_WF,010502,Amazonas,Camporredondo,5,2024,0.6174627302433711,0.6253353058802491,0.007872575636878,0.007872575636878,6.197744715836572e-05
Persistencia_WF,010503,Amazonas,Cocabamba,1,2020,0.4168783031572257,0.4057690153758794,-0.0111092877813462,0.0111092877813462,0.0001234162750087
Persistencia_WF,010503,Amazonas,Cocabamba,2,2021,0.4340696980826385,0.4168783031572257,-0.0171913949254128,0.0171913949254128,0.0002955440594815
