modelo,geocode,departamento,distrito,horizonte,y_true,y_pred,error,abs_error,squared_error,anio
LSTM_FINAL_w6_h64_l1_d0.0_e50_lr0.001_b16,10102,Amazonas,Asuncion,1,0.4378221156299433,0.43990838527679443,0.0020862696468511577,0.0020862696468511577,4.352521039372454e-06,2020
LSTM_FINAL_w6_h64_l1_d0.0_e50_lr0.001_b16,10102,Amazonas,Asuncion,2,0.4525182425881512,0.43242865800857544,-0.02008958457957577,0.02008958457957577,0.0004035914085799286,2021
LSTM_FINAL_w6_h64_l1_d0.0_e50_lr0.001_b16,10102,Amazonas,Asuncion,3,0.4470071949788233,0.45075416564941406,0.0037469706705907657,0.0037469706705907657,1.4039789206267412e-05,2022
LSTM_FINAL_w6_h64_l1_d0.0_e50_lr0.001_b16,10102,Amazonas,Asuncion,4,0.440271470122978,0.4427090287208557,0.002437558597877698,0.002437558597877698,5.94169191808749e-06,2023
LSTM_FINAL_w6_h64_l1_d0.0_e50_lr0.001_b16,10102,Amazonas,Asuncion,5,0.4403990406694902,0.4342312216758728,-0.006167818993617402,0.006167818993617402,3.8041991138027584e-05,2024
LSTM_FINAL_w6_h64_l1_d0.0_e50_lr0.001_b16,10104,Amazonas,Cheto,1,0.5453453377506892,0.5468032956123352,0.001457957861646042,0.001457957861646042,2.1256411263354995e-06,2020
LSTM_FINAL_w6_h64_l1_d0.0_e50_lr0.001_b16,10104,Amazonas,Cheto,2,0.5521104676158923,0.5358511209487915,-0.016259346667100827,0.016259346667100827,0.00026436635404096276,2021
LSTM_FINAL_w6_h64_l1_d0.0_e50_lr0.001_b16,10104,Amazonas,Cheto,3,0.5424875445739865,0.5471578240394592,0.004670279465472715,0.004670279465472715,2.181151028561611e-05,2022
LSTM_FINAL_w6_h64_l1_d0.0_e50_lr0.001_b16,10104,Amazonas,Cheto,4,0.5340911964796035,0.5356200337409973,0.0015288372613938561,0.0015288372613938561,2.3373433718262658e-06,2023
LSTM_FINAL_w6_h64_l1_d0.0_e50_lr0.001_b16,10104,Amazonas,Cheto,5,0.5357477049138869,0.5263503789901733,-0.009397325923713562,0.009397325923713562,8.830973451649895e-05,2024
LSTM_FINAL_w6_h64_l1_d0.0_e50_lr0.001_b16,10105,Amazonas,Chiliquin,1,0.5714303656767501,0.5696288347244263,-0.0018015309523238265,0.0018015309523238265,3.2455137721807933e-06,2020
LSTM_FINAL_w6_h64_l1_d0.0_e50_lr0.001_b16,10105,Amazonas,Chiliquin,2,0.5850451208560717,0.5656907558441162,-0.019354365011955532,0.019354365011955532,0.0003745914450160085,2021
