variable,capas,n_poligonos_por_capa,n_poligonos_total,crs_calculo,metodo_solapamiento,acp_fecad,n_distritos,n_distritos_con_anp,n_distritos_alguna_vez_anp,n_distritos_nunca_anp,n_registros_con_anp,n_registros_sin_anp,pct_anp_promedio_serie,pct_anp_max_serie,anio_min_con_anp,anio_max_con_anp,resumen_anual_generado,n_anios,anio_inicio,anio_fin,n_registros,fecha_procesamiento
anp,"['Nacional', 'ZonaReservada', 'ACR', 'ACP']","{'Nacional': 103, 'ZonaReservada': 8, 'ACR': 48, 'ACP': 227}",386,EPSG:32718,unary_union incremental por distrito,ignorada — se asume renovacion continua,200,90,90,110,1491,6509,0.028027,0.543628,1985,2024,True,40,1985,2024,8000,2026-06-16T13:49:42.168305
