modelo,window_size,unidades_ocultas,num_capas,dropout,epocas,lr,lote,rmse_train,mae_train,rmse_test,mae_test,gap_rmse,gap_mae,ratio_rmse,ratio_mae
LSTM_w6_h16_l2_d0.0_e50_lr0.001_b8,6,16,2,0.0,50,0.001,8,0.00956,0.007177,0.011067,0.007788,0.001507,0.00061,1.15766,1.085037
LSTM_w6_h16_l2_d0.0_e50_lr0.0005_b8,6,16,2,0.0,50,0.0005,8,0.009474,0.007019,0.011174,0.007857,0.001699,0.000838,1.179341,1.11934
LSTM_w6_h32_l1_d0.0_e50_lr0.0005_b8,6,32,1,0.0,50,0.0005,8,0.009141,0.006642,0.01118,0.00787,0.002039,0.001228,1.223102,1.184908
LSTM_w6_h16_l1_d0.0_e50_lr0.001_b8,6,16,1,0.0,50,0.001,8,0.009281,0.006813,0.011183,0.007824,0.001901,0.001011,1.204841,1.148333
LSTM_w6_h32_l2_d0.0_e50_lr0.0005_b8,6,32,2,0.0,50,0.0005,8,0.009368,0.006916,0.0112,0.007904,0.001832,0.000988,1.195568,1.142833
