modelo,geocode,departamento,distrito,horizonte,y_true,y_pred,error,abs_error,squared_error,anio
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010102,Amazonas,Asuncion,1,0.4378221021798675,0.440316892301307,0.002494790121439494,0.002494790121439494,6.223977750032086e-06,2020
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010102,Amazonas,Asuncion,2,0.4525182528641273,0.43456144520998313,-0.017956807654144147,0.017956807654144147,0.0003224469411279298,2021
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010102,Amazonas,Asuncion,3,0.44700721055427073,0.4527472873074598,0.0057400767531890495,0.0057400767531890495,3.294848113250134e-05,2022
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010102,Amazonas,Asuncion,4,0.44027146904012765,0.4415108886872996,0.0012394196471719465,0.0012394196471719465,1.5361610617958324e-06,2023
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010102,Amazonas,Asuncion,5,0.4403990504182423,0.4367097717571261,-0.00368927866111618,0.00368927866111618,1.3610777039367193e-05,2024
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010104,Amazonas,Cheto,1,0.5453453672764652,0.5504680640489896,0.0051226967725244155,0.0051226967725244155,2.6242022223232064e-05,2020
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010104,Amazonas,Cheto,2,0.5521104944668311,0.5409661017695355,-0.011144392697295613,0.011144392697295613,0.0001241974885915358,2021
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010104,Amazonas,Cheto,3,0.5424875617582693,0.5519834920002615,0.009495930241992245,0.009495930241992245,9.01726911607829e-05,2022
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010104,Amazonas,Cheto,4,0.5340911746190175,0.537162744408305,0.003071569789287576,0.003071569789287576,9.434540970464123e-06,2023
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010104,Amazonas,Cheto,5,0.5357477071328078,0.5307665786830041,-0.004981128449803696,0.004981128449803696,2.4811640633443768e-05,2024
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010105,Amazonas,Chiliquin,1,0.5714303848457767,0.571828770633748,0.00039838578797135593,0.00039838578797135593,1.5871123605755817e-07,2020
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010105,Amazonas,Chiliquin,2,0.5850451003702989,0.569735394938336,-0.015309705431962861,0.015309705431962861,0.00023438708041347313,2021
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010105,Amazonas,Chiliquin,3,0.5817105193931944,0.5872864313444157,0.005575911951221313,0.005575911951221313,3.109079408777267e-05,2022
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010105,Amazonas,Chiliquin,4,0.573408542946972,0.5788743134275519,0.005465770480579946,0.005465770480579946,2.987464694637913e-05,2023
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010105,Amazonas,Chiliquin,5,0.5763412110347023,0.5709900082530895,-0.005351202781612718,0.005351202781612718,2.8635371209939695e-05,2024
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010109,Amazonas,La Jalca,1,0.3125219384167383,0.2982655585975545,-0.014256379819183818,0.014256379819183818,0.00020324436554883162,2020
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010109,Amazonas,La Jalca,2,0.31744416932084407,0.30871779234768065,-0.008726376973163419,0.008726376973163419,7.614965507775675e-05,2021
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010109,Amazonas,La Jalca,3,0.3227747994474942,0.30854059178274634,-0.014234207664747867,0.014234207664747867,0.0002026126678431669,2022
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010109,Amazonas,La Jalca,4,0.3151442594389915,0.31533140403221016,0.00018714459321866883,0.00018714459321866883,3.502309877098103e-08,2023
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010109,Amazonas,La Jalca,5,0.32066834382147724,0.3010373429078779,-0.019631000913599317,0.019631000913599317,0.0003853761968697372,2024
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010111,Amazonas,Levanto,1,0.23986263997153984,0.23393557005703502,-0.005927069914504812,0.005927069914504812,3.513015777142808e-05,2020
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010111,Amazonas,Levanto,2,0.2406111678671134,0.24422244016929623,0.003611272302182833,0.003611272302182833,1.3041287640512899e-05,2021
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010111,Amazonas,Levanto,3,0.2381874497853912,0.2395678777727266,0.0013804279873353975,0.0013804279873353975,1.9055814282188564e-06,2022
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010111,Amazonas,Levanto,4,0.2314035024488546,0.23925163748236528,0.007848135033510673,0.007848135033510673,6.159322350421757e-05,2023
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010111,Amazonas,Levanto,5,0.23357768599340184,0.23200183513549433,-0.0015758508579075126,0.0015758508579075126,2.4833059263678432e-06,2024
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010112,Amazonas,Magdalena,1,0.3664946788681671,0.36053680518076636,-0.00595787368740075,0.00595787368740075,3.549625887502221e-05,2020
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010112,Amazonas,Magdalena,2,0.37103041769833445,0.3654688917778798,-0.0055615259204546685,0.0055615259204546685,3.093057056388915e-05,2021
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010112,Amazonas,Magdalena,3,0.3810208472415263,0.3683639290377626,-0.01265691820376369,0.01265691820376369,0.00016019757841676465,2022
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010112,Amazonas,Magdalena,4,0.37494912200186536,0.37963034903265425,0.0046812270307888815,0.0046812270307888815,2.1913886513788487e-05,2023
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010112,Amazonas,Magdalena,5,0.38422406104294604,0.3672338179857666,-0.016990243057179444,0.016990243057179444,0.0002886683591420343,2024
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010114,Amazonas,Molinopampa,1,0.5491697799818486,0.5459808165534492,-0.0031889634283993606,0.0031889634283993606,1.0169487747668604e-05,2020
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010114,Amazonas,Molinopampa,2,0.5483545668394921,0.5443210124795919,-0.004033554359900271,0.004033554359900271,1.6269560774270484e-05,2021
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010114,Amazonas,Molinopampa,3,0.536625504241246,0.5437994557676752,0.00717395152642919,0.00717395152642919,5.14655805035557e-05,2022
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010114,Amazonas,Molinopampa,4,0.5230152011426626,0.5286392913115034,0.005624090168840801,0.005624090168840801,3.1630390227251744e-05,2023
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010114,Amazonas,Molinopampa,5,0.5128930814479307,0.5167438464592337,0.0038507650113029923,0.0038507650113029923,1.4828391172275335e-05,2024
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010115,Amazonas,Montevideo,1,0.6583167263338214,0.6576056778341927,-0.0007110484996287747,0.0007110484996287747,5.055899688243316e-07,2020
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010115,Amazonas,Montevideo,2,0.6555285999973202,0.6562681303140019,0.0007395303166817246,0.0007395303166817246,5.46905089291372e-07,2021
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010115,Amazonas,Montevideo,3,0.6586850844373988,0.653948395472207,-0.00473668896519186,0.00473668896519186,2.2436222352970332e-05,2022
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010115,Amazonas,Montevideo,4,0.6546329307695194,0.6573505781745895,0.0027176474050700783,0.0027176474050700783,7.38560741828413e-06,2023
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010115,Amazonas,Montevideo,5,0.5954754332814817,0.6487286134984114,0.05325318021692971,0.05325318021692971,0.0028359012032167937,2024
LSTM_FINAL_w6_h16_l2_d0.0_e50_lr0.001_b8,010117,Amazonas,Quinjalca,1,0.34440442385298686,0.35010678144305185,0.005702357590064988,0.005702357590064988,3.251688208497178e-05,2020
