variable,fuente,clases_mapbiomas,n_distritos,n_anios,anio_inicio,anio_fin,n_registros,fecha_procesamiento
agropecuaria,D:\VisualCode\Tesis\deforestation-forecast\data\interim\O1\mapas-amazonia\peru_amazonia_{anio}.tif,"[9, 15, 21, 35, 40]",200,40,1985,2024,8000,2026-06-18T23:44:03.488071
