geocode,departamento,distrito,anio,pix_total,pix_agropecuario,pct_agropecuario
010604,Amazonas,Huambo,1994,87355,66485,0.76109
100505,Huanuco,Jircan,1994,270424,8850,0.032726
010512,Amazonas,Ocalli,1994,193361,44396,0.229602
010101,Amazonas,Chachapoyas,1994,172277,31638,0.183646
060903,Cajamarca,Huarango,1994,1019211,278321,0.273075
010116,Amazonas,Olleros,1994,120055,9778,0.081446
010605,Amazonas,Limabamba,1994,691778,82739,0.119603
100804,Huanuco,Umari,1994,178312,44074,0.247173
220504,San Martin,Caynarachi,1994,1430625,185384,0.129583
080905,Cusco,Ocobamba,1994,989147,201610,0.203822
010517,Amazonas,San Francisco Del Yeso,1994,204600,69736,0.340841
120609,Junin,Vizcatán Del Ene,1994,694966,37207,0.053538
060807,Cajamarca,Pomahuaca,1994,913386,177073,0.193864
010304,Amazonas,Corosha,1994,72158,8023,0.111187
221005,San Martin,Uchiza,1994,682269,282954,0.414725
220807,San Martin,San Fernando,1994,77703,51434,0.661931
050512,Ayacucho,Union Progreso,1994,44853,32069,0.71498
060804,Cajamarca,Colasay,1994,677030,256857,0.379388
160503,Loreto,Capelo,1994,899920,128098,0.142344
220910,San Martin,Morales,1994,57052,44353,0.777414
120604,Junin,Mazamari,1994,1435555,169857,0.118321
120603,Junin,Llaylla,1994,351860,70443,0.200202
010520,Amazonas,Santa Catalina,1994,185180,35506,0.191738
010603,Amazonas,Cochamal,1994,203378,21191,0.104195
120209,Junin,Mariscal Castilla,1994,64224,11768,0.183234
010601,Amazonas,San Nicolas,1994,114944,26196,0.227902
010519,Amazonas,San Juan De Lopecancha,1994,97124,36659,0.377445
160211,Loreto,Teniente Cesar Lopez Rojas,1994,1485058,212530,0.143112
080408,Cusco,Yanatile,1994,2284182,396585,0.173622
050408,Ayacucho,Llochegua,1994,590673,89984,0.152341
100507,Huanuco,Monzon,1994,1590702,246427,0.154917
081304,Cusco,Machupicchu,1994,414663,43573,0.105081
220909,San Martin,La Banda De Shilcayo,1994,300132,71551,0.238398
220103,San Martin,Habana,1994,77392,67052,0.866394
100606,Huanuco,Mariano Damaso Beraun,1994,846065,120776,0.14275
010508,Amazonas,Lonya Chico,1994,78176,18162,0.232322
170102,Madre De Dios,Inambari,1994,5562594,110677,0.019897
050502,Ayacucho,Anco,1994,859091,133845,0.155798
010523,Amazonas,Trita,1994,15721,7779,0.494816
010516,Amazonas,San Cristobal,1994,39966,13364,0.334384
080918,Cusco,Union Ashaninka,1994,351495,20596,0.058595
221006,San Martin,Santa Lucia,1994,303241,222440,0.733542
100702,Huanuco,Cholon,1994,2490435,339382,0.136274
211205,Puno,Phara,1994,498219,12862,0.025816
170204,Madre De Dios,Huepetuhe,1994,1747509,46427,0.026568
010302,Amazonas,Chisquilla,1994,181907,7229,0.03974
050507,Ayacucho,Santa Rosa,1994,446106,108765,0.24381
220804,San Martin,Nueva Cajamarca,1994,375608,122614,0.326441
220809,San Martin,Yuracyacu,1994,69776,50179,0.719144
160603,Loreto,Padre Marquez,1994,2751150,115222,0.041881
010522,Amazonas,Tingo,1994,122640,34296,0.279648
080906,Cusco,Quellouno,1994,2249644,365571,0.162502
010301,Amazonas,Jumbilla,1994,178356,36870,0.206721
080917,Cusco,Manitea,1994,163511,17888,0.109399
250305,Ucayali,Alexander Von Humboldt,1995,232299,98160,0.422559
220509,San Martin,Shanao,1995,27404,15508,0.565903
250304,Ucayali,Neshuya,1995,705695,183421,0.259915
220501,San Martin,Lamas,1995,145659,82432,0.565925
220902,San Martin,Alberto Leveau,1995,58292,19176,0.328965
250102,Ucayali,Campoverde,1995,1499070,690714,0.460762
220702,San Martin,Buenos Aires,1995,350498,189371,0.540291
220502,San Martin,Alonso De Alvarado,1995,333345,125681,0.37703
220404,San Martin,Piscoyacu,1995,202503,76268,0.376627
220708,San Martin,Shamboyacu,1995,442263,51702,0.116903
220204,San Martin,Huallaga,1995,288997,45463,0.157313
220605,San Martin,Pajarillo,1995,512229,202172,0.394691
010703,Amazonas,Cumba,1995,338309,148861,0.440015
220704,San Martin,Pilluana,1995,77007,34315,0.445609
220104,San Martin,Jepelacio,1995,434300,181983,0.419026
220505,San Martin,Cuñumbuqui,1995,204978,122107,0.595708
220507,San Martin,Rumisapa,1995,37418,27240,0.727992
220913,San Martin,Sauce,1995,113557,33738,0.297102
010608,Amazonas,Milpuc,1995,48343,26684,0.551972
220405,San Martin,Sacanche,1995,182234,94944,0.521
220709,San Martin,Tingo De Ponasa,1995,377839,134729,0.356578
220304,San Martin,Santa Rosa,1995,280633,148052,0.527564
100903,Huanuco,Honoria,1995,1073943,195988,0.182494
220203,San Martin,Bajo Biavo,1995,1265183,247612,0.195712
220710,San Martin,Tres Unidos,1995,417343,54672,0.131
220510,San Martin,Tabalosos,1995,407368,163446,0.401224
100904,Huanuco,Tournavista,1995,1971052,203546,0.103268
010701,Amazonas,Bagua Grande,1995,817863,318033,0.388859
220701,San Martin,Picota,1995,244840,112557,0.459717
220403,San Martin,El Eslabon,1995,140447,78839,0.561343
250105,Ucayali,Yarinacocha,1995,747695,394561,0.527703
220914,San Martin,Shapaja,1995,267687,83208,0.310841
010707,Amazonas,Yamon,1995,152144,57167,0.375743
010705,Amazonas,Jamalca,1995,393997,133735,0.339432
220205,San Martin,San Pablo,1995,391993,243365,0.62084
220705,San Martin,Pucacaca,1995,228592,103868,0.454382
220601,San Martin,Juanjui,1995,504641,176670,0.35009
100905,Huanuco,Yuyapichis,1995,2344154,217020,0.092579
100608,Huanuco,Castillo Grande,1995,118195,61166,0.517501
220302,San Martin,Agua Blanca,1995,171923,112273,0.653042
250306,Ucayali,Huipoca,1995,667777,108703,0.162783
010611,Amazonas,Totora,1995,21874,11107,0.507772
010706,Amazonas,Lonya Grande,1995,409562,123221,0.30086
220706,San Martin,San Cristobal,1995,33883,16515,0.487413
010303,Amazonas,Churuja,1995,35775,5935,0.165898
220301,San Martin,San Jose De Sisa,1995,347309,197576,0.568877
010204,Amazonas,El Parco,1995,20424,14367,0.703437
010306,Amazonas,Florida,1995,249605,64705,0.25923
220303,San Martin,San Martin,1995,585926,74454,0.127071
220106,San Martin,Yantalo,1995,78275,47899,0.611932
220305,San Martin,Shatoja,1995,69815,38082,0.54547
010104,Amazonas,Cheto,1995,79082,20234,0.255861
160201,Loreto,Yurimaguas,1995,2513367,599511,0.238529
060901,Cajamarca,San Ignacio,1995,399940,204470,0.511252
220511,San Martin,Zapatero,1995,196367,151065,0.769299
060811,Cajamarca,San Jose Del Alto,1995,566420,191819,0.338652
010206,Amazonas,La Peca,1995,155134,93509,0.602763
220401,San Martin,Saposoa,1995,591864,148870,0.251527
060902,Cajamarca,Chirinos,1995,399656,194685,0.487131
220908,San Martin,Juan Guerra,1995,216367,142118,0.656838
060904,Cajamarca,La Coipa,1995,454450,191426,0.421226
220808,San Martin,Yorongos,1995,91967,43302,0.470843
120607,Junin,Rio Negro,1995,556582,195538,0.351319
060812,Cajamarca,Santa Rosa,1995,349365,232395,0.665193
250106,Ucayali,Nueva Requena,1995,2329126,216110,0.092786
220802,San Martin,Awajun,1995,569322,104144,0.182926
250302,Ucayali,Irazola,1995,2126284,182584,0.08587
010109,Amazonas,La Jalca,1995,139571,34983,0.250647
220906,San Martin,El Porvenir,1995,550820,69962,0.127014
220707,San Martin,San Hilarion,1995,117160,54554,0.465637
220806,San Martin,Posic,1995,59121,30655,0.518513
220406,San Martin,Tingo De Saposoa,1995,52895,30525,0.577087
100901,Huanuco,Puerto Inca,1995,2709508,255075,0.094141
010105,Amazonas,Chiliquin,1995,159239,26115,0.163999
220105,San Martin,Soritor,1995,656448,128403,0.195603
220201,San Martin,Bellavista,1995,292265,203364,0.695821
060803,Cajamarca,Chontali,1995,519539,142077,0.273467
100605,Huanuco,Luyando,1995,126262,77287,0.612116
010307,Amazonas,Jazan,1995,85167,31688,0.372069
010502,Amazonas,Camporredondo,1995,246044,77374,0.314472
010515,Amazonas,Providencia,1995,130985,26462,0.202023
010102,Amazonas,Asuncion,1995,39194,17112,0.436597
010510,Amazonas,Luya Viejo,1995,76164,14809,0.194436
100601,Huanuco,Rupa-Rupa,1995,295257,109869,0.372113
010514,Amazonas,Pisuquia,1995,327196,57584,0.175992
060810,Cajamarca,San Felipe,1995,287890,29134,0.101198
010305,Amazonas,Cuispes,1995,108421,28908,0.266627
060905,Cajamarca,Namballe,1995,710706,180779,0.254365
010119,Amazonas,San Isidro De Maino,1995,121418,13017,0.107208
060801,Cajamarca,Jaen,1995,624961,230856,0.369393
010513,Amazonas,Ocumal,1995,409313,122137,0.298395
220912,San Martin,San Antonio,1995,88116,25390,0.288143
220903,San Martin,Cacatachi,1995,59042,46929,0.794841
120602,Junin,Coviriali,1995,111288,43344,0.389476
120304,Junin,San Luis De Shuaro,1995,219122,71146,0.324687
120601,Junin,Satipo,1995,929613,195648,0.210462
010203,Amazonas,Copallin,1995,111195,50687,0.455839
010112,Amazonas,Magdalena,1995,152346,17074,0.112074
220102,San Martin,Calzada,1995,130309,95680,0.734255
060805,Cajamarca,Huabal,1995,95324,64009,0.671489
010610,Amazonas,Santa Rosa,1995,22754,12883,0.566186
220503,San Martin,Barranquita,1995,1189871,220897,0.185648
220801,San Martin,Rioja,1995,234994,135779,0.577798
220703,San Martin,Caspisapa,1995,85643,38879,0.453966
080904,Cusco,Maranura,1995,188793,50302,0.26644
010117,Amazonas,Quinjalca,1995,92734,41737,0.450072
250303,Ucayali,Curimana,1995,2124247,73927,0.034802
010308,Amazonas,Recta,1995,31526,17935,0.568896
010115,Amazonas,Montevideo,1995,138444,22665,0.163712
010114,Amazonas,Molinopampa,1995,382725,67259,0.175737
010503,Amazonas,Cocabamba,1995,383913,50087,0.130464
060809,Cajamarca,Sallique,1995,411293,51364,0.124884
010120,Amazonas,Soloco,1995,84085,20354,0.242065
010521,Amazonas,Santo Tomas,1995,101264,39125,0.386366
100113,Huanuco,San Pablo De Pillao,1995,672747,80850,0.120179
010602,Amazonas,Chirimoto,1995,173089,40830,0.23589
100603,Huanuco,Hermilio Valdizan,1995,323676,47708,0.147394
010111,Amazonas,Levanto,1995,84169,16358,0.194347
010518,Amazonas,San Jeronimo,1995,233700,75913,0.324831
010609,Amazonas,Omia,1995,253339,42205,0.166595
100902,Huanuco,Codo Del Pozuzo,1995,3656169,248492,0.067965
010113,Amazonas,Mariscal Castilla,1995,88754,25256,0.284562
220101,San Martin,Moyobamba,1995,3032176,456181,0.150447
010310,Amazonas,Shipasbamba,1995,140920,28228,0.200312
100103,Huanuco,Chinchao,1995,914940,139490,0.152458
010311,Amazonas,Valera,1995,87729,14582,0.166216
060907,Cajamarca,Tabaconas,1995,867885,177784,0.204847
160112,Loreto,Belen,1995,731901,186615,0.254973
200307,Piura,Sondor,1995,385369,77773,0.201814
220803,San Martin,Elias Soplin Vargas,1995,190445,57585,0.302371
010506,Amazonas,Inguilpata,1995,133308,41806,0.313605
220506,San Martin,Pinto Recodo,1995,629614,100132,0.159037
120303,Junin,Pichanaqui,1995,1416316,316794,0.223675
010202,Amazonas,Aramango,1995,866853,109604,0.126439
010606,Amazonas,Longar,1995,92491,23509,0.254176
160101,Loreto,Iquitos,1995,411336,119065,0.289459
010507,Amazonas,Longuita,1995,66012,24723,0.374523
221001,San Martin,Tocache,1995,1137399,382512,0.336304
010511,Amazonas,Maria,1995,98683,19163,0.194187
080901,Cusco,Santa Ana,1995,448977,155104,0.345461
120302,Junin,Perene,1995,1698111,535412,0.315299
050409,Ayacucho,Canayre,1995,308017,34295,0.111341
221002,San Martin,Nuevo Progreso,1995,932793,271849,0.291436
200303,Piura,El Carmen De La Frontera,1995,737565,127941,0.173464
100609,Huanuco,Pueblo Nuevo,1995,362691,116323,0.320722
080903,Cusco,Huayopata,1995,608208,112233,0.184531
010604,Amazonas,Huambo,1995,87355,67184,0.769092
100505,Huanuco,Jircan,1995,270424,9041,0.033433
010512,Amazonas,Ocalli,1995,193361,47085,0.243508
010101,Amazonas,Chachapoyas,1995,172277,36468,0.211682
060903,Cajamarca,Huarango,1995,1019211,281713,0.276403
010116,Amazonas,Olleros,1995,120055,8574,0.071417
010605,Amazonas,Limabamba,1995,691778,85314,0.123326
100804,Huanuco,Umari,1995,178312,47259,0.265035
220504,San Martin,Caynarachi,1995,1430625,185807,0.129878
080905,Cusco,Ocobamba,1995,989147,199043,0.201227
010517,Amazonas,San Francisco Del Yeso,1995,204600,69842,0.341359
120609,Junin,Vizcatán Del Ene,1995,694966,37075,0.053348
060807,Cajamarca,Pomahuaca,1995,913386,176298,0.193016
010304,Amazonas,Corosha,1995,72158,7099,0.098381
221005,San Martin,Uchiza,1995,682269,278154,0.40769
220807,San Martin,San Fernando,1995,77703,52539,0.676151
050512,Ayacucho,Union Progreso,1995,44853,32036,0.714244
060804,Cajamarca,Colasay,1995,677030,255634,0.377581
160503,Loreto,Capelo,1995,899920,128441,0.142725
220910,San Martin,Morales,1995,57052,44550,0.780867
120604,Junin,Mazamari,1995,1435555,172523,0.120179
120603,Junin,Llaylla,1995,351860,71321,0.202697
010520,Amazonas,Santa Catalina,1995,185180,36723,0.19831
010603,Amazonas,Cochamal,1995,203378,21177,0.104126
120209,Junin,Mariscal Castilla,1995,64224,11616,0.180867
010601,Amazonas,San Nicolas,1995,114944,27551,0.239691
010519,Amazonas,San Juan De Lopecancha,1995,97124,35493,0.36544
160211,Loreto,Teniente Cesar Lopez Rojas,1995,1485058,211009,0.142088
080408,Cusco,Yanatile,1995,2284182,398417,0.174424
050408,Ayacucho,Llochegua,1995,590673,90128,0.152585
100507,Huanuco,Monzon,1995,1590702,247780,0.155768
081304,Cusco,Machupicchu,1995,414663,42869,0.103383
220909,San Martin,La Banda De Shilcayo,1995,300132,72435,0.241344
220103,San Martin,Habana,1995,77392,68275,0.882197
100606,Huanuco,Mariano Damaso Beraun,1995,846065,121417,0.143508
010508,Amazonas,Lonya Chico,1995,78176,18618,0.238155
170102,Madre De Dios,Inambari,1995,5562594,109653,0.019713
050502,Ayacucho,Anco,1995,859091,137844,0.160453
010523,Amazonas,Trita,1995,15721,8443,0.537052
010516,Amazonas,San Cristobal,1995,39966,12666,0.316919
080918,Cusco,Union Ashaninka,1995,351495,20773,0.059099
221006,San Martin,Santa Lucia,1995,303241,221350,0.729947
100702,Huanuco,Cholon,1995,2490435,324832,0.130432
211205,Puno,Phara,1995,498219,12513,0.025115
170204,Madre De Dios,Huepetuhe,1995,1747509,47394,0.027121
010302,Amazonas,Chisquilla,1995,181907,6160,0.033863
050507,Ayacucho,Santa Rosa,1995,446106,108942,0.244207
220804,San Martin,Nueva Cajamarca,1995,375608,125546,0.334247
220809,San Martin,Yuracyacu,1995,69776,50343,0.721494
160603,Loreto,Padre Marquez,1995,2751150,114449,0.0416
010522,Amazonas,Tingo,1995,122640,34095,0.278009
080906,Cusco,Quellouno,1995,2249644,362998,0.161358
010301,Amazonas,Jumbilla,1995,178356,36388,0.204019
080917,Cusco,Manitea,1995,163511,17829,0.109039
250305,Ucayali,Alexander Von Humboldt,1996,232299,106304,0.457617
220509,San Martin,Shanao,1996,27404,15399,0.561925
250304,Ucayali,Neshuya,1996,705695,203234,0.287991
220501,San Martin,Lamas,1996,145659,83282,0.57176
220902,San Martin,Alberto Leveau,1996,58292,20613,0.353616
250102,Ucayali,Campoverde,1996,1499070,719176,0.479748
220702,San Martin,Buenos Aires,1996,350498,198976,0.567695
220502,San Martin,Alonso De Alvarado,1996,333345,127671,0.383
220404,San Martin,Piscoyacu,1996,202503,77181,0.381135
220708,San Martin,Shamboyacu,1996,442263,55766,0.126092
220204,San Martin,Huallaga,1996,288997,47063,0.162849
220605,San Martin,Pajarillo,1996,512229,212738,0.415318
010703,Amazonas,Cumba,1996,338309,149421,0.44167
220704,San Martin,Pilluana,1996,77007,36831,0.478281
220104,San Martin,Jepelacio,1996,434300,188723,0.434545
220505,San Martin,Cuñumbuqui,1996,204978,126328,0.6163
220507,San Martin,Rumisapa,1996,37418,27812,0.743279
220913,San Martin,Sauce,1996,113557,35684,0.314239
010608,Amazonas,Milpuc,1996,48343,27082,0.560205
220405,San Martin,Sacanche,1996,182234,97128,0.532985
220709,San Martin,Tingo De Ponasa,1996,377839,139710,0.369761
220304,San Martin,Santa Rosa,1996,280633,147688,0.526267
100903,Huanuco,Honoria,1996,1073943,206887,0.192642
220203,San Martin,Bajo Biavo,1996,1265183,253635,0.200473
220710,San Martin,Tres Unidos,1996,417343,54678,0.131015
220510,San Martin,Tabalosos,1996,407368,161234,0.395794
100904,Huanuco,Tournavista,1996,1971052,207221,0.105132
010701,Amazonas,Bagua Grande,1996,817863,317733,0.388492
220701,San Martin,Picota,1996,244840,118246,0.482952
220403,San Martin,El Eslabon,1996,140447,78270,0.557292
250105,Ucayali,Yarinacocha,1996,747695,396048,0.529692
220914,San Martin,Shapaja,1996,267687,86227,0.322119
010707,Amazonas,Yamon,1996,152144,57713,0.379331
010705,Amazonas,Jamalca,1996,393997,137122,0.348028
220205,San Martin,San Pablo,1996,391993,243154,0.620302
220705,San Martin,Pucacaca,1996,228592,107330,0.469526
220601,San Martin,Juanjui,1996,504641,182322,0.361291
100905,Huanuco,Yuyapichis,1996,2344154,223085,0.095167
100608,Huanuco,Castillo Grande,1996,118195,63816,0.539921
220302,San Martin,Agua Blanca,1996,171923,111985,0.651367
250306,Ucayali,Huipoca,1996,667777,112917,0.169094
010611,Amazonas,Totora,1996,21874,11286,0.515955
010706,Amazonas,Lonya Grande,1996,409562,125303,0.305944
220706,San Martin,San Cristobal,1996,33883,16835,0.496857
010303,Amazonas,Churuja,1996,35775,6253,0.174787
220301,San Martin,San Jose De Sisa,1996,347309,198070,0.570299
010204,Amazonas,El Parco,1996,20424,14174,0.693987
010306,Amazonas,Florida,1996,249605,66403,0.266032
220303,San Martin,San Martin,1996,585926,76844,0.13115
220106,San Martin,Yantalo,1996,78275,47424,0.605864
220305,San Martin,Shatoja,1996,69815,38486,0.551257
010104,Amazonas,Cheto,1996,79082,21158,0.267545
160201,Loreto,Yurimaguas,1996,2513367,635677,0.252918
060901,Cajamarca,San Ignacio,1996,399940,228704,0.571846
220511,San Martin,Zapatero,1996,196367,153048,0.779398
060811,Cajamarca,San Jose Del Alto,1996,566420,214855,0.379321
010206,Amazonas,La Peca,1996,155134,93913,0.605367
220401,San Martin,Saposoa,1996,591864,148939,0.251644
060902,Cajamarca,Chirinos,1996,399656,196386,0.491388
220908,San Martin,Juan Guerra,1996,216367,142956,0.660711
060904,Cajamarca,La Coipa,1996,454450,210892,0.46406
220808,San Martin,Yorongos,1996,91967,44163,0.480205
120607,Junin,Rio Negro,1996,556582,197769,0.355328
060812,Cajamarca,Santa Rosa,1996,349365,231771,0.663406
250106,Ucayali,Nueva Requena,1996,2329126,227300,0.09759
220802,San Martin,Awajun,1996,569322,110590,0.194249
250302,Ucayali,Irazola,1996,2126284,196825,0.092568
010109,Amazonas,La Jalca,1996,139571,36780,0.263522
220906,San Martin,El Porvenir,1996,550820,70721,0.128392
220707,San Martin,San Hilarion,1996,117160,53098,0.453209
220806,San Martin,Posic,1996,59121,30704,0.519342
220406,San Martin,Tingo De Saposoa,1996,52895,31009,0.586237
100901,Huanuco,Puerto Inca,1996,2709508,270154,0.099706
010105,Amazonas,Chiliquin,1996,159239,27121,0.170316
220105,San Martin,Soritor,1996,656448,133447,0.203286
220201,San Martin,Bellavista,1996,292265,203638,0.696758
060803,Cajamarca,Chontali,1996,519539,159920,0.307811
100605,Huanuco,Luyando,1996,126262,80030,0.633841
010307,Amazonas,Jazan,1996,85167,33396,0.392124
010502,Amazonas,Camporredondo,1996,246044,78352,0.318447
010515,Amazonas,Providencia,1996,130985,25866,0.197473
010102,Amazonas,Asuncion,1996,39194,17189,0.438562
010510,Amazonas,Luya Viejo,1996,76164,14968,0.196523
100601,Huanuco,Rupa-Rupa,1996,295257,111169,0.376516
010514,Amazonas,Pisuquia,1996,327196,55124,0.168474
060810,Cajamarca,San Felipe,1996,287890,30100,0.104554
010305,Amazonas,Cuispes,1996,108421,29238,0.269671
060905,Cajamarca,Namballe,1996,710706,212487,0.29898
010119,Amazonas,San Isidro De Maino,1996,121418,14134,0.116408
060801,Cajamarca,Jaen,1996,624961,230166,0.368289
010513,Amazonas,Ocumal,1996,409313,120257,0.293802
220912,San Martin,San Antonio,1996,88116,25745,0.292172
220903,San Martin,Cacatachi,1996,59042,48282,0.817757
120602,Junin,Coviriali,1996,111288,43230,0.388452
120304,Junin,San Luis De Shuaro,1996,219122,70613,0.322254
120601,Junin,Satipo,1996,929613,198174,0.213179
010203,Amazonas,Copallin,1996,111195,49496,0.445128
010112,Amazonas,Magdalena,1996,152346,19123,0.125523
220102,San Martin,Calzada,1996,130309,96607,0.741369
060805,Cajamarca,Huabal,1996,95324,68253,0.716011
010610,Amazonas,Santa Rosa,1996,22754,13166,0.578624
220503,San Martin,Barranquita,1996,1189871,228053,0.191662
220801,San Martin,Rioja,1996,234994,136676,0.581615
220703,San Martin,Caspisapa,1996,85643,38350,0.447789
080904,Cusco,Maranura,1996,188793,51367,0.272081
010117,Amazonas,Quinjalca,1996,92734,41892,0.451744
250303,Ucayali,Curimana,1996,2124247,84329,0.039698
010308,Amazonas,Recta,1996,31526,17747,0.562932
010115,Amazonas,Montevideo,1996,138444,22298,0.161062
010114,Amazonas,Molinopampa,1996,382725,70004,0.182909
010503,Amazonas,Cocabamba,1996,383913,47571,0.123911
060809,Cajamarca,Sallique,1996,411293,60005,0.145894
010120,Amazonas,Soloco,1996,84085,20621,0.24524
010521,Amazonas,Santo Tomas,1996,101264,38696,0.38213
100113,Huanuco,San Pablo De Pillao,1996,672747,87225,0.129655
010602,Amazonas,Chirimoto,1996,173089,41572,0.240177
100603,Huanuco,Hermilio Valdizan,1996,323676,51399,0.158798
010111,Amazonas,Levanto,1996,84169,17504,0.207963
010518,Amazonas,San Jeronimo,1996,233700,77141,0.330086
010609,Amazonas,Omia,1996,253339,41919,0.165466
100902,Huanuco,Codo Del Pozuzo,1996,3656169,255156,0.069788
010113,Amazonas,Mariscal Castilla,1996,88754,24387,0.274771
220101,San Martin,Moyobamba,1996,3032176,462632,0.152574
010310,Amazonas,Shipasbamba,1996,140920,29734,0.210999
100103,Huanuco,Chinchao,1996,914940,146319,0.159922
010311,Amazonas,Valera,1996,87729,14874,0.169545
060907,Cajamarca,Tabaconas,1996,867885,195028,0.224716
160112,Loreto,Belen,1996,731901,188882,0.25807
200307,Piura,Sondor,1996,385369,88052,0.228488
220803,San Martin,Elias Soplin Vargas,1996,190445,58245,0.305836
010506,Amazonas,Inguilpata,1996,133308,41500,0.311309
220506,San Martin,Pinto Recodo,1996,629614,103188,0.163891
120303,Junin,Pichanaqui,1996,1416316,318455,0.224847
010202,Amazonas,Aramango,1996,866853,130973,0.15109
010606,Amazonas,Longar,1996,92491,23779,0.257095
160101,Loreto,Iquitos,1996,411336,120148,0.292092
010507,Amazonas,Longuita,1996,66012,24118,0.365358
221001,San Martin,Tocache,1996,1137399,383868,0.337496
010511,Amazonas,Maria,1996,98683,18665,0.189141
080901,Cusco,Santa Ana,1996,448977,156835,0.349316
120302,Junin,Perene,1996,1698111,537299,0.31641
050409,Ayacucho,Canayre,1996,308017,34023,0.110458
221002,San Martin,Nuevo Progreso,1996,932793,268126,0.287444
200303,Piura,El Carmen De La Frontera,1996,737565,152724,0.207065
100609,Huanuco,Pueblo Nuevo,1996,362691,117748,0.324651
080903,Cusco,Huayopata,1996,608208,112064,0.184253
010604,Amazonas,Huambo,1996,87355,67818,0.776349
100505,Huanuco,Jircan,1996,270424,10423,0.038543
010512,Amazonas,Ocalli,1996,193361,49731,0.257193
010101,Amazonas,Chachapoyas,1996,172277,37978,0.220447
060903,Cajamarca,Huarango,1996,1019211,288710,0.283268
010116,Amazonas,Olleros,1996,120055,8907,0.074191
010605,Amazonas,Limabamba,1996,691778,87932,0.12711
100804,Huanuco,Umari,1996,178312,48865,0.274042
220504,San Martin,Caynarachi,1996,1430625,189193,0.132245
080905,Cusco,Ocobamba,1996,989147,204245,0.206486
010517,Amazonas,San Francisco Del Yeso,1996,204600,70404,0.344106
120609,Junin,Vizcatán Del Ene,1996,694966,36292,0.052221
060807,Cajamarca,Pomahuaca,1996,913386,192610,0.210875
010304,Amazonas,Corosha,1996,72158,7109,0.09852
221005,San Martin,Uchiza,1996,682269,275273,0.403467
220807,San Martin,San Fernando,1996,77703,54372,0.699741
050512,Ayacucho,Union Progreso,1996,44853,32068,0.714958
060804,Cajamarca,Colasay,1996,677030,259518,0.383318
160503,Loreto,Capelo,1996,899920,122076,0.135652
220910,San Martin,Morales,1996,57052,44844,0.78602
120604,Junin,Mazamari,1996,1435555,170658,0.118879
120603,Junin,Llaylla,1996,351860,70731,0.20102
010520,Amazonas,Santa Catalina,1996,185180,37159,0.200664
010603,Amazonas,Cochamal,1996,203378,21758,0.106983
120209,Junin,Mariscal Castilla,1996,64224,11714,0.182393
010601,Amazonas,San Nicolas,1996,114944,28099,0.244458
010519,Amazonas,San Juan De Lopecancha,1996,97124,35125,0.361651
160211,Loreto,Teniente Cesar Lopez Rojas,1996,1485058,218958,0.147441
080408,Cusco,Yanatile,1996,2284182,397498,0.174022
050408,Ayacucho,Llochegua,1996,590673,89437,0.151415
100507,Huanuco,Monzon,1996,1590702,249134,0.156619
081304,Cusco,Machupicchu,1996,414663,43765,0.105544
220909,San Martin,La Banda De Shilcayo,1996,300132,73755,0.245742
220103,San Martin,Habana,1996,77392,68578,0.886112
100606,Huanuco,Mariano Damaso Beraun,1996,846065,129073,0.152557
010508,Amazonas,Lonya Chico,1996,78176,19128,0.244679
170102,Madre De Dios,Inambari,1996,5562594,109337,0.019656
050502,Ayacucho,Anco,1996,859091,134483,0.156541
010523,Amazonas,Trita,1996,15721,8135,0.517461
010516,Amazonas,San Cristobal,1996,39966,12433,0.311089
080918,Cusco,Union Ashaninka,1996,351495,20606,0.058624
221006,San Martin,Santa Lucia,1996,303241,221018,0.728853
100702,Huanuco,Cholon,1996,2490435,321203,0.128975
211205,Puno,Phara,1996,498219,12596,0.025282
170204,Madre De Dios,Huepetuhe,1996,1747509,42356,0.024238
010302,Amazonas,Chisquilla,1996,181907,5927,0.032583
050507,Ayacucho,Santa Rosa,1996,446106,108749,0.243774
220804,San Martin,Nueva Cajamarca,1996,375608,131845,0.351018
220809,San Martin,Yuracyacu,1996,69776,51495,0.738004
160603,Loreto,Padre Marquez,1996,2751150,122034,0.044357
010522,Amazonas,Tingo,1996,122640,33282,0.27138
080906,Cusco,Quellouno,1996,2249644,384521,0.170925
010301,Amazonas,Jumbilla,1996,178356,36961,0.207232
080917,Cusco,Manitea,1996,163511,17715,0.108341
250305,Ucayali,Alexander Von Humboldt,1997,232299,109653,0.472034
220509,San Martin,Shanao,1997,27404,15938,0.581594
250304,Ucayali,Neshuya,1997,705695,206418,0.292503
220501,San Martin,Lamas,1997,145659,84975,0.583383
220902,San Martin,Alberto Leveau,1997,58292,22080,0.378783
250102,Ucayali,Campoverde,1997,1499070,723378,0.482551
220702,San Martin,Buenos Aires,1997,350498,202474,0.577675
220502,San Martin,Alonso De Alvarado,1997,333345,134895,0.404671
220404,San Martin,Piscoyacu,1997,202503,79654,0.393347
220708,San Martin,Shamboyacu,1997,442263,67223,0.151998
220204,San Martin,Huallaga,1997,288997,49452,0.171116
220605,San Martin,Pajarillo,1997,512229,221812,0.433033
010703,Amazonas,Cumba,1997,338309,149542,0.442028
220704,San Martin,Pilluana,1997,77007,38321,0.49763
220104,San Martin,Jepelacio,1997,434300,198330,0.456666
220505,San Martin,Cuñumbuqui,1997,204978,127401,0.621535
220507,San Martin,Rumisapa,1997,37418,28452,0.760383
