geocode,departamento,distrito,anio,pix_total,pix_agropecuario,pct_agropecuario
010116,Amazonas,Olleros,2001,120055,9660,0.080463
010605,Amazonas,Limabamba,2001,691778,112743,0.162976
100804,Huanuco,Umari,2001,178312,49212,0.275988
220504,San Martin,Caynarachi,2001,1430625,189682,0.132587
080905,Cusco,Ocobamba,2001,989147,210819,0.213132
010517,Amazonas,San Francisco Del Yeso,2001,204600,73150,0.357527
120609,Junin,Vizcatán Del Ene,2001,694966,35781,0.051486
060807,Cajamarca,Pomahuaca,2001,913386,211295,0.231332
010304,Amazonas,Corosha,2001,72158,8215,0.113847
221005,San Martin,Uchiza,2001,682269,284182,0.416525
220807,San Martin,San Fernando,2001,77703,58168,0.748594
050512,Ayacucho,Union Progreso,2001,44853,33065,0.737186
060804,Cajamarca,Colasay,2001,677030,308464,0.455613
160503,Loreto,Capelo,2001,899920,101506,0.112794
220910,San Martin,Morales,2001,57052,41231,0.722692
120604,Junin,Mazamari,2001,1435555,182303,0.126991
120603,Junin,Llaylla,2001,351860,70055,0.199099
010520,Amazonas,Santa Catalina,2001,185180,34174,0.184545
010603,Amazonas,Cochamal,2001,203378,27407,0.134759
120209,Junin,Mariscal Castilla,2001,64224,14062,0.218952
010601,Amazonas,San Nicolas,2001,114944,30277,0.263407
010519,Amazonas,San Juan De Lopecancha,2001,97124,41486,0.427145
160211,Loreto,Teniente Cesar Lopez Rojas,2001,1485058,255530,0.172067
080408,Cusco,Yanatile,2001,2284182,410131,0.179553
050408,Ayacucho,Llochegua,2001,590673,92712,0.15696
100507,Huanuco,Monzon,2001,1590702,253354,0.159272
081304,Cusco,Machupicchu,2001,414663,42473,0.102428
220909,San Martin,La Banda De Shilcayo,2001,300132,73298,0.244219
220103,San Martin,Habana,2001,77392,66769,0.862738
100606,Huanuco,Mariano Damaso Beraun,2001,846065,140297,0.165823
010508,Amazonas,Lonya Chico,2001,78176,20644,0.264071
170102,Madre De Dios,Inambari,2001,5562594,114458,0.020576
050502,Ayacucho,Anco,2001,859091,131062,0.152559
010523,Amazonas,Trita,2001,15721,8522,0.542077
010516,Amazonas,San Cristobal,2001,39966,16789,0.420082
080918,Cusco,Union Ashaninka,2001,351495,22941,0.065267
221006,San Martin,Santa Lucia,2001,303241,230650,0.760616
100702,Huanuco,Cholon,2001,2490435,316122,0.126934
211205,Puno,Phara,2001,498219,12390,0.024869
170204,Madre De Dios,Huepetuhe,2001,1747509,49765,0.028478
010302,Amazonas,Chisquilla,2001,181907,5800,0.031884
050507,Ayacucho,Santa Rosa,2001,446106,118155,0.264859
220804,San Martin,Nueva Cajamarca,2001,375608,148573,0.395553
220809,San Martin,Yuracyacu,2001,69776,53983,0.773661
160603,Loreto,Padre Marquez,2001,2751150,138941,0.050503
010522,Amazonas,Tingo,2001,122640,40601,0.331058
080906,Cusco,Quellouno,2001,2249644,422856,0.187966
010301,Amazonas,Jumbilla,2001,178356,34814,0.195194
080917,Cusco,Manitea,2001,163511,21457,0.131227
250305,Ucayali,Alexander Von Humboldt,2002,232299,136563,0.587876
220509,San Martin,Shanao,2002,27404,17085,0.623449
250304,Ucayali,Neshuya,2002,705695,267175,0.378598
220501,San Martin,Lamas,2002,145659,88239,0.605792
220902,San Martin,Alberto Leveau,2002,58292,24278,0.416489
250102,Ucayali,Campoverde,2002,1499070,811723,0.541484
220702,San Martin,Buenos Aires,2002,350498,212743,0.606974
220502,San Martin,Alonso De Alvarado,2002,333345,144581,0.433728
220404,San Martin,Piscoyacu,2002,202503,89880,0.443845
220708,San Martin,Shamboyacu,2002,442263,101949,0.230517
220204,San Martin,Huallaga,2002,288997,74159,0.256608
220605,San Martin,Pajarillo,2002,512229,272270,0.53154
010703,Amazonas,Cumba,2002,338309,156153,0.461569
220704,San Martin,Pilluana,2002,77007,38694,0.502474
220104,San Martin,Jepelacio,2002,434300,219028,0.504324
220505,San Martin,Cuñumbuqui,2002,204978,134220,0.654802
220507,San Martin,Rumisapa,2002,37418,27530,0.735742
220913,San Martin,Sauce,2002,113557,37732,0.332274
010608,Amazonas,Milpuc,2002,48343,28896,0.597729
220405,San Martin,Sacanche,2002,182234,108140,0.593413
220709,San Martin,Tingo De Ponasa,2002,377839,190599,0.504445
220304,San Martin,Santa Rosa,2002,280633,173880,0.619599
100903,Huanuco,Honoria,2002,1073943,292583,0.272438
220203,San Martin,Bajo Biavo,2002,1265183,359400,0.28407
220710,San Martin,Tres Unidos,2002,417343,102217,0.244923
220510,San Martin,Tabalosos,2002,407368,169468,0.416007
100904,Huanuco,Tournavista,2002,1971052,277180,0.140625
010701,Amazonas,Bagua Grande,2002,817863,353326,0.432011
220701,San Martin,Picota,2002,244840,122665,0.501001
220403,San Martin,El Eslabon,2002,140447,84597,0.602341
250105,Ucayali,Yarinacocha,2002,747695,415152,0.555242
220914,San Martin,Shapaja,2002,267687,95397,0.356375
010707,Amazonas,Yamon,2002,152144,63208,0.415449
010705,Amazonas,Jamalca,2002,393997,129850,0.329571
220205,San Martin,San Pablo,2002,391993,277707,0.708449
220705,San Martin,Pucacaca,2002,228592,110105,0.481666
220601,San Martin,Juanjui,2002,504641,212746,0.421579
100905,Huanuco,Yuyapichis,2002,2344154,297747,0.127017
100608,Huanuco,Castillo Grande,2002,118195,67347,0.569796
220302,San Martin,Agua Blanca,2002,171923,116994,0.680502
250306,Ucayali,Huipoca,2002,667777,78248,0.117177
010611,Amazonas,Totora,2002,21874,13459,0.615297
010706,Amazonas,Lonya Grande,2002,409562,128932,0.314805
220706,San Martin,San Cristobal,2002,33883,16118,0.475696
010303,Amazonas,Churuja,2002,35775,6156,0.172075
220301,San Martin,San Jose De Sisa,2002,347309,215242,0.619742
010204,Amazonas,El Parco,2002,20424,15043,0.736535
010306,Amazonas,Florida,2002,249605,81308,0.325747
220303,San Martin,San Martin,2002,585926,114049,0.194647
220106,San Martin,Yantalo,2002,78275,43802,0.559591
220305,San Martin,Shatoja,2002,69815,41567,0.595388
010104,Amazonas,Cheto,2002,79082,21269,0.268949
160201,Loreto,Yurimaguas,2002,2513367,694730,0.276414
060901,Cajamarca,San Ignacio,2002,399940,245511,0.61387
220511,San Martin,Zapatero,2002,196367,162292,0.826473
060811,Cajamarca,San Jose Del Alto,2002,566420,242990,0.428993
010206,Amazonas,La Peca,2002,155134,98744,0.636508
220401,San Martin,Saposoa,2002,591864,163567,0.276359
060902,Cajamarca,Chirinos,2002,399656,207677,0.519639
220908,San Martin,Juan Guerra,2002,216367,139688,0.645607
060904,Cajamarca,La Coipa,2002,454450,237630,0.522896
220808,San Martin,Yorongos,2002,91967,50822,0.552611
120607,Junin,Rio Negro,2002,556582,207833,0.373409
060812,Cajamarca,Santa Rosa,2002,349365,218804,0.626291
250106,Ucayali,Nueva Requena,2002,2329126,230293,0.098875
220802,San Martin,Awajun,2002,569322,132537,0.232798
250302,Ucayali,Irazola,2002,2126284,221457,0.104152
010109,Amazonas,La Jalca,2002,139571,35795,0.256464
220906,San Martin,El Porvenir,2002,550820,83941,0.152393
220707,San Martin,San Hilarion,2002,117160,53565,0.457195
220806,San Martin,Posic,2002,59121,28700,0.485445
220406,San Martin,Tingo De Saposoa,2002,52895,32491,0.614255
100901,Huanuco,Puerto Inca,2002,2709508,384767,0.142006
010105,Amazonas,Chiliquin,2002,159239,27228,0.170988
220105,San Martin,Soritor,2002,656448,162357,0.247327
220201,San Martin,Bellavista,2002,292265,208212,0.712408
060803,Cajamarca,Chontali,2002,519539,184584,0.355284
100605,Huanuco,Luyando,2002,126262,88486,0.700813
010307,Amazonas,Jazan,2002,85167,36879,0.43302
010502,Amazonas,Camporredondo,2002,246044,76022,0.308977
010515,Amazonas,Providencia,2002,130985,24221,0.184914
010102,Amazonas,Asuncion,2002,39194,14966,0.381844
010510,Amazonas,Luya Viejo,2002,76164,14984,0.196733
100601,Huanuco,Rupa-Rupa,2002,295257,110951,0.375778
010514,Amazonas,Pisuquia,2002,327196,51070,0.156084
060810,Cajamarca,San Felipe,2002,287890,36273,0.125996
010305,Amazonas,Cuispes,2002,108421,29293,0.270178
060905,Cajamarca,Namballe,2002,710706,219399,0.308706
010119,Amazonas,San Isidro De Maino,2002,121418,17257,0.142129
060801,Cajamarca,Jaen,2002,624961,277647,0.444263
010513,Amazonas,Ocumal,2002,409313,105457,0.257644
220912,San Martin,San Antonio,2002,88116,24909,0.282684
220903,San Martin,Cacatachi,2002,59042,43711,0.740337
120602,Junin,Coviriali,2002,111288,43951,0.39493
120304,Junin,San Luis De Shuaro,2002,219122,67117,0.3063
120601,Junin,Satipo,2002,929613,205673,0.221246
010203,Amazonas,Copallin,2002,111195,51495,0.463105
010112,Amazonas,Magdalena,2002,152346,22131,0.145268
220102,San Martin,Calzada,2002,130309,93891,0.720526
060805,Cajamarca,Huabal,2002,95324,75182,0.7887
010610,Amazonas,Santa Rosa,2002,22754,14701,0.646084
220503,San Martin,Barranquita,2002,1189871,276955,0.232761
220801,San Martin,Rioja,2002,234994,143039,0.608692
220703,San Martin,Caspisapa,2002,85643,37291,0.435424
080904,Cusco,Maranura,2002,188793,53138,0.281462
010117,Amazonas,Quinjalca,2002,92734,38608,0.416331
250303,Ucayali,Curimana,2002,2124247,124310,0.05852
010308,Amazonas,Recta,2002,31526,18132,0.575144
010115,Amazonas,Montevideo,2002,138444,25367,0.183229
010114,Amazonas,Molinopampa,2002,382725,77996,0.203791
010503,Amazonas,Cocabamba,2002,383913,45457,0.118404
060809,Cajamarca,Sallique,2002,411293,76595,0.18623
010120,Amazonas,Soloco,2002,84085,21011,0.249878
010521,Amazonas,Santo Tomas,2002,101264,37792,0.373203
100113,Huanuco,San Pablo De Pillao,2002,672747,89344,0.132805
010602,Amazonas,Chirimoto,2002,173089,45526,0.263021
100603,Huanuco,Hermilio Valdizan,2002,323676,58906,0.181991
010111,Amazonas,Levanto,2002,84169,17412,0.20687
010518,Amazonas,San Jeronimo,2002,233700,78168,0.33448
010609,Amazonas,Omia,2002,253339,44552,0.175859
100902,Huanuco,Codo Del Pozuzo,2002,3656169,392779,0.107429
010113,Amazonas,Mariscal Castilla,2002,88754,22623,0.254896
220101,San Martin,Moyobamba,2002,3032176,514412,0.169651
010310,Amazonas,Shipasbamba,2002,140920,31990,0.227008
100103,Huanuco,Chinchao,2002,914940,148056,0.16182
010311,Amazonas,Valera,2002,87729,14405,0.164199
060907,Cajamarca,Tabaconas,2002,867885,214112,0.246705
160112,Loreto,Belen,2002,731901,192901,0.263562
200307,Piura,Sondor,2002,385369,111516,0.289375
220803,San Martin,Elias Soplin Vargas,2002,190445,67692,0.355441
010506,Amazonas,Inguilpata,2002,133308,41004,0.307588
220506,San Martin,Pinto Recodo,2002,629614,116721,0.185385
120303,Junin,Pichanaqui,2002,1416316,341606,0.241193
010202,Amazonas,Aramango,2002,866853,188392,0.217329
010606,Amazonas,Longar,2002,92491,26433,0.28579
160101,Loreto,Iquitos,2002,411336,129114,0.313889
010507,Amazonas,Longuita,2002,66012,25611,0.387975
221001,San Martin,Tocache,2002,1137399,399364,0.35112
010511,Amazonas,Maria,2002,98683,19925,0.201909
080901,Cusco,Santa Ana,2002,448977,146878,0.327139
120302,Junin,Perene,2002,1698111,527650,0.310728
050409,Ayacucho,Canayre,2002,308017,35610,0.115611
221002,San Martin,Nuevo Progreso,2002,932793,257425,0.275972
200303,Piura,El Carmen De La Frontera,2002,737565,170285,0.230875
100609,Huanuco,Pueblo Nuevo,2002,362691,110210,0.303867
080903,Cusco,Huayopata,2002,608208,110410,0.181533
010604,Amazonas,Huambo,2002,87355,71453,0.817961
100505,Huanuco,Jircan,2002,270424,11651,0.043084
010512,Amazonas,Ocalli,2002,193361,45942,0.237597
010101,Amazonas,Chachapoyas,2002,172277,43853,0.254549
060903,Cajamarca,Huarango,2002,1019211,317916,0.311924
010116,Amazonas,Olleros,2002,120055,9801,0.081638
010605,Amazonas,Limabamba,2002,691778,116690,0.168681
100804,Huanuco,Umari,2002,178312,52650,0.295269
220504,San Martin,Caynarachi,2002,1430625,195337,0.13654
080905,Cusco,Ocobamba,2002,989147,211368,0.213687
010517,Amazonas,San Francisco Del Yeso,2002,204600,73352,0.358514
120609,Junin,Vizcatán Del Ene,2002,694966,37346,0.053738
060807,Cajamarca,Pomahuaca,2002,913386,213585,0.233839
010304,Amazonas,Corosha,2002,72158,8745,0.121192
221005,San Martin,Uchiza,2002,682269,279990,0.410381
220807,San Martin,San Fernando,2002,77703,57183,0.735918
050512,Ayacucho,Union Progreso,2002,44853,33206,0.74033
060804,Cajamarca,Colasay,2002,677030,303992,0.449008
160503,Loreto,Capelo,2002,899920,94687,0.105217
220910,San Martin,Morales,2002,57052,43079,0.755083
120604,Junin,Mazamari,2002,1435555,186942,0.130223
120603,Junin,Llaylla,2002,351860,69822,0.198437
010520,Amazonas,Santa Catalina,2002,185180,34693,0.187347
010603,Amazonas,Cochamal,2002,203378,28808,0.141648
120209,Junin,Mariscal Castilla,2002,64224,14335,0.223203
010601,Amazonas,San Nicolas,2002,114944,29857,0.259753
010519,Amazonas,San Juan De Lopecancha,2002,97124,40573,0.417744
160211,Loreto,Teniente Cesar Lopez Rojas,2002,1485058,253222,0.170513
080408,Cusco,Yanatile,2002,2284182,410225,0.179594
050408,Ayacucho,Llochegua,2002,590673,97457,0.164993
100507,Huanuco,Monzon,2002,1590702,250534,0.157499
081304,Cusco,Machupicchu,2002,414663,42725,0.103035
220909,San Martin,La Banda De Shilcayo,2002,300132,72476,0.24148
220103,San Martin,Habana,2002,77392,66761,0.862634
100606,Huanuco,Mariano Damaso Beraun,2002,846065,139083,0.164388
010508,Amazonas,Lonya Chico,2002,78176,21308,0.272564
170102,Madre De Dios,Inambari,2002,5562594,117202,0.02107
050502,Ayacucho,Anco,2002,859091,131645,0.153238
010523,Amazonas,Trita,2002,15721,8615,0.547993
010516,Amazonas,San Cristobal,2002,39966,15717,0.393259
080918,Cusco,Union Ashaninka,2002,351495,24982,0.071074
221006,San Martin,Santa Lucia,2002,303241,229088,0.755465
100702,Huanuco,Cholon,2002,2490435,315506,0.126687
211205,Puno,Phara,2002,498219,12954,0.026001
170204,Madre De Dios,Huepetuhe,2002,1747509,59318,0.033944
010302,Amazonas,Chisquilla,2002,181907,6149,0.033803
050507,Ayacucho,Santa Rosa,2002,446106,121381,0.27209
220804,San Martin,Nueva Cajamarca,2002,375608,146680,0.390514
220809,San Martin,Yuracyacu,2002,69776,51710,0.741086
160603,Loreto,Padre Marquez,2002,2751150,140890,0.051211
010522,Amazonas,Tingo,2002,122640,39697,0.323687
080906,Cusco,Quellouno,2002,2249644,426188,0.189447
010301,Amazonas,Jumbilla,2002,178356,35766,0.200532
080917,Cusco,Manitea,2002,163511,21979,0.134419
250305,Ucayali,Alexander Von Humboldt,2003,232299,141623,0.609658
220509,San Martin,Shanao,2003,27404,17353,0.633229
250304,Ucayali,Neshuya,2003,705695,284639,0.403346
220501,San Martin,Lamas,2003,145659,89401,0.613769
220902,San Martin,Alberto Leveau,2003,58292,24430,0.419097
250102,Ucayali,Campoverde,2003,1499070,814931,0.543624
220702,San Martin,Buenos Aires,2003,350498,215861,0.615869
220502,San Martin,Alonso De Alvarado,2003,333345,144923,0.434754
220404,San Martin,Piscoyacu,2003,202503,96522,0.476645
220708,San Martin,Shamboyacu,2003,442263,107083,0.242125
220204,San Martin,Huallaga,2003,288997,80543,0.278698
220605,San Martin,Pajarillo,2003,512229,281051,0.548682
010703,Amazonas,Cumba,2003,338309,154383,0.456337
220704,San Martin,Pilluana,2003,77007,38542,0.5005
220104,San Martin,Jepelacio,2003,434300,220990,0.508842
220505,San Martin,Cuñumbuqui,2003,204978,133669,0.652114
220507,San Martin,Rumisapa,2003,37418,27860,0.744561
220913,San Martin,Sauce,2003,113557,37631,0.331384
010608,Amazonas,Milpuc,2003,48343,29328,0.606665
220405,San Martin,Sacanche,2003,182234,111939,0.61426
220709,San Martin,Tingo De Ponasa,2003,377839,200767,0.531356
220304,San Martin,Santa Rosa,2003,280633,178997,0.637833
100903,Huanuco,Honoria,2003,1073943,302358,0.28154
220203,San Martin,Bajo Biavo,2003,1265183,385481,0.304684
220710,San Martin,Tres Unidos,2003,417343,101824,0.243982
220510,San Martin,Tabalosos,2003,407368,172406,0.423219
100904,Huanuco,Tournavista,2003,1971052,290323,0.147293
010701,Amazonas,Bagua Grande,2003,817863,337900,0.41315
220701,San Martin,Picota,2003,244840,129419,0.528586
220403,San Martin,El Eslabon,2003,140447,87231,0.621096
250105,Ucayali,Yarinacocha,2003,747695,413307,0.552775
220914,San Martin,Shapaja,2003,267687,94508,0.353054
010707,Amazonas,Yamon,2003,152144,64209,0.422028
010705,Amazonas,Jamalca,2003,393997,131113,0.332777
220205,San Martin,San Pablo,2003,391993,287484,0.733391
220705,San Martin,Pucacaca,2003,228592,112985,0.494265
220601,San Martin,Juanjui,2003,504641,218646,0.43327
100905,Huanuco,Yuyapichis,2003,2344154,327389,0.139662
100608,Huanuco,Castillo Grande,2003,118195,67448,0.57065
220302,San Martin,Agua Blanca,2003,171923,120914,0.703303
250306,Ucayali,Huipoca,2003,667777,80471,0.120506
010611,Amazonas,Totora,2003,21874,13981,0.639161
010706,Amazonas,Lonya Grande,2003,409562,127031,0.310163
220706,San Martin,San Cristobal,2003,33883,16314,0.48148
010303,Amazonas,Churuja,2003,35775,6090,0.170231
220301,San Martin,San Jose De Sisa,2003,347309,220402,0.634599
010204,Amazonas,El Parco,2003,20424,14930,0.731003
010306,Amazonas,Florida,2003,249605,82749,0.33152
220303,San Martin,San Martin,2003,585926,124185,0.211947
220106,San Martin,Yantalo,2003,78275,44718,0.571294
220305,San Martin,Shatoja,2003,69815,42047,0.602263
010104,Amazonas,Cheto,2003,79082,21381,0.270365
160201,Loreto,Yurimaguas,2003,2513367,720442,0.286644
060901,Cajamarca,San Ignacio,2003,399940,248228,0.620663
220511,San Martin,Zapatero,2003,196367,163483,0.832538
060811,Cajamarca,San Jose Del Alto,2003,566420,246761,0.43565
010206,Amazonas,La Peca,2003,155134,98697,0.636205
220401,San Martin,Saposoa,2003,591864,173081,0.292434
060902,Cajamarca,Chirinos,2003,399656,206196,0.515934
220908,San Martin,Juan Guerra,2003,216367,136197,0.629472
060904,Cajamarca,La Coipa,2003,454450,239222,0.526399
220808,San Martin,Yorongos,2003,91967,49923,0.542836
120607,Junin,Rio Negro,2003,556582,210039,0.377373
060812,Cajamarca,Santa Rosa,2003,349365,218723,0.626059
250106,Ucayali,Nueva Requena,2003,2329126,227702,0.097763
220802,San Martin,Awajun,2003,569322,142678,0.25061
250302,Ucayali,Irazola,2003,2126284,242782,0.114181
010109,Amazonas,La Jalca,2003,139571,36378,0.260642
220906,San Martin,El Porvenir,2003,550820,84694,0.15376
220707,San Martin,San Hilarion,2003,117160,54107,0.461821
220806,San Martin,Posic,2003,59121,27754,0.469444
220406,San Martin,Tingo De Saposoa,2003,52895,32819,0.620456
100901,Huanuco,Puerto Inca,2003,2709508,406502,0.150028
010105,Amazonas,Chiliquin,2003,159239,26841,0.168558
220105,San Martin,Soritor,2003,656448,163880,0.249647
220201,San Martin,Bellavista,2003,292265,210662,0.720791
060803,Cajamarca,Chontali,2003,519539,186860,0.359665
100605,Huanuco,Luyando,2003,126262,88187,0.698445
010307,Amazonas,Jazan,2003,85167,36415,0.427572
010502,Amazonas,Camporredondo,2003,246044,76684,0.311668
010515,Amazonas,Providencia,2003,130985,26185,0.199908
010102,Amazonas,Asuncion,2003,39194,15028,0.383426
010510,Amazonas,Luya Viejo,2003,76164,16045,0.210664
100601,Huanuco,Rupa-Rupa,2003,295257,112428,0.38078
010514,Amazonas,Pisuquia,2003,327196,51955,0.158789
060810,Cajamarca,San Felipe,2003,287890,38165,0.132568
010305,Amazonas,Cuispes,2003,108421,27759,0.25603
060905,Cajamarca,Namballe,2003,710706,220229,0.309874
010119,Amazonas,San Isidro De Maino,2003,121418,16656,0.137179
060801,Cajamarca,Jaen,2003,624961,285341,0.456574
010513,Amazonas,Ocumal,2003,409313,107617,0.262921
220912,San Martin,San Antonio,2003,88116,24682,0.280108
220903,San Martin,Cacatachi,2003,59042,45510,0.770807
120602,Junin,Coviriali,2003,111288,44003,0.395398
120304,Junin,San Luis De Shuaro,2003,219122,67013,0.305825
120601,Junin,Satipo,2003,929613,208113,0.223871
010203,Amazonas,Copallin,2003,111195,51378,0.462053
010112,Amazonas,Magdalena,2003,152346,20604,0.135245
220102,San Martin,Calzada,2003,130309,93095,0.714417
060805,Cajamarca,Huabal,2003,95324,76060,0.79791
010610,Amazonas,Santa Rosa,2003,22754,14822,0.651402
220503,San Martin,Barranquita,2003,1189871,279668,0.235041
220801,San Martin,Rioja,2003,234994,142558,0.606645
220703,San Martin,Caspisapa,2003,85643,37418,0.436907
080904,Cusco,Maranura,2003,188793,53741,0.284656
010117,Amazonas,Quinjalca,2003,92734,39527,0.426241
250303,Ucayali,Curimana,2003,2124247,133357,0.062778
010308,Amazonas,Recta,2003,31526,17969,0.569974
010115,Amazonas,Montevideo,2003,138444,25201,0.18203
010114,Amazonas,Molinopampa,2003,382725,79954,0.208907
010503,Amazonas,Cocabamba,2003,383913,47361,0.123364
060809,Cajamarca,Sallique,2003,411293,77349,0.188063
010120,Amazonas,Soloco,2003,84085,21017,0.249949
010521,Amazonas,Santo Tomas,2003,101264,38111,0.376353
100113,Huanuco,San Pablo De Pillao,2003,672747,86420,0.128458
010602,Amazonas,Chirimoto,2003,173089,47546,0.274691
100603,Huanuco,Hermilio Valdizan,2003,323676,59974,0.18529
010111,Amazonas,Levanto,2003,84169,17100,0.203163
010518,Amazonas,San Jeronimo,2003,233700,80951,0.346389
010609,Amazonas,Omia,2003,253339,46785,0.184674
100902,Huanuco,Codo Del Pozuzo,2003,3656169,423250,0.115763
010113,Amazonas,Mariscal Castilla,2003,88754,22705,0.255819
220101,San Martin,Moyobamba,2003,3032176,529993,0.17479
010310,Amazonas,Shipasbamba,2003,140920,30963,0.21972
100103,Huanuco,Chinchao,2003,914940,146207,0.1598
010311,Amazonas,Valera,2003,87729,14201,0.161873
060907,Cajamarca,Tabaconas,2003,867885,212216,0.244521
160112,Loreto,Belen,2003,731901,194283,0.26545
200307,Piura,Sondor,2003,385369,112624,0.29225
220803,San Martin,Elias Soplin Vargas,2003,190445,68124,0.35771
010506,Amazonas,Inguilpata,2003,133308,40712,0.305398
220506,San Martin,Pinto Recodo,2003,629614,119454,0.189726
120303,Junin,Pichanaqui,2003,1416316,342127,0.241561
010202,Amazonas,Aramango,2003,866853,171639,0.198002
010606,Amazonas,Longar,2003,92491,27188,0.293953
160101,Loreto,Iquitos,2003,411336,131134,0.3188
010507,Amazonas,Longuita,2003,66012,25517,0.386551
221001,San Martin,Tocache,2003,1137399,381248,0.335193
010511,Amazonas,Maria,2003,98683,20902,0.21181
080901,Cusco,Santa Ana,2003,448977,147935,0.329493
120302,Junin,Perene,2003,1698111,525338,0.309366
050409,Ayacucho,Canayre,2003,308017,36021,0.116945
221002,San Martin,Nuevo Progreso,2003,932793,260526,0.279297
200303,Piura,El Carmen De La Frontera,2003,737565,172453,0.233814
100609,Huanuco,Pueblo Nuevo,2003,362691,111635,0.307796
080903,Cusco,Huayopata,2003,608208,113442,0.186518
010604,Amazonas,Huambo,2003,87355,71984,0.82404
100505,Huanuco,Jircan,2003,270424,11112,0.041091
010512,Amazonas,Ocalli,2003,193361,46691,0.241471
010101,Amazonas,Chachapoyas,2003,172277,43435,0.252123
060903,Cajamarca,Huarango,2003,1019211,306068,0.300299
010116,Amazonas,Olleros,2003,120055,9498,0.079114
010605,Amazonas,Limabamba,2003,691778,119101,0.172167
100804,Huanuco,Umari,2003,178312,53599,0.300591
220504,San Martin,Caynarachi,2003,1430625,207949,0.145355
080905,Cusco,Ocobamba,2003,989147,213649,0.215993
010517,Amazonas,San Francisco Del Yeso,2003,204600,73994,0.361652
120609,Junin,Vizcatán Del Ene,2003,694966,39769,0.057224
060807,Cajamarca,Pomahuaca,2003,913386,212062,0.232171
010304,Amazonas,Corosha,2003,72158,8705,0.120638
221005,San Martin,Uchiza,2003,682269,271041,0.397264
220807,San Martin,San Fernando,2003,77703,57193,0.736046
050512,Ayacucho,Union Progreso,2003,44853,33235,0.740976
060804,Cajamarca,Colasay,2003,677030,312121,0.461015
160503,Loreto,Capelo,2003,899920,87033,0.096712
220910,San Martin,Morales,2003,57052,42764,0.749562
120604,Junin,Mazamari,2003,1435555,191059,0.133091
120603,Junin,Llaylla,2003,351860,69721,0.19815
010520,Amazonas,Santa Catalina,2003,185180,33871,0.182909
010603,Amazonas,Cochamal,2003,203378,29524,0.145168
120209,Junin,Mariscal Castilla,2003,64224,15509,0.241483
010601,Amazonas,San Nicolas,2003,114944,30893,0.268766
010519,Amazonas,San Juan De Lopecancha,2003,97124,38862,0.400128
160211,Loreto,Teniente Cesar Lopez Rojas,2003,1485058,256644,0.172817
080408,Cusco,Yanatile,2003,2284182,410780,0.179837
050408,Ayacucho,Llochegua,2003,590673,101074,0.171117
100507,Huanuco,Monzon,2003,1590702,248861,0.156447
081304,Cusco,Machupicchu,2003,414663,44569,0.107482
220909,San Martin,La Banda De Shilcayo,2003,300132,73666,0.245445
220103,San Martin,Habana,2003,77392,64471,0.833045
100606,Huanuco,Mariano Damaso Beraun,2003,846065,138190,0.163333
010508,Amazonas,Lonya Chico,2003,78176,21070,0.26952
170102,Madre De Dios,Inambari,2003,5562594,120412,0.021647
050502,Ayacucho,Anco,2003,859091,123294,0.143517
010523,Amazonas,Trita,2003,15721,9156,0.582406
010516,Amazonas,San Cristobal,2003,39966,15603,0.390407
080918,Cusco,Union Ashaninka,2003,351495,26663,0.075856
221006,San Martin,Santa Lucia,2003,303241,225846,0.744774
100702,Huanuco,Cholon,2003,2490435,305343,0.122606
211205,Puno,Phara,2003,498219,12054,0.024194
170204,Madre De Dios,Huepetuhe,2003,1747509,62603,0.035824
010302,Amazonas,Chisquilla,2003,181907,6638,0.036491
050507,Ayacucho,Santa Rosa,2003,446106,123921,0.277784
220804,San Martin,Nueva Cajamarca,2003,375608,146815,0.390873
220809,San Martin,Yuracyacu,2003,69776,53313,0.764059
160603,Loreto,Padre Marquez,2003,2751150,142133,0.051663
010522,Amazonas,Tingo,2003,122640,37221,0.303498
080906,Cusco,Quellouno,2003,2249644,445511,0.198036
010301,Amazonas,Jumbilla,2003,178356,36176,0.20283
080917,Cusco,Manitea,2003,163511,22528,0.137777
250305,Ucayali,Alexander Von Humboldt,2004,232299,141416,0.608767
220509,San Martin,Shanao,2004,27404,17029,0.621406
250304,Ucayali,Neshuya,2004,705695,296332,0.419915
220501,San Martin,Lamas,2004,145659,87497,0.600698
220902,San Martin,Alberto Leveau,2004,58292,23698,0.406539
250102,Ucayali,Campoverde,2004,1499070,828744,0.552839
220702,San Martin,Buenos Aires,2004,350498,210083,0.599384
220502,San Martin,Alonso De Alvarado,2004,333345,147971,0.443897
220404,San Martin,Piscoyacu,2004,202503,99066,0.489208
220708,San Martin,Shamboyacu,2004,442263,110772,0.250466
220204,San Martin,Huallaga,2004,288997,83322,0.288314
220605,San Martin,Pajarillo,2004,512229,283775,0.554
010703,Amazonas,Cumba,2004,338309,148211,0.438094
220704,San Martin,Pilluana,2004,77007,36570,0.474892
220104,San Martin,Jepelacio,2004,434300,224429,0.51676
220505,San Martin,Cuñumbuqui,2004,204978,130993,0.639059
220507,San Martin,Rumisapa,2004,37418,27936,0.746593
220913,San Martin,Sauce,2004,113557,37474,0.330002
010608,Amazonas,Milpuc,2004,48343,29022,0.600335
220405,San Martin,Sacanche,2004,182234,113059,0.620406
220709,San Martin,Tingo De Ponasa,2004,377839,205592,0.544126
220304,San Martin,Santa Rosa,2004,280633,180905,0.644632
