fecha_inicio,fecha_fin,duracion_segundos,pasos_esperados,ultimo_paso_completado,estado,error
2026-06-29T09:58:22,2026-06-29T09:58:26,4.3,PASO 0 a PASO 4,PASO 4,OK,
