n_filas_total,n_columnas_completo,n_columnas_modelo,n_distritos,n_anios,anio_inicio,anio_fin,n_distritos_entrenamiento,n_distritos_generalizacion,variables_completo,variables_modelo,fecha_procesamiento
8000,26,10,200,40,1985,2024,180,20,"['geocode', 'departamento', 'distrito', 'anio', 'pct_agropecuario', 'pct_anp', 'tiene_anp', 'pct_rios_lagos', 'pct_urbano', 'km_carreteras', 'area_utm_km2', 'densidad_carreteras_km_km2', 'km_rios', 'densidad_rios_km_km2', 'elev_media_m', 'elev_mediana_m', 'elev_std_m', 'elev_min_m', 'elev_max_m', 'elev_count_px', 'pendiente_media_deg', 'pendiente_mediana_deg', 'pendiente_std_deg', 'pendiente_min_deg', 'pendiente_max_deg', 'pendiente_count_px']","['pct_agropecuario', 'pct_anp', 'densidad_carreteras_km_km2', 'densidad_rios_km_km2', 'elev_media_m', 'pendiente_media_deg']",2026-06-29T09:58:26.387974
